winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19,winner_position
0,148,125,132,152,0,"[13, 0, 0, 14]","[12, 10, 0, 0]","[0, 11, 12, 0]","[11, 0, 13, 11]","[13, 12, 0, 11]","[0, 10, 0, 0]","[12, 12, 0, 10]","[0, 11, 10, 0]","[10, 10, 10, 0]","[11, 0, 10, 10]","[10, 11, 0, 11]","[0, 10, 11, 11]","[0, 11, 11, 11]","[11, 0, 11, 11]","[11, 12, 0, 12]","[13, 11, 11, 0]","[12, 0, 15, 10]","[13, 0, 0, 0]","[0, 17, 11, 10]",4
2,106,170,147,160,1,"[10, 0, 15, 10]","[12, 13, 0, 12]","[0, 11, 0, 16]","[0, 0, 11, 0]","[14, 0, 11, 11]","[0, 13, 11, 11]","[10, 0, 11, 0]","[10, 0, 10, 11]","[10, 0, 11, 10]","[10, 10, 0, 10]","[11, 10, 10, 0]","[0, 0, 10, 11]","[12, 0, 10, 10]","[11, 10, 12, 0]","[11, 0, 11, 10]","[0, 12, 11, 13]","[15, 13, 0, 0]","[12, 14, 12, 0]","[12, 0, 14, 12]",1
3,100,133,169,156,2,"[11, 14, 12, 0]","[12, 0, 11, 0]","[13, 0, 12, 12]","[10, 0, 13, 13]","[0, 0, 11, 10]","[0, 11, 11, 10]","[11, 10, 11, 0]","[0, 0, 0, 10]","[11, 11, 0, 10]","[10, 10, 0, 10]","[10, 0, 10, 10]","[0, 0, 10, 0]","[11, 0, 10, 12]","[11, 10, 0, 13]","[11, 12, 0, 10]","[13, 10, 0, 12]","[10, 0, 11, 15]","[12, 0, 11, 12]","[0, 12, 0, 10]",1
0,121,103,106,127,3,"[14, 0, 13, 13]","[0, 0, 0, 0]","[16, 11, 11, 0]","[0, 0, 12, 0]","[0, 0, 0, 0]","[10, 0, 10, 14]","[10, 0, 0, 11]","[10, 11, 0, 11]","[11, 10, 10, 0]","[0, 10, 10, 11]","[0, 11, 0, 0]","[11, 11, 0, 11]","[0, 11, 0, 0]","[0, 0, 0, 10]","[11, 11, 0, 11]","[12, 12, 0, 0]","[11, 0, 12, 0]","[11, 12, 13, 0]","[0, 11, 12, 14]",1
1,172,123,146,140,0,"[0, 14, 11, 13]","[12, 14, 0, 12]","[12, 12, 12, 0]","[0, 13, 10, 11]","[12, 10, 0, 13]","[0, 0, 0, 10]","[0, 12, 10, 10]","[11, 10, 12, 0]","[0, 11, 10, 11]","[10, 10, 0, 10]","[0, 10, 10, 10]","[11, 11, 10, 0]","[12, 12, 0, 10]","[10, 11, 12, 0]","[11, 0, 0, 0]","[13, 12, 0, 11]","[13, 0, 0, 0]","[13, 0, 12, 11]","[0, 10, 14, 14]",1
2,91,156,133,116,1,"[14, 0, 13, 13]","[0, 0, 10, 13]","[14, 11, 10, 0]","[13, 0, 0, 12]","[0, 0, 12, 0]","[11, 10, 0, 13]","[10, 0, 11, 10]","[0, 12, 11, 10]","[10, 11, 0, 11]","[10, 10, 10, 0]","[10, 0, 0, 0]","[0, 11, 10, 10]","[0, 0, 11, 10]","[0, 0, 0, 10]","[0, 12, 12, 0]","[12, 0, 12, 10]","[0, 0, 13, 0]","[12, 0, 10, 11]","[0, 14, 11, 0]",1
2,103,176,140,135,2,"[11, 12, 14, 0]","[0, 0, 0, 0]","[13, 14, 10, 0]","[11, 14, 11, 0]","[12, 10, 0, 11]","[11, 10, 0, 13]","[0, 10, 12, 10]","[11, 0, 10, 11]","[10, 0, 12, 10]","[10, 11, 10, 0]","[0, 10, 10, 12]","[0, 0, 11, 10]","[0, 0, 10, 0]","[12, 0, 10, 12]","[11, 0, 11, 12]","[12, 0, 11, 11]","[0, 12, 12, 13]","[11, 0, 11, 15]","[0, 0, 11, 0]",4
0,126,144,99,157,3,"[11, 12, 0, 11]","[0, 0, 11, 0]","[11, 15, 0, 11]","[11, 0, 14, 12]","[11, 14, 10, 0]","[11, 0, 11, 0]","[0, 10, 11, 11]","[0, 10, 0, 0]","[11, 10, 11, 0]","[10, 0, 10, 10]","[10, 10, 10, 0]","[11, 10, 11, 0]","[11, 10, 11, 0]","[13, 12, 0, 10]","[12, 0, 11, 0]","[11, 0, 0, 12]","[13, 0, 0, 10]","[0, 13, 11, 12]","[0, 0, 12, 0]",1
2,101,178,66,149,0,"[0, 0, 16, 0]","[10, 0, 15, 0]","[14, 0, 12, 11]","[11, 0, 12, 0]","[0, 0, 10, 0]","[10, 11, 12, 0]","[10, 0, 0, 0]","[10, 11, 11, 0]","[10, 0, 11, 11]","[11, 0, 10, 10]","[0, 10, 10, 11]","[10, 0, 0, 0]","[10, 11, 0, 10]","[10, 11, 11, 0]","[10, 13, 12, 0]","[11, 11, 0, 0]","[12, 10, 13, 0]","[0, 13, 11, 0]","[0, 0, 12, 13]",2
1,143,138,128,117,1,"[10, 0, 0, 14]","[0, 12, 10, 14]","[0, 12, 10, 10]","[0, 0, 12, 0]","[11, 10, 0, 12]","[0, 10, 11, 12]","[10, 12, 0, 10]","[10, 10, 11, 0]","[11, 0, 0, 0]","[10, 11, 0, 10]","[10, 0, 0, 0]","[10, 0, 11, 11]","[0, 0, 11, 0]","[0, 10, 0, 11]","[10, 12, 12, 0]","[0, 11, 11, 13]","[13, 11, 13, 0]","[0, 12, 12, 11]","[12, 10, 14, 0]",4
0,124,141,70,180,2,"[13, 12, 10, 0]","[11, 12, 13, 0]","[10, 15, 0, 0]","[13, 0, 11, 12]","[13, 0, 0, 0]","[11, 11, 11, 0]","[11, 0, 11, 11]","[0, 0, 0, 0]","[10, 10, 10, 0]","[10, 11, 10, 0]","[10, 10, 0, 10]","[10, 10, 10, 0]","[0, 10, 10, 13]","[11, 0, 11, 0]","[11, 12, 11, 0]","[0, 11, 12, 11]","[11, 0, 11, 0]","[12, 0, 0, 13]","[13, 0, 0, 0]",2
3,126,99,186,121,3,"[0, 10, 13, 10]","[11, 12, 0, 10]","[0, 10, 0, 13]","[0, 10, 10, 14]","[11, 10, 0, 15]","[14, 10, 11, 0]","[0, 11, 10, 12]","[0, 11, 0, 10]","[10, 11, 11, 0]","[10, 0, 10, 10]","[10, 0, 11, 11]","[0, 0, 0, 10]","[10, 11, 0, 0]","[11, 10, 0, 11]","[0, 0, 12, 10]","[11, 0, 11, 12]","[0, 0, 0, 12]","[12, 0, 0, 10]","[11, 10, 0, 16]",4
0,103,137,81,172,0,"[10, 13, 0, 0]","[0, 11, 12, 14]","[12, 12, 0, 12]","[12, 0, 12, 11]","[11, 12, 0, 0]","[0, 11, 10, 0]","[10, 0, 0, 0]","[10, 0, 0, 0]","[10, 11, 10, 0]","[10, 0, 11, 10]","[10, 0, 10, 10]","[10, 0, 10, 0]","[10, 0, 10, 12]","[10, 0, 0, 0]","[0, 0, 11, 0]","[11, 11, 13, 0]","[11, 11, 0, 12]","[12, 11, 15, 0]","[13, 0, 13, 0]",4
0,132,129,112,168,1,"[0, 0, 0, 11]","[14, 0, 12, 11]","[13, 10, 0, 14]","[12, 11, 0, 11]","[10, 11, 12, 0]","[10, 10, 0, 12]","[12, 10, 12, 0]","[10, 11, 11, 0]","[10, 10, 0, 11]","[10, 11, 0, 10]","[10, 11, 0, 11]","[0, 0, 11, 0]","[10, 10, 11, 0]","[11, 0, 10, 0]","[11, 0, 0, 0]","[0, 0, 13, 10]","[0, 0, 14, 11]","[12, 12, 13, 0]","[13, 15, 10, 0]",3
3,152,120,157,114,2,"[12, 0, 11, 14]","[0, 13, 10, 0]","[14, 12, 0, 11]","[11, 0, 14, 0]","[12, 11, 0, 10]","[13, 10, 0, 10]","[10, 0, 0, 10]","[0, 0, 10, 10]","[10, 11, 11, 0]","[10, 10, 11, 0]","[0, 10, 10, 11]","[0, 10, 10, 12]","[11, 11, 11, 0]","[0, 0, 0, 11]","[0, 13, 0, 10]","[11, 0, 0, 13]","[0, 12, 0, 13]","[0, 15, 11, 11]","[0, 14, 11, 11]",1
3,123,126,156,100,3,"[0, 12, 11, 0]","[11, 0, 0, 0]","[0, 11, 11, 11]","[12, 11, 10, 0]","[0, 0, 10, 0]","[11, 12, 0, 11]","[0, 12, 11, 10]","[0, 10, 10, 10]","[10, 0, 10, 10]","[10, 0, 10, 10]","[10, 11, 0, 11]","[10, 10, 11, 0]","[12, 0, 10, 10]","[0, 11, 0, 10]","[0, 0, 0, 14]","[0, 0, 0, 14]","[0, 10, 12, 11]","[0, 13, 10, 13]","[14, 0, 0, 11]",4
0,131,128,138,180,0,"[11, 11, 0, 16]","[0, 0, 11, 0]","[12, 0, 0, 0]","[10, 14, 0, 10]","[13, 12, 11, 0]","[11, 10, 10, 0]","[10, 11, 0, 12]","[11, 0, 10, 10]","[0, 10, 11, 11]","[10, 0, 10, 10]","[10, 11, 0, 11]","[0, 10, 10, 0]","[11, 10, 10, 0]","[13, 11, 11, 0]","[13, 0, 10, 10]","[11, 11, 0, 11]","[10, 10, 0, 12]","[11, 0, 14, 14]","[13, 0, 10, 11]",4
1,155,123,121,100,1,"[13, 0, 12, 13]","[0, 11, 0, 0]","[11, 0, 12, 11]","[0, 11, 12, 12]","[0, 10, 12, 12]","[0, 11, 0, 0]","[10, 12, 10, 0]","[0, 10, 11, 10]","[0, 10, 10, 10]","[10, 11, 0, 10]","[11, 10, 10, 0]","[12, 10, 10, 0]","[0, 11, 11, 11]","[10, 0, 0, 11]","[0, 12, 0, 10]","[11, 0, 0, 0]","[0, 14, 0, 0]","[0, 0, 0, 11]","[12, 12, 13, 0]",4
2,88,153,102,151,2,"[16, 0, 11, 0]","[0, 0, 0, 0]","[0, 11, 0, 0]","[12, 10, 12, 0]","[12, 0, 13, 10]","[10, 0, 11, 0]","[0, 10, 0, 0]","[10, 11, 10, 0]","[10, 0, 10, 0]","[10, 0, 10, 11]","[11, 10, 10, 0]","[10, 0, 10, 11]","[11, 0, 11, 10]","[0, 11, 12, 10]","[0, 11, 11, 12]","[14, 0, 11, 0]","[14, 0, 11, 12]","[11, 14, 0, 13]","[0, 0, 0, 13]",4
0,88,130,141,150,3,"[0, 11, 14, 0]","[11, 0, 14, 10]","[14, 11, 0, 11]","[0, 0, 0, 10]","[0, 10, 0, 11]","[11, 13, 0, 10]","[10, 10, 0, 12]","[10, 0, 10, 0]","[10, 0, 0, 0]","[10, 10, 10, 0]","[10, 0, 11, 10]","[11, 0, 10, 10]","[10, 0, 13, 10]","[10, 0, 0, 0]","[11, 0, 11, 12]","[0, 0, 10, 10]","[10, 13, 0, 13]","[0, 0, 13, 12]","[12, 10, 14, 0]",1
2,118,183,99,103,0,"[0, 11, 13, 12]","[0, 0, 0, 0]","[0, 0, 15, 0]","[0, 12, 12, 13]","[0, 12, 10, 13]","[13, 0, 11, 11]","[0, 11, 10, 0]","[10, 0, 11, 10]","[0, 11, 10, 10]","[11, 0, 10, 10]","[0, 10, 12, 10]","[0, 10, 0, 10]","[11, 0, 0, 0]","[0, 12, 10, 0]","[13, 0, 12, 0]","[10, 13, 14, 0]","[13, 0, 11, 0]","[11, 0, 12, 0]","[11, 16, 10, 0]",2
0,137,134,128,152,1,"[16, 10, 0, 13]","[10, 16, 10, 0]","[0, 0, 0, 11]","[0, 12, 11, 13]","[0, 12, 13, 10]","[12, 0, 0, 0]","[0, 11, 10, 0]","[10, 10, 12, 0]","[11, 0, 11, 10]","[11, 10, 0, 10]","[11, 0, 10, 11]","[13, 10, 10, 0]","[11, 0, 0, 0]","[0, 0, 10, 11]","[10, 12, 0, 12]","[0, 11, 12, 0]","[14, 11, 12, 0]","[12, 12, 0, 13]","[11, 0, 13, 14]",3
0,86,129,148,158,2,"[11, 12, 0, 0]","[12, 11, 14, 0]","[13, 0, 0, 13]","[10, 0, 0, 11]","[12, 0, 14, 0]","[0, 0, 11, 11]","[12, 0, 11, 11]","[0, 10, 12, 10]","[10, 0, 10, 10]","[10, 10, 0, 11]","[10, 10, 0, 10]","[0, 0, 10, 0]","[10, 0, 11, 0]","[10, 0, 0, 14]","[14, 11, 0, 10]","[11, 0, 11, 12]","[0, 0, 12, 0]","[13, 11, 0, 10]","[0, 11, 13, 15]",2
2,124,158,121,132,3,"[0, 13, 11, 12]","[0, 0, 0, 0]","[14, 0, 11, 12]","[0, 11, 0, 12]","[0, 11, 13, 0]","[0, 10, 0, 11]","[12, 0, 12, 10]","[11, 10, 10, 0]","[0, 10, 0, 0]","[10, 0, 10, 10]","[11, 0, 10, 11]","[10, 0, 12, 10]","[12, 11, 10, 0]","[15, 10, 10, 0]","[0, 12, 11, 12]","[12, 14, 11, 0]","[13, 12, 0, 10]","[0, 0, 13, 0]","[12, 0, 14, 11]",3
3,123,136,145,108,0,"[11, 12, 0, 0]","[0, 14, 13, 12]","[0, 13, 12, 11]","[11, 0, 13, 10]","[12, 0, 0, 0]","[10, 0, 0, 11]","[0, 10, 11, 11]","[0, 10, 0, 0]","[10, 10, 0, 10]","[10, 10, 0, 10]","[10, 10, 0, 12]","[10, 0, 11, 10]","[0, 0, 10, 10]","[0, 0, 11, 10]","[0, 11, 10, 0]","[14, 11, 10, 0]","[10, 12, 12, 0]","[0, 0, 11, 14]","[0, 0, 12, 14]",3
1,168,127,147,109,1,"[11, 11, 15, 0]","[0, 0, 11, 11]","[0, 12, 0, 12]","[0, 11, 0, 12]","[12, 0, 10, 0]","[0, 11, 13, 10]","[13, 10, 11, 0]","[0, 11, 11, 11]","[10, 10, 0, 10]","[10, 11, 0, 10]","[10, 10, 0, 0]","[11, 11, 0, 10]","[0, 12, 10, 11]","[0, 0, 11, 11]","[11, 0, 11, 0]","[0, 12, 10, 14]","[11, 12, 0, 13]","[0, 11, 0, 12]","[10, 13, 14, 0]",4
1,135,116,130,125,2,"[0, 14, 15, 11]","[13, 0, 13, 11]","[0, 11, 0, 0]","[12, 10, 0, 12]","[0, 0, 0, 0]","[11, 10, 0, 11]","[11, 10, 12, 0]","[11, 11, 11, 0]","[11, 10, 0, 10]","[10, 10, 0, 10]","[0, 11, 10, 11]","[10, 0, 10, 11]","[12, 10, 0, 11]","[0, 0, 0, 11]","[0, 0, 10, 10]","[0, 0, 13, 0]","[11, 13, 11, 0]","[13, 15, 0, 11]","[0, 0, 11, 0]",3
3,99,130,143,136,3,"[0, 0, 0, 0]","[0, 12, 14, 12]","[11, 11, 0, 11]","[11, 0, 0, 11]","[12, 0, 11, 12]","[11, 10, 0, 12]","[0, 11, 0, 0]","[11, 0, 11, 10]","[10, 0, 10, 11]","[10, 0, 10, 10]","[0, 10, 10, 11]","[10, 10, 10, 0]","[12, 10, 11, 0]","[0, 13, 10, 10]","[0, 12, 11, 10]","[12, 0, 12, 11]","[13, 0, 10, 12]","[0, 0, 0, 0]","[13, 0, 0, 0]",4
3,97,79,133,133,0,"[14, 0, 0, 10]","[0, 12, 14, 10]","[10, 0, 0, 14]","[11, 11, 0, 14]","[13, 10, 0, 11]","[11, 0, 0, 0]","[0, 0, 10, 10]","[10, 0, 0, 0]","[12, 10, 10, 0]","[10, 0, 11, 10]","[11, 10, 0, 10]","[10, 0, 11, 10]","[0, 11, 0, 10]","[0, 0, 0, 12]","[0, 10, 0, 0]","[10, 12, 12, 0]","[11, 11, 0, 12]","[0, 0, 0, 0]","[0, 0, 11, 0]",3
2,129,191,125,133,1,"[13, 0, 12, 11]","[0, 12, 12, 12]","[10, 12, 14, 0]","[11, 12, 13, 0]","[0, 0, 11, 0]","[10, 12, 10, 0]","[0, 12, 11, 10]","[10, 0, 11, 10]","[0, 0, 11, 0]","[11, 10, 0, 10]","[10, 0, 10, 10]","[10, 10, 0, 10]","[0, 11, 11, 0]","[12, 0, 11, 10]","[10, 0, 11, 11]","[0, 12, 0, 11]","[0, 15, 13, 10]","[13, 11, 14, 0]","[13, 0, 16, 10]",1
2,55,189,170,144,2,"[0, 0, 14, 12]","[0, 0, 11, 0]","[10, 11, 0, 13]","[12, 0, 12, 11]","[11, 0, 15, 10]","[10, 0, 13, 12]","[0, 11, 10, 11]","[0, 0, 11, 10]","[10, 0, 11, 10]","[10, 10, 10, 0]","[10, 0, 10, 10]","[11, 0, 10, 11]","[0, 12, 11, 10]","[10, 11, 0, 13]","[10, 0, 14, 12]","[11, 0, 11, 0]","[0, 0, 15, 11]","[16, 0, 0, 0]","[13, 0, 11, 14]",4
2,102,151,99,96,3,"[0, 0, 14, 10]","[0, 0, 12, 10]","[0, 0, 12, 13]","[11, 11, 10, 0]","[11, 0, 11, 13]","[0, 12, 11, 11]","[11, 0, 11, 0]","[0, 0, 0, 10]","[10, 10, 12, 0]","[10, 0, 10, 10]","[10, 12, 10, 0]","[11, 10, 0, 0]","[10, 0, 0, 0]","[0, 11, 11, 0]","[12, 0, 0, 12]","[0, 12, 0, 0]","[0, 11, 15, 10]","[0, 0, 0, 0]","[0, 13, 12, 0]",3
3,128,138,149,121,0,"[10, 0, 0, 11]","[0, 12, 12, 12]","[11, 13, 0, 11]","[0, 0, 0, 11]","[0, 12, 12, 10]","[0, 0, 0, 12]","[12, 0, 12, 10]","[11, 10, 11, 0]","[0, 10, 11, 11]","[10, 0, 10, 11]","[11, 10, 11, 0]","[0, 10, 11, 12]","[12, 0, 0, 0]","[11, 13, 0, 11]","[0, 11, 14, 0]","[10, 0, 12, 0]","[0, 13, 11, 0]","[10, 14, 0, 15]","[13, 0, 11, 12]",3
0,169,109,110,170,1,"[13, 14, 0, 0]","[0, 12, 11, 0]","[13, 10, 0, 14]","[0, 12, 0, 0]","[12, 11, 11, 0]","[11, 0, 11, 0]","[12, 0, 11, 10]","[13, 10, 0, 10]","[10, 10, 0, 11]","[11, 10, 0, 10]","[10, 0, 10, 10]","[0, 10, 0, 0]","[12, 11, 10, 0]","[0, 10, 12, 12]","[0, 13, 10, 11]","[13, 11, 12, 0]","[12, 0, 0, 11]","[14, 12, 0, 11]","[14, 13, 11, 0]",3
1,191,131,105,85,2,"[0, 0, 15, 0]","[14, 10, 0, 0]","[15, 11, 12, 0]","[0, 14, 0, 0]","[0, 11, 12, 12]","[13, 10, 10, 0]","[0, 11, 10, 12]","[0, 0, 10, 0]","[0, 10, 0, 0]","[10, 10, 11, 0]","[0, 10, 10, 11]","[12, 11, 0, 10]","[10, 10, 10, 0]","[0, 12, 11, 12]","[0, 11, 0, 10]","[0, 14, 10, 11]","[0, 11, 10, 13]","[11, 12, 0, 14]","[0, 13, 0, 0]",3
1,148,100,144,129,3,"[12, 0, 0, 12]","[0, 13, 12, 13]","[11, 11, 12, 0]","[0, 10, 0, 0]","[0, 0, 0, 11]","[11, 12, 0, 10]","[11, 0, 0, 10]","[10, 11, 10, 0]","[10, 0, 0, 10]","[0, 11, 10, 10]","[10, 0, 10, 11]","[0, 10, 13, 10]","[10, 11, 11, 0]","[11, 10, 0, 13]","[11, 11, 0, 0]","[0, 0, 10, 11]","[0, 14, 12, 11]","[10, 13, 0, 12]","[12, 11, 0, 0]",2
2,88,147,118,144,0,"[0, 13, 13, 10]","[16, 10, 12, 0]","[12, 11, 0, 0]","[0, 0, 13, 0]","[12, 13, 10, 0]","[0, 0, 0, 12]","[0, 0, 0, 10]","[0, 10, 10, 0]","[0, 0, 10, 0]","[10, 0, 11, 10]","[10, 0, 0, 0]","[10, 10, 0, 10]","[10, 0, 12, 11]","[13, 0, 10, 11]","[13, 11, 0, 11]","[14, 10, 10, 0]","[10, 0, 12, 11]","[0, 0, 12, 11]","[14, 0, 12, 11]",2
3,119,112,164,126,1,"[13, 0, 0, 12]","[10, 0, 0, 0]","[0, 0, 0, 10]","[0, 11, 12, 12]","[12, 0, 11, 13]","[0, 11, 10, 10]","[12, 10, 0, 12]","[0, 0, 10, 0]","[11, 0, 11, 10]","[10, 10, 0, 11]","[10, 0, 0, 0]","[0, 10, 12, 11]","[0, 10, 10, 10]","[12, 11, 0, 10]","[12, 0, 12, 11]","[0, 10, 12, 10]","[0, 10, 12, 12]","[11, 13, 0, 0]","[13, 13, 0, 10]",2
1,171,122,130,111,2,"[0, 0, 0, 10]","[12, 10, 0, 12]","[0, 14, 0, 0]","[0, 11, 0, 11]","[11, 0, 11, 0]","[10, 0, 13, 11]","[11, 0, 10, 11]","[10, 12, 0, 11]","[10, 10, 0, 11]","[0, 10, 10, 10]","[0, 10, 11, 10]","[10, 13, 10, 0]","[11, 10, 12, 0]","[12, 11, 10, 0]","[0, 11, 12, 12]","[0, 10, 0, 11]","[0, 15, 11, 10]","[0, 12, 0, 0]","[14, 12, 12, 0]",3
1,149,124,69,143,3,"[11, 13, 0, 0]","[11, 13, 14, 0]","[0, 12, 0, 0]","[11, 0, 11, 0]","[12, 12, 11, 0]","[10, 12, 10, 0]","[12, 0, 10, 0]","[0, 10, 0, 0]","[10, 10, 12, 0]","[0, 10, 10, 11]","[0, 0, 0, 10]","[10, 10, 10, 0]","[10, 10, 13, 0]","[12, 11, 0, 11]","[11, 0, 12, 11]","[0, 0, 11, 12]","[0, 11, 0, 0]","[10, 0, 0, 14]","[13, 15, 0, 0]",2
2,81,145,116,77,0,"[0, 0, 13, 11]","[0, 0, 13, 0]","[0, 13, 12, 0]","[0, 12, 0, 0]","[10, 0, 0, 0]","[0, 0, 11, 10]","[0, 13, 10, 10]","[0, 12, 10, 11]","[0, 0, 10, 0]","[10, 0, 10, 10]","[11, 11, 0, 10]","[0, 10, 10, 0]","[0, 0, 12, 0]","[12, 0, 11, 10]","[11, 0, 0, 11]","[12, 0, 11, 12]","[0, 0, 12, 10]","[0, 10, 0, 11]","[11, 0, 0, 0]",2
1,152,124,78,146,1,"[13, 11, 13, 0]","[0, 14, 11, 13]","[12, 0, 0, 0]","[11, 11, 14, 0]","[0, 0, 11, 0]","[0, 12, 0, 11]","[10, 0, 12, 0]","[10, 0, 0, 0]","[11, 11, 10, 0]","[10, 11, 0, 10]","[11, 0, 10, 10]","[0, 11, 0, 0]","[12, 0, 0, 0]","[10, 11, 10, 0]","[0, 12, 12, 12]","[11, 12, 11, 0]","[0, 10, 0, 11]","[13, 14, 10, 0]","[12, 12, 0, 11]",4
2,108,167,116,166,2,"[12, 13, 15, 0]","[0, 0, 11, 11]","[11, 0, 0, 12]","[14, 10, 11, 0]","[12, 11, 0, 11]","[11, 10, 12, 0]","[0, 0, 10, 10]","[10, 0, 0, 10]","[10, 11, 11, 0]","[0, 10, 10, 10]","[0, 11, 10, 10]","[12, 0, 11, 10]","[11, 0, 11, 0]","[11, 11, 11, 0]","[11, 10, 0, 11]","[0, 0, 10, 10]","[12, 0, 11, 0]","[14, 0, 12, 11]","[15, 11, 11, 0]",4
3,131,126,137,135,3,"[13, 11, 14, 0]","[10, 0, 13, 14]","[11, 12, 0, 11]","[0, 0, 10, 0]","[0, 10, 14, 11]","[0, 10, 0, 10]","[10, 0, 0, 10]","[10, 0, 0, 10]","[0, 10, 10, 10]","[0, 10, 10, 11]","[11, 10, 10, 0]","[11, 11, 10, 0]","[0, 11, 12, 10]","[0, 0, 12, 11]","[12, 12, 11, 0]","[12, 0, 0, 0]","[12, 12, 0, 14]","[10, 0, 0, 15]","[13, 12, 0, 0]",4
3,154,92,165,118,0,"[10, 13, 0, 12]","[11, 12, 0, 12]","[0, 0, 0, 12]","[12, 11, 12, 0]","[11, 0, 0, 0]","[0, 0, 0, 0]","[10, 10, 0, 13]","[0, 10, 11, 10]","[0, 10, 11, 11]","[10, 10, 0, 10]","[10, 10, 0, 11]","[0, 10, 0, 0]","[0, 12, 0, 10]","[0, 10, 10, 12]","[0, 11, 12, 12]","[11, 0, 10, 14]","[11, 12, 14, 0]","[10, 0, 12, 13]","[12, 13, 0, 13]",3
2,147,168,120,125,1,"[0, 11, 12, 12]","[0, 12, 11, 11]","[12, 0, 11, 12]","[12, 12, 12, 0]","[11, 0, 11, 13]","[11, 11, 0, 11]","[10, 11, 12, 0]","[0, 11, 10, 0]","[0, 12, 10, 10]","[10, 11, 0, 10]","[10, 10, 11, 0]","[0, 0, 0, 10]","[0, 10, 10, 11]","[12, 0, 11, 10]","[0, 11, 0, 0]","[11, 11, 14, 0]","[14, 14, 10, 0]","[0, 0, 11, 0]","[12, 0, 12, 10]",1
2,128,195,135,97,2,"[0, 0, 12, 0]","[10, 16, 12, 0]","[10, 0, 11, 14]","[0, 11, 11, 12]","[12, 12, 12, 0]","[0, 12, 12, 11]","[0, 10, 10, 12]","[11, 0, 10, 12]","[11, 0, 11, 10]","[10, 10, 11, 0]","[0, 11, 10, 10]","[10, 13, 10, 0]","[0, 0, 11, 11]","[11, 11, 12, 0]","[0, 10, 13, 13]","[0, 0, 13, 10]","[12, 0, 14, 10]","[0, 12, 0, 0]","[0, 0, 0, 10]",4
3,122,96,159,151,3,"[0, 11, 0, 0]","[13, 12, 0, 12]","[14, 11, 10, 0]","[12, 12, 0, 11]","[0, 10, 0, 12]","[12, 11, 11, 0]","[12, 10, 0, 11]","[11, 0, 10, 10]","[10, 0, 11, 11]","[10, 10, 0, 10]","[10, 0, 11, 10]","[0, 0, 0, 10]","[0, 10, 10, 11]","[11, 0, 11, 13]","[11, 0, 11, 12]","[12, 11, 0, 0]","[0, 0, 0, 0]","[13, 0, 11, 15]","[0, 14, 0, 11]",4
2,91,162,144,102,0,"[12, 15, 12, 0]","[0, 0, 13, 12]","[12, 0, 13, 11]","[11, 0, 14, 11]","[12, 12, 0, 11]","[10, 11, 0, 10]","[0, 11, 10, 11]","[0, 0, 10, 0]","[0, 0, 10, 0]","[10, 0, 10, 10]","[0, 10, 10, 10]","[10, 0, 0, 0]","[0, 10, 11, 12]","[0, 12, 10, 0]","[0, 0, 15, 0]","[13, 0, 12, 11]","[0, 0, 0, 10]","[12, 0, 12, 12]","[0, 10, 0, 13]",2
3,135,95,157,99,1,"[0, 0, 0, 11]","[0, 13, 12, 12]","[0, 13, 13, 12]","[0, 0, 10, 0]","[13, 0, 0, 0]","[10, 0, 13, 11]","[10, 0, 0, 0]","[0, 11, 0, 0]","[0, 0, 0, 10]","[10, 10, 0, 11]","[0, 10, 0, 10]","[0, 10, 12, 10]","[10, 0, 11, 10]","[0, 11, 12, 11]","[11, 11, 12, 0]","[0, 12, 0, 12]","[11, 12, 0, 13]","[13, 10, 0, 13]","[11, 12, 0, 11]",2
2,127,170,77,134,2,"[11, 13, 0, 0]","[0, 13, 13, 11]","[0, 0, 10, 11]","[13, 0, 0, 0]","[12, 0, 11, 0]","[0, 12, 11, 0]","[0, 11, 11, 10]","[11, 10, 11, 0]","[10, 11, 11, 0]","[10, 11, 10, 0]","[0, 10, 10, 12]","[10, 0, 0, 0]","[0, 0, 0, 10]","[10, 0, 14, 11]","[0, 0, 12, 0]","[10, 10, 12, 0]","[12, 0, 11, 12]","[11, 14, 12, 0]","[14, 12, 11, 0]",4
1,158,146,108,154,3,"[11, 15, 12, 0]","[10, 0, 15, 11]","[14, 0, 12, 12]","[13, 10, 0, 12]","[0, 0, 0, 0]","[11, 0, 0, 10]","[10, 10, 10, 0]","[0, 10, 10, 0]","[11, 10, 10, 0]","[0, 10, 11, 10]","[0, 12, 10, 10]","[0, 10, 10, 11]","[10, 12, 0, 10]","[0, 10, 0, 0]","[12, 13, 11, 0]","[14, 10, 0, 12]","[12, 13, 10, 0]","[13, 0, 13, 10]","[13, 13, 12, 0]",2
3,125,90,188,144,0,"[0, 12, 12, 14]","[0, 14, 12, 13]","[13, 10, 0, 13]","[12, 0, 0, 11]","[0, 11, 12, 12]","[13, 0, 10, 11]","[10, 11, 0, 10]","[10, 10, 0, 11]","[11, 11, 0, 10]","[10, 0, 10, 11]","[10, 0, 0, 10]","[12, 10, 11, 0]","[10, 11, 0, 11]","[11, 0, 11, 0]","[0, 0, 0, 13]","[0, 12, 12, 13]","[10, 0, 0, 0]","[12, 13, 0, 12]","[0, 0, 0, 13]",3
