numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,459895,459895,1.0
0,1,275924,459895,0.5999717326781113
0,2,24955,459895,0.05426238597940834
0,3,29,459895,6.305787190554366e-05
1,0,1086793,1086793,1.0
1,1,573803,1086793,0.527978189038759
1,2,32227,1086793,0.02965330104260885
1,3,8,1086793,7.361107404998008e-06
2,0,959480,959480,1.0
2,1,431018,959480,0.44922041105598864
2,2,13676,959480,0.014253554008421229
3,0,401732,401732,1.0
3,1,147311,401732,0.3666897334541436
3,2,2283,401732,0.005682893072993936
4,0,83527,83527,1.0
4,1,23496,83527,0.2812982628371664
4,2,115,83527,0.0013768003160654638
5,0,8307,8307,1.0
5,1,1644,8307,0.19790538100397256
5,2,3,8307,0.00036114120621162876
6,0,266,266,1.0
6,1,35,266,0.13157894736842105
