numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,180490,180490,1.0
0,1,133857,180490,0.7416311152972463
0,2,42915,180490,0.23776940550723033
0,3,3691,180490,0.020449886420300295
0,4,56,180490,0.0003102664967588232
0,5,0,180490,0.0
0,6,0,180490,0.0
1,0,384446,384446,1.0
1,1,264597,384446,0.6882553076374835
1,2,70483,384446,0.18333654141283823
1,3,4606,384446,0.011980876377956853
1,4,52,384446,0.00013525956831388544
1,5,0,384446,0.0
2,0,301693,301693,1.0
2,1,189856,301693,0.6293019725349942
2,2,40624,301693,0.13465343909205715
2,3,1841,301693,0.006102229750110212
2,4,11,301693,3.6460905622603107e-05
2,5,0,301693,0.0
3,0,111310,111310,1.0
3,1,62722,111310,0.5634893540562393
3,2,10365,111310,0.09311831821040338
3,3,320,111310,0.0028748540113197377
3,4,0,111310,0.0
4,0,20306,20306,1.0
4,1,9964,20306,0.4906924061853639
4,2,1227,20306,0.060425490002954794
4,3,23,20306,0.001132670146754654
4,4,0,20306,0.0
5,0,1704,1704,1.0
5,1,714,1704,0.41901408450704225
5,2,60,1704,0.035211267605633804
5,3,0,1704,0.0
6,0,51,51,1.0
6,1,23,51,0.45098039215686275
6,2,0,51,0.0
6,3,0,51,0.0
