numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,327115,327115,1.0
0,1,241781,327115,0.7391314980969995
0,2,46574,327115,0.14237806276080278
0,3,193,327115,0.0005900065726120783
1,0,929671,929671,1.0
1,1,626136,929671,0.673502776788778
1,2,80201,929671,0.08626815292721834
1,3,63,929671,6.776590858486496e-05
2,0,1014683,1014683,1.0
2,1,604724,1014683,0.5959733236882849
2,2,46102,1014683,0.04543487966192397
3,0,547291,547291,1.0
3,1,278853,547291,0.509515047753389
3,2,10846,547291,0.019817610740903834
4,0,155831,155831,1.0
4,1,64964,155831,0.4168875255886184
4,2,943,155831,0.006051427508005467
5,0,23754,23754,1.0
5,1,7440,23754,0.3132104066683506
5,2,33,23754,0.0013892397069967164
6,0,1612,1612,1.0
6,1,372,1612,0.23076923076923078
7,0,43,43,1.0
7,1,6,43,0.13953488372093023
