numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,180490,180490,1.0
0,1,113835,180490,0.6306997617596543
0,2,17222,180490,0.09541802869965095
0,3,188,180490,0.0010416089534046207
0,4,0,180490,0.0
1,0,384446,384446,1.0
1,1,215202,384446,0.5597717234670149
1,2,23014,384446,0.0598627635610723
1,3,135,384446,0.0003511546485072026
2,0,301693,301693,1.0
2,1,146395,301693,0.4852449344200893
2,2,10297,301693,0.034130722290540386
2,3,24,301693,7.955106681295224e-05
3,0,111310,111310,1.0
3,1,45349,111310,0.4074117329979337
3,2,1897,111310,0.01704249393585482
3,3,0,111310,0.0
4,0,20306,20306,1.0
4,1,6558,20306,0.32295873140943565
4,2,145,20306,0.007140746577366295
5,0,1704,1704,1.0
5,1,402,1704,0.23591549295774647
5,2,4,1704,0.002347417840375587
6,0,51,51,1.0
6,1,13,51,0.2549019607843137
6,2,0,51,0.0
