numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,1214555,1214555,1.0
0,1,455689,1214555,0.37519009019764443
0,2,29546,1214555,0.024326605217548813
0,3,185,1214555,0.00015231916216227343
1,0,1317158,1317158,1.0
1,1,439056,1317158,0.33333586403453497
1,2,23446,1317158,0.017800446112007824
1,3,91,1317158,6.908814280443196e-05
2,0,427392,427392,1.0
2,1,124516,427392,0.29133909853249473
2,2,5026,427392,0.011759696016771489
2,3,12,427392,2.807726864330638e-05
3,0,40895,40895,1.0
3,1,10185,40895,0.24905245139992663
3,2,335,40895,0.008191710478053551
3,3,1,40895,2.4452867098667318e-05
