numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,887459,887459,1.0
0,1,657387,887459,0.7407519671331295
0,2,270525,887459,0.3048309837412207
0,3,52077,887459,0.058681020757015256
0,4,3579,887459,0.004032862363219033
1,0,1315527,1315527,1.0
1,1,929029,1315527,0.7062029133571565
1,2,350274,1315527,0.266261353814859
1,3,60576,1315527,0.0460469454446773
1,4,3600,1315527,0.0027365458861733738
2,0,658110,658110,1.0
2,1,440571,658110,0.6694488763276656
2,2,150831,658110,0.2291881296439805
2,3,23173,658110,0.035211438817219005
2,4,1267,658110,0.0019252100712646822
3,0,130268,130268,1.0
3,1,81561,130268,0.6261015752141739
3,2,25057,130268,0.19234961771118003
3,3,3322,130268,0.02550127429606657
3,4,134,130268,0.001028648632050849
4,0,8636,8636,1.0
4,1,5052,8636,0.5849930523390459
4,2,1377,8636,0.1594488188976378
4,3,152,8636,0.01760074108383511
4,4,5,8636,0.0005789717461787865
