numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,96318,96318,1.0
0,1,80936,96318,0.8402998401129591
0,2,31592,96318,0.32799684378828464
0,3,1912,96318,0.01985091052555078
0,4,1,96318,1.0382275379472165e-05
1,0,290593,290593,1.0
1,1,229126,290593,0.7884773549259617
1,2,69287,290593,0.23843313500325197
1,3,2277,290593,0.007835701479388698
2,0,337145,337145,1.0
2,1,245237,337145,0.7273932580936986
2,2,54279,337145,0.16099601061857657
2,3,688,337145,0.002040664995773332
3,0,199305,199305,1.0
3,1,129260,199305,0.6485537241915657
3,2,18829,199305,0.0944732946990793
3,3,73,199305,0.000366272797972956
4,0,64246,64246,1.0
4,1,35937,64246,0.5593655636148555
4,2,2927,64246,0.04555925660741525
5,0,11263,11263,1.0
5,1,5152,11263,0.4574269732753263
5,2,174,11263,0.015448814703009855
6,0,1084,1084,1.0
6,1,391,1084,0.3607011070110701
6,2,2,1084,0.0018450184501845018
7,0,46,46,1.0
7,1,7,46,0.15217391304347827
