numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,887459,887459,1.0
0,1,477665,887459,0.5382389496303491
0,2,70134,887459,0.07902787621738018
0,3,1702,887459,0.0019178350774514653
0,4,4,887459,4.507250475796629e-06
1,0,1315527,1315527,1.0
1,1,641736,1315527,0.4878166696692656
1,2,77220,1315527,0.05869890925841887
1,3,1490,1315527,0.0011326259362217576
1,4,3,1315527,2.2804549051444782e-06
2,0,658110,658110,1.0
2,1,286278,658110,0.4350002279254228
2,2,27389,658110,0.04161766270076431
2,3,372,658110,0.000565255048548115
2,4,1,658110,1.5195028186777287e-06
3,0,130268,130268,1.0
3,1,49577,130268,0.3805769644118279
3,2,3602,130268,0.02765068934811312
3,3,26,130268,0.00019958854054717966
3,4,0,130268,0.0
4,0,8636,8636,1.0
4,1,2799,8636,0.32410838351088467
4,2,148,8636,0.01713756368689208
4,3,1,8636,0.0001157943492357573
4,4,0,8636,0.0
