numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,160684,160684,1.0
0,1,146333,160684,0.9106880585497
0,2,75192,160684,0.46794951581987004
0,3,3708,160684,0.02307634860969356
1,0,627326,627326,1.0
1,1,547431,627326,0.8726419756235195
1,2,221605,627326,0.35325333239814705
1,3,2874,627326,0.004581350047662619
2,0,971219,971219,1.0
2,1,799497,971219,0.8231892086130934
2,2,229955,971219,0.23676946188243847
3,0,778013,778013,1.0
3,1,588394,778013,0.75627785139837
3,2,104816,778013,0.13472268458239128
4,0,353591,353591,1.0
4,1,237518,353591,0.6717308981280632
4,2,20644,353591,0.05838383895517703
5,0,93601,93601,1.0
5,1,52923,93601,0.5654106259548509
5,2,1279,93601,0.013664383927522141
6,0,14366,14366,1.0
6,1,6242,14366,0.4344981205624391
7,0,1157,1157,1.0
7,1,352,1157,0.30423509075194466
8,0,43,43,1.0
8,1,6,43,0.13953488372093023
