numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,69176,69176,1.0
0,1,66977,69176,0.9682115184457037
0,2,56193,69176,0.8123193014918468
0,3,35203,69176,0.5088903666011333
0,4,15068,69176,0.21782120966809299
0,5,3982,69176,0.05756331675725685
0,6,627,69176,0.009063837168960334
0,7,52,69176,0.0007517057939169655
0,8,4,69176,5.782352260899734e-05
0,9,0,69176,0.0
1,0,242455,242455,1.0
1,1,231519,242455,0.9548947227320533
1,2,183820,242455,0.7581613082840115
1,3,105307,242455,0.43433626858592317
1,4,39421,242455,0.16259099626734858
1,5,9066,242455,0.03739250582582335
1,6,1187,242455,0.0048957538512301255
1,7,90,242455,0.00037120290363160173
1,8,2,242455,8.248953414035595e-06
1,9,0,242455,0.0
2,0,333947,333947,1.0
2,1,312924,333947,0.9370468966632429
2,2,234002,333947,0.7007159818773637
2,3,120777,333947,0.361665174413904
2,4,39174,333947,0.11730603958113114
2,5,7705,333947,0.023072523484265466
2,6,890,333947,0.0026650935627509755
2,7,44,333947,0.00013175743456296957
2,8,0,333947,0.0
2,9,0,333947,0.0
3,0,236458,236458,1.0
3,1,215940,236458,0.9132277190875335
3,2,149977,236458,0.6342648588755719
3,3,68360,236458,0.28909996701316937
3,4,18905,236458,0.07995077349888775
3,5,2889,236458,0.012217814580179143
3,6,267,236458,0.0011291645873685813
3,7,8,236458,3.383264681254176e-05
3,8,0,236458,0.0
3,9,0,236458,0.0
4,0,93494,93494,1.0
4,1,82472,93494,0.8821100819303913
4,2,51875,93494,0.5548484394720516
4,3,20252,93494,0.21661283076988896
4,4,4701,93494,0.05028130147389137
4,5,606,93494,0.006481699360386763
4,6,35,93494,0.0003743555736196975
4,7,0,93494,0.0
4,8,0,93494,0.0
5,0,21530,21530,1.0
5,1,18104,21530,0.8408732001857873
5,2,10153,21530,0.47157454714352065
5,3,3356,21530,0.15587552252670692
5,4,634,21530,0.029447282861124014
5,5,41,21530,0.0019043195541105435
5,6,5,21530,0.00023223409196470042
5,7,0,21530,0.0
6,0,2746,2746,1.0
6,1,2174,2746,0.7916970138383103
6,2,1052,2746,0.38310269482884196
6,3,237,2746,0.0863073561544064
6,4,32,2746,0.011653313911143482
6,5,2,2746,0.0007283321194464676
6,6,0,2746,0.0
7,0,188,188,1.0
7,1,144,188,0.7659574468085106
7,2,69,188,0.3670212765957447
7,3,10,188,0.05319148936170213
7,4,1,188,0.005319148936170213
7,5,0,188,0.0
8,0,6,6,1.0
8,1,3,6,0.5
8,2,3,6,0.5
8,3,0,6,0.0
8,4,0,6,0.0
