numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,160684,160684,1.0
0,1,157063,160684,0.9774650867541261
0,2,137023,160684,0.8527482512260088
0,3,93072,160684,0.5792238181772921
0,4,44309,160684,0.27575240845385973
0,5,13613,160684,0.08471907595031242
0,6,2466,160684,0.015346892036543776
0,7,268,160684,0.0016678698563640437
0,8,20,160684,0.00012446789972865997
0,9,0,160684,0.0
1,0,627326,627326,1.0
1,1,607133,627326,0.9678109946024874
1,2,508305,627326,0.8102724899015823
1,3,319281,627326,0.5089554713179432
1,4,135549,627326,0.2160742580412736
1,5,36180,627326,0.057673362812955306
1,6,5841,627326,0.009310948374529351
1,7,561,627326,0.0008942718777796553
1,8,22,627326,3.5069485403123734e-05
1,9,0,627326,0.0
2,0,971219,971219,1.0
2,1,927313,971219,0.9547928942905771
2,2,738224,971219,0.7601004510826086
2,3,423287,971219,0.4358306416987312
2,4,159230,971219,0.1639486047945932
2,5,36490,971219,0.037571340758366545
2,6,4849,971219,0.004992694747528621
2,7,346,971219,0.000356253327004517
2,8,16,971219,1.647414228922622e-05
2,9,0,971219,0.0
3,0,778013,778013,1.0
3,1,728983,778013,0.9369804874725743
3,2,545710,778013,0.7014150149162032
3,3,281568,778013,0.3619065491193592
3,4,91614,778013,0.11775381645293845
3,5,17647,778013,0.022682140272720377
3,6,1936,778013,0.002488390296820233
3,7,105,778013,0.00013495918448663455
3,8,2,778013,2.570651133078753e-06
3,9,0,778013,0.0
4,0,353591,353591,1.0
4,1,322895,353591,0.913187835663238
4,2,224204,353591,0.6340772248162425
4,3,102154,353591,0.2889044121598118
4,4,28208,353591,0.0797757861484031
4,5,4501,353591,0.012729396393007741
4,6,397,353591,0.0011227661337534043
4,7,18,353591,5.090627306690498e-05
4,8,0,353591,0.0
4,9,0,353591,0.0
5,0,93601,93601,1.0
5,1,82519,93601,0.8816038290189208
5,2,51853,93601,0.5539791241546564
5,3,20368,93601,0.21760451277229945
5,4,4734,93601,0.05057638273095373
5,5,582,93601,0.006217882287582397
5,6,35,93601,0.0003739276289783229
5,7,1,93601,1.0683646542237797e-05
5,8,0,93601,0.0
6,0,14366,14366,1.0
6,1,12082,14366,0.8410135041069191
6,2,6830,14366,0.47542809411109566
6,3,2245,14366,0.15627175274954755
6,4,406,14366,0.028261172212167618
6,5,32,14366,0.0022274815536683836
6,6,0,14366,0.0
6,7,0,14366,0.0
7,0,1157,1157,1.0
7,1,923,1157,0.797752808988764
7,2,454,1157,0.3923941227312014
7,3,122,1157,0.10544511668107173
7,4,17,1157,0.014693171996542784
7,5,2,1157,0.001728608470181504
7,6,0,1157,0.0
8,0,43,43,1.0
8,1,33,43,0.7674418604651163
8,2,12,43,0.27906976744186046
8,3,6,43,0.13953488372093023
8,4,0,43,0.0
8,5,0,43,0.0
