numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,230820,230820,1.0
0,1,194012,230820,0.8405337492418334
0,2,66114,230820,0.28643098518325966
0,3,1072,230820,0.004644311584784681
1,0,773453,773453,1.0
1,1,610397,773453,0.7891843460430046
1,2,149863,773453,0.19375837963004863
1,3,485,773453,0.0006270581405722132
2,0,1013359,1013359,1.0
2,1,732738,1013359,0.7230783957116875
2,2,116329,1013359,0.1147954476153071
3,0,676519,676519,1.0
3,1,435576,676519,0.6438488793367223
3,2,38131,676519,0.05636353154900306
4,0,248232,248232,1.0
4,1,136105,248232,0.5482975603467724
4,2,5080,248232,0.020464726546134262
5,0,51572,51572,1.0
5,1,22982,51572,0.44562941130846195
5,2,200,51572,0.00387807337314822
6,0,5758,5758,1.0
6,1,1834,5758,0.31851337269885377
7,0,283,283,1.0
7,1,67,283,0.23674911660777384
8,0,4,4,1.0
8,1,0,4,0.0
