numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,132597,132597,1.0
0,1,120867,132597,0.9115364601009073
0,2,83287,132597,0.6281212998785795
0,3,37167,132597,0.2803004592864092
0,4,9994,132597,0.07537123765997722
0,5,1412,132597,0.010648808042414233
0,6,110,132597,0.000829581363077596
0,7,4,132597,3.0166595021003493e-05
1,0,338456,338456,1.0
1,1,300732,338456,0.8885409033966011
1,2,192859,338456,0.5698200061455551
1,3,78187,338456,0.23101082563169215
1,4,18237,338456,0.05388292717517196
1,5,2306,338456,0.006813293308435956
1,6,166,338456,0.0004904625712057107
1,7,2,338456,5.90918760488808e-06
2,0,328436,328436,1.0
2,1,282326,328436,0.8596073512038875
2,2,167317,328436,0.5094356282502527
2,3,59826,328436,0.18215420964815063
2,4,11952,328436,0.03639065145111985
2,5,1206,328436,0.003671948263893118
2,6,56,328436,0.00017050506034661244
2,7,0,328436,0.0
3,0,156143,156143,1.0
3,1,128629,156143,0.8237897312079312
3,2,69545,156143,0.445393005129913
3,3,21766,156143,0.13939785965429125
3,4,3805,156143,0.024368687677321428
3,5,321,156143,0.002055807817193214
3,6,13,156143,8.32570144034635e-05
3,7,0,156143,0.0
4,0,38928,38928,1.0
4,1,30480,38928,0.782983970406905
4,2,14750,38928,0.37890464447184546
4,3,3828,38928,0.09833538840937114
4,4,505,38928,0.012972667488697081
4,5,38,38928,0.0009761611179613645
4,6,0,38928,0.0
4,7,0,38928,0.0
5,0,5092,5092,1.0
5,1,3744,5092,0.7352710133542812
5,2,1562,5092,0.3067556952081697
5,3,323,5092,0.06343283582089553
5,4,26,5092,0.005106048703849175
5,5,0,5092,0.0
5,6,0,5092,0.0
5,7,0,5092,0.0
6,0,342,342,1.0
6,1,235,342,0.6871345029239766
6,2,74,342,0.21637426900584794
6,3,18,342,0.05263157894736842
6,4,2,342,0.005847953216374269
6,5,0,342,0.0
6,6,0,342,0.0
7,0,6,6,1.0
7,1,3,6,0.5
7,2,1,6,0.16666666666666666
7,3,0,6,0.0
7,4,0,6,0.0
7,5,0,6,0.0
