numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,244780,244780,1.0
0,1,195236,244780,0.7975978429610262
0,2,95648,244780,0.39075087833973365
0,3,25115,244780,0.10260233679222158
0,4,3194,244780,0.013048451670888144
0,5,149,244780,0.0006087098619168233
1,0,419810,419810,1.0
1,1,320578,419810,0.7636264024201425
1,2,143702,419810,0.3423024701650747
1,3,33537,419810,0.07988613896762821
1,4,3656,419810,0.008708701555465569
1,5,140,419810,0.000333484195231176
2,0,256877,256877,1.0
2,1,186369,256877,0.7255184387858781
2,2,76049,256877,0.2960521961872803
2,3,15516,256877,0.06040244942131837
2,4,1470,256877,0.0057225831818341075
2,5,50,256877,0.00019464568645694244
3,0,69824,69824,1.0
3,1,47642,69824,0.6823155362053163
3,2,17396,69824,0.24914069660861596
3,3,3074,69824,0.044024977085242896
3,4,242,69824,0.003465857011915674
3,5,4,69824,5.728689275893676e-05
4,0,8335,8335,1.0
4,1,5386,8335,0.6461907618476305
4,2,1740,8335,0.20875824835032994
4,3,282,8335,0.033833233353329335
4,4,18,8335,0.0021595680863827236
4,5,0,8335,0.0
5,0,374,374,1.0
5,1,205,374,0.5481283422459893
5,2,47,374,0.12566844919786097
5,3,7,374,0.01871657754010695
5,4,2,374,0.0053475935828877
5,5,0,374,0.0
