numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,96318,96318,1.0
0,1,76115,96318,0.7902468905085238
0,2,18658,96318,0.19371249403019167
0,3,67,96318,0.0006956124504246351
1,0,290593,290593,1.0
1,1,209949,290593,0.7224847122952033
1,2,33289,290593,0.11455540911171294
2,0,337145,337145,1.0
2,1,217208,337145,0.6442569220958342
2,2,19192,337145,0.05692506191697934
3,0,199305,199305,1.0
3,1,109097,199305,0.5473871704171998
3,2,4178,199305,0.020962845889465894
4,0,64246,64246,1.0
4,1,28311,64246,0.4406655667278897
4,2,261,64246,0.004062509728232108
5,0,11263,11263,1.0
5,1,3661,11263,0.3250466128029832
6,0,1084,1084,1.0
6,1,230,1084,0.21217712177121772
7,0,46,46,1.0
7,1,3,46,0.06521739130434782
