numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,132597,132597,1.0
0,1,99112,132597,0.7474678914304245
0,2,25410,132597,0.19163329487092468
0,3,695,132597,0.005241445884899357
0,4,1,132597,7.541648755250873e-06
1,0,338456,338456,1.0
1,1,232213,338456,0.6860950906469379
1,2,44307,338456,0.13090918760488807
1,3,635,338456,0.0018761670645519653
2,0,328436,328436,1.0
2,1,201839,328436,0.6145459084874983
2,2,26550,328436,0.08083766700361714
2,3,168,328436,0.0005115151810398372
3,0,156143,156143,1.0
3,1,82942,156143,0.5311925606655438
3,2,6947,156143,0.04449126762006622
3,3,10,156143,6.404385723343346e-05
4,0,38928,38928,1.0
4,1,17216,38928,0.4422523633374435
4,2,768,38928,0.01972872996300863
5,0,5092,5092,1.0
5,1,1783,5092,0.35015710919088766
5,2,30,5092,0.00589159465828751
6,0,342,342,1.0
6,1,90,342,0.2631578947368421
6,2,0,342,0.0
7,0,6,6,1.0
7,1,1,6,0.16666666666666666
