numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,439426,439426,1.0
0,1,80026,439426,0.18211484982681952
0,2,694,439426,0.0015793330390099813
0,3,0,439426,0.0
1,0,426222,426222,1.0
1,1,62462,426222,0.1465480430386043
1,2,319,426222,0.0007484362609156731
1,3,0,426222,0.0
2,0,123905,123905,1.0
2,1,14153,123905,0.11422460756224527
2,2,50,123905,0.0004035349663048303
2,3,0,123905,0.0
3,0,10447,10447,1.0
3,1,880,10447,0.08423470852876423
3,2,1,10447,9.572125969177755e-05
3,3,0,10447,0.0
