numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,459895,459895,1.0
0,1,408749,459895,0.8887876580523815
0,2,261153,459895,0.5678535317844291
0,3,102839,459895,0.22361408582393807
0,4,22845,459895,0.04967438219593603
0,5,2503,459895,0.005442546668261233
0,6,95,459895,0.0002065688907250568
1,0,1086793,1086793,1.0
1,1,938859,1086793,0.8638802421436281
1,2,558377,1086793,0.5137841336850716
1,3,198335,1086793,0.18249565464628498
1,4,38228,1086793,0.03517505173478298
1,5,3517,1086793,0.003236126842922249
1,6,119,1086793,0.00010949647264934537
2,0,959480,959480,1.0
2,1,801309,959480,0.8351492475090674
2,2,440983,959480,0.4596062450494018
2,3,140369,959480,0.14629695251594613
2,4,23852,959480,0.024859298786842874
2,5,1906,959480,0.0019864926835369157
2,6,62,959480,6.461833493142119e-05
3,0,401732,401732,1.0
3,1,321414,401732,0.8000706938954327
3,2,161812,401732,0.4027859368932522
3,3,45184,401732,0.11247299194487867
3,4,6525,401732,0.01624217139784732
3,5,401,401732,0.000998177889737437
3,6,10,401732,2.4892216701681716e-05
4,0,83527,83527,1.0
4,1,63348,83527,0.7584134471488261
4,2,28448,83527,0.3405844816646114
4,3,6993,83527,0.08372143139344164
4,4,895,83527,0.010715098111987741
4,5,51,83527,0.0006105810097333796
4,6,1,83527,1.1972176661438816e-05
5,0,8307,8307,1.0
5,1,5911,8307,0.7115685566389792
5,2,2397,8307,0.28855182376309135
5,3,476,8307,0.057301071385578425
5,4,40,8307,0.004815216082821716
5,5,0,8307,0.0
5,6,0,8307,0.0
6,0,266,266,1.0
6,1,169,266,0.6353383458646616
6,2,60,266,0.22556390977443608
6,3,6,266,0.022556390977443608
6,4,2,266,0.007518796992481203
6,5,0,266,0.0
6,6,0,266,0.0
