numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,111147,111147,1.0
0,1,107325,111147,0.9656131069664499
0,2,81708,111147,0.7351345515398526
0,3,27023,111147,0.2431284695043501
0,4,833,111147,0.007494579250901958
1,0,497790,497790,1.0
1,1,471358,497790,0.9469013037626308
1,2,319769,497790,0.6423773077000342
1,3,71456,497790,0.14354647542136242
1,4,572,497790,0.0011490789288655858
2,0,896232,896232,1.0
2,1,824590,896232,0.920063108659365
2,2,478006,896232,0.5333507395406547
2,3,62952,896232,0.07024074123664409
3,0,846624,846624,1.0
3,1,747563,846624,0.8829929224779831
3,2,350127,846624,0.41355666742261027
3,3,21548,846624,0.02545167630494765
4,0,463081,463081,1.0
4,1,384348,463081,0.8299800682817908
4,2,132564,463081,0.28626525381088835
4,3,2341,463081,0.005055271108078284
5,0,151939,151939,1.0
5,1,115368,151939,0.7593047209735486
5,2,25636,151939,0.16872560698701453
6,0,29598,29598,1.0
6,1,19767,29598,0.667849178998581
6,2,2248,29598,0.07595107777552537
7,0,3362,3362,1.0
7,1,1833,3362,0.5452111838191552
7,2,69,3362,0.02052349791790601
8,0,224,224,1.0
8,1,92,224,0.4107142857142857
9,0,3,3,1.0
9,1,0,3,0.0
