numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,439426,439426,1.0
0,1,257741,439426,0.5865401683104777
0,2,65427,439426,0.14889196360706922
0,3,5654,439426,0.012866785306285928
1,0,426222,426222,1.0
1,1,234676,426222,0.5505956989550047
1,2,54117,426222,0.1269690443008573
1,3,4008,426222,0.00940355026253924
2,0,123905,123905,1.0
2,1,63638,123905,0.5136031637141358
2,2,13275,123905,0.10713853355393245
2,3,834,123905,0.0067309632379645695
3,0,10447,10447,1.0
3,1,4950,10447,0.47382023547429886
3,2,924,10447,0.08844644395520244
3,3,47,10447,0.004498899205513544
