numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,132597,132597,1.0
0,1,109716,132597,0.8274395348311048
0,2,48484,132597,0.3656492982495833
0,3,7257,132597,0.05472974501685558
0,4,255,132597,0.0019231204325889726
0,5,1,132597,7.541648755250873e-06
0,6,0,132597,0.0
1,0,338456,338456,1.0
1,1,265216,338456,0.7836055499089986
1,2,99756,338456,0.29473845935660764
1,3,11249,338456,0.033236225683693006
1,4,224,338456,0.0006618290117474649
1,5,0,338456,0.0
2,0,328436,328436,1.0
2,1,240278,328436,0.7315824087493454
2,2,74150,328436,0.2257669682982377
2,3,5875,328436,0.017887807670291928
2,4,68,328436,0.0002070418589923151
2,5,0,328436,0.0
3,0,156143,156143,1.0
3,1,104500,156143,0.6692583080893796
3,2,25749,156143,0.1649065279903678
3,3,1391,156143,0.008908500541170594
3,4,4,156143,2.5617542893373383e-05
4,0,38928,38928,1.0
4,1,23205,38928,0.5961004932182491
4,2,4263,38928,0.1095098643649815
4,3,137,38928,0.003519317714755446
4,4,0,38928,0.0
5,0,5092,5092,1.0
5,1,2616,5092,0.5137470542026709
5,2,324,5092,0.0636292223095051
5,3,8,5092,0.0015710919088766694
6,0,342,342,1.0
6,1,148,342,0.4327485380116959
6,2,7,342,0.02046783625730994
6,3,0,342,0.0
7,0,6,6,1.0
7,1,1,6,0.16666666666666666
7,2,0,6,0.0
