numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,459895,459895,1.0
0,1,316888,459895,0.6890442383587558
0,2,63692,459895,0.1384924819795823
0,3,1241,459895,0.0026984420356820577
0,4,0,459895,0.0
1,0,1086793,1086793,1.0
1,1,683513,1086793,0.6289265757140504
1,2,102317,1086793,0.09414580329464765
1,3,1128,1086793,0.001037916144104719
1,4,0,1086793,0.0
2,0,959480,959480,1.0
2,1,538174,959480,0.5609017384416559
2,2,57664,959480,0.06009922041105599
2,3,324,959480,0.0003376829115771043
3,0,401732,401732,1.0
3,1,195382,401732,0.48634910836079775
3,2,14028,401732,0.034918801589119114
3,3,26,401732,6.471976342437247e-05
4,0,83527,83527,1.0
4,1,33999,83527,0.4070420343122583
4,2,1403,83527,0.01679696385599866
4,3,3,83527,3.591652998431645e-05
5,0,8307,8307,1.0
5,1,2728,8307,0.3283977368484411
5,2,62,8307,0.007463584928373661
6,0,266,266,1.0
6,1,55,266,0.20676691729323307
6,2,0,266,0.0
