numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,96318,96318,1.0
0,1,85972,96318,0.892584978923981
0,2,48899,96318,0.5076828837808094
0,3,11170,96318,0.11597001598870409
0,4,680,96318,0.0070599472580410725
0,5,5,96318,5.1911376897360826e-05
0,6,0,96318,0.0
1,0,290593,290593,1.0
1,1,248999,290593,0.8568650999852027
1,2,122619,290593,0.42196129982484093
1,3,21615,290593,0.07438238360868982
1,4,891,290593,0.0030661440571520993
1,5,9,290593,3.097115209244545e-05
2,0,337145,337145,1.0
2,1,274457,337145,0.8140621987572113
2,2,114174,337145,0.3386495424817215
2,3,14349,337145,0.04256032270981328
2,4,350,337145,0.0010381289949428288
2,5,1,337145,2.9660828426937963e-06
3,0,199305,199305,1.0
3,1,151105,199305,0.7581596046260756
3,2,50867,199305,0.25522189608890894
3,3,4268,199305,0.02141441509244625
3,4,69,199305,0.0003462030556182735
4,0,64246,64246,1.0
4,1,44501,64246,0.6926656912492607
4,2,11533,64246,0.17951312143946704
4,3,576,64246,0.008965538710581204
4,4,5,64246,7.782585686268406e-05
5,0,11263,11263,1.0
5,1,6870,11263,0.6099618218946995
5,2,1224,11263,0.10867442066944864
5,3,30,11263,0.002663588741898251
6,0,1084,1084,1.0
6,1,562,1084,0.518450184501845
6,2,69,1084,0.06365313653136531
6,3,1,1084,0.0009225092250922509
7,0,46,46,1.0
7,1,25,46,0.5434782608695652
7,2,0,46,0.0
