numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,1214555,1214555,1.0
0,1,754537,1214555,0.6212456414077584
0,2,211732,1214555,0.17432886942131068
0,3,20213,1214555,0.016642309323167744
1,0,1317158,1317158,1.0
1,1,773617,1317158,0.5873380414498488
1,2,197704,1317158,0.1500989251099716
1,3,16845,1317158,0.012788898522424796
2,0,427392,427392,1.0
2,1,235875,427392,0.551893811769991
2,2,54610,427392,0.12777497005091346
2,3,4102,427392,0.009597746331236898
3,0,40895,40895,1.0
3,1,20877,40895,0.5105025064188776
3,2,4346,40895,0.10627216041080817
3,3,251,40895,0.006137669641765497
