numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,230820,230820,1.0
0,1,203064,230820,0.879750454899922
0,2,97168,230820,0.42096872021488607
0,3,10183,230820,0.04411662767524478
0,4,49,230820,0.0002122866302746729
1,0,773453,773453,1.0
1,1,649660,773453,0.8399476115549361
1,2,254500,773453,0.32904391087758406
1,3,15940,773453,0.020608879919012533
1,4,24,773453,3.102968118295488e-05
2,0,1013359,1013359,1.0
2,1,799389,1013359,0.7888507429252615
2,2,242445,1013359,0.2392488742883815
2,3,7619,1013359,0.007518559562800548
3,0,676519,676519,1.0
3,1,491408,676519,0.7263772340466417
3,2,107062,676519,0.15825423971832275
3,3,1413,676519,0.00208863313521128
4,0,248232,248232,1.0
4,1,161062,248232,0.6488365722388734
4,2,23196,248232,0.0934448419220729
4,3,86,248232,0.0003464500950723517
5,0,51572,51572,1.0
5,1,28972,51572,0.5617777088342512
5,2,2374,51572,0.04603273093926937
6,0,5758,5758,1.0
6,1,2602,5758,0.45189301840916984
6,2,92,5758,0.01597777005904828
7,0,283,283,1.0
7,1,105,283,0.3710247349823322
7,2,1,283,0.0035335689045936395
8,0,4,4,1.0
8,1,0,4,0.0
