numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,96318,96318,1.0
0,1,91115,96318,0.9459810212006063
0,2,70188,96318,0.7287111443343923
0,3,37715,96318,0.39156751593679273
0,4,12908,96318,0.13401441059822672
0,5,2653,96318,0.027544176581739653
0,6,301,96318,0.0031250648892211215
0,7,21,96318,0.00021802778296891546
0,8,1,96318,1.0382275379472165e-05
1,0,290593,290593,1.0
1,1,269368,290593,0.9269596996486494
1,2,195429,290593,0.6725179202527246
1,3,95377,290593,0.3282150636801299
1,4,29114,290593,0.10018823577993964
1,5,5111,290593,0.017588173149387633
1,6,464,290593,0.001596734952321632
1,7,11,290593,3.78536303352111e-05
1,8,0,290593,0.0
2,0,337145,337145,1.0
2,1,304947,337145,0.9044980646309452
2,2,205684,337145,0.6100757834166308
2,3,89358,337145,0.26504323065743224
2,4,23308,337145,0.06913345889750701
2,5,3435,337145,0.010188494564653192
2,6,243,337145,0.0007207581307745925
2,7,7,337145,2.0762579898856574e-05
2,8,0,337145,0.0
3,0,199305,199305,1.0
3,1,174402,199305,0.8750508015353353
3,2,108025,199305,0.5420084794661448
3,3,41245,199305,0.20694413085472016
3,4,9235,199305,0.04633601766137327
3,5,1152,199305,0.005780085798148566
3,6,61,199305,0.00030606357090890845
3,7,3,199305,1.505230676601189e-05
3,8,0,199305,0.0
4,0,64246,64246,1.0
4,1,53795,64246,0.8373283939856178
4,2,29933,64246,0.46591227469414437
4,3,9671,64246,0.1505307723438035
4,4,1798,64246,0.027986178127821188
4,5,169,64246,0.002630513961958721
4,6,8,64246,0.0001245213709802945
4,7,0,64246,0.0
4,8,0,64246,0.0
5,0,11263,11263,1.0
5,1,8854,11263,0.7861138240255705
5,2,4318,11263,0.38337920625055494
5,3,1168,11263,0.10370238835123857
5,4,169,11263,0.015004883246026814
5,5,16,11263,0.0014205806623457339
5,6,0,11263,0.0
5,7,0,11263,0.0
6,0,1084,1084,1.0
6,1,794,1084,0.7324723247232472
6,2,319,1084,0.29428044280442806
6,3,82,1084,0.07564575645756458
6,4,8,1084,0.007380073800738007
6,5,0,1084,0.0
6,6,0,1084,0.0
7,0,46,46,1.0
7,1,32,46,0.6956521739130435
7,2,8,46,0.17391304347826086
7,3,1,46,0.021739130434782608
7,4,0,46,0.0
7,5,0,46,0.0
