numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,244780,244780,1.0
0,1,89440,244780,0.36538932919356154
0,2,1794,244780,0.00732903014952202
0,3,0,244780,0.0
1,0,419810,419810,1.0
1,1,125438,419810,0.2987970748672018
1,2,1271,419810,0.0030275600867058906
2,0,256877,256877,1.0
2,1,59811,256877,0.23283906305352367
2,2,246,256877,0.0009576567773681567
3,0,69824,69824,1.0
3,1,12157,69824,0.17410918881759854
3,2,17,69824,0.0002434692942254812
4,0,8335,8335,1.0
4,1,907,8335,0.10881823635272946
4,2,1,8335,0.0001199760047990402
5,0,374,374,1.0
5,1,22,374,0.058823529411764705
