numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,887459,887459,1.0
0,1,235828,887459,0.26573396630154184
0,2,2278,887459,0.00256687914596618
0,3,0,887459,0.0
1,0,1315527,1315527,1.0
1,1,281172,1315527,0.21373335552976108
1,2,1541,1315527,0.0011713936696092137
1,3,0,1315527,0.0
2,0,658110,658110,1.0
2,1,108741,658110,0.16523225600583488
2,2,288,658110,0.00043761681177918586
3,0,130268,130268,1.0
3,1,15944,130268,0.12239383424939355
3,2,12,130268,9.211778794485215e-05
4,0,8636,8636,1.0
4,1,724,8636,0.08383510884668828
4,2,0,8636,0.0
