numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,244780,244780,1.0
0,1,153145,244780,0.6256434349211537
0,2,32345,244780,0.13213906364899092
0,3,1464,244780,0.005980880790914291
0,4,6,244780,2.4511806520140535e-05
0,5,0,244780,0.0
1,0,419810,419810,1.0
1,1,240134,419810,0.5720063838403087
1,2,41347,419810,0.09848979300159597
1,3,1371,419810,0.003265763083299588
1,4,4,419810,9.528119863747885e-06
1,5,0,419810,0.0
2,0,256877,256877,1.0
2,1,131740,256877,0.5128524546767519
2,2,17917,256877,0.06974933528498074
2,3,379,256877,0.0014754143033436236
2,4,1,256877,3.892913729138849e-06
2,5,0,256877,0.0
3,0,69824,69824,1.0
3,1,31691,69824,0.4538697296058662
3,2,3255,69824,0.046617208982584785
3,3,55,69824,0.0007876947754353804
3,4,0,69824,0.0
4,0,8335,8335,1.0
4,1,3256,8335,0.3906418716256749
4,2,218,8335,0.02615476904619076
4,3,3,8335,0.00035992801439712057
4,4,0,8335,0.0
5,0,374,374,1.0
5,1,107,374,0.28609625668449196
5,2,3,374,0.008021390374331552
5,3,0,374,0.0
