numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,69176,69176,1.0
0,1,60496,69176,0.8745229559384757
0,2,24413,69176,0.35291141436336304
0,3,312,69176,0.004510234763501792
1,0,242455,242455,1.0
1,1,199409,242455,0.8224577756697119
1,2,57223,242455,0.2360149306056794
2,0,333947,333947,1.0
2,1,253024,333947,0.7576771164286549
2,2,44734,333947,0.13395538813045182
3,0,236458,236458,1.0
3,1,158907,236458,0.6720305508800717
3,2,13919,236458,0.0588645763729711
4,0,93494,93494,1.0
4,1,52530,93494,0.561854236635506
4,2,1290,93494,0.013797676856268851
5,0,21530,21530,1.0
5,1,9525,21530,0.4424059451927543
6,0,2746,2746,1.0
6,1,848,2746,0.30881281864530225
7,0,188,188,1.0
7,1,29,188,0.15425531914893617
8,0,6,6,1.0
8,1,0,6,0.0
