numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,111147,111147,1.0
0,1,105949,111147,0.9532331057068567
0,2,72174,111147,0.649356257928689
0,3,10409,111147,0.09365075080748918
1,0,497790,497790,1.0
1,1,462565,497790,0.9292372285501919
1,2,265603,497790,0.5335643544466542
1,3,13042,497790,0.026199803129833867
2,0,896232,896232,1.0
2,1,801059,896232,0.8938076301671889
2,2,359603,896232,0.4012387417543672
3,0,846624,846624,1.0
3,1,714937,846624,0.8444563348074233
3,2,223180,846624,0.26361170956646635
4,0,463081,463081,1.0
4,1,358823,463081,0.7748601216633807
4,2,63158,463081,0.13638650689620174
5,0,151939,151939,1.0
5,1,103885,151939,0.6837283383463101
5,2,6364,151939,0.0418852302568794
6,0,29598,29598,1.0
6,1,16768,29598,0.5665247651868369
7,0,3362,3362,1.0
7,1,1418,3362,0.421772754312909
8,0,224,224,1.0
8,1,60,224,0.26785714285714285
9,0,3,3,1.0
9,1,0,3,0.0
