numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,327115,327115,1.0
0,1,262003,327115,0.8009507359797013
0,2,86484,327115,0.26438408510768385
0,3,4253,327115,0.013001543799581187
0,4,4,327115,1.2228115494550845e-05
1,0,929671,929671,1.0
1,1,696270,929671,0.7489423677838719
1,2,179133,929671,0.1926842936909939
1,3,5083,929671,0.005467525608521724
1,4,2,929671,2.1512986852338085e-06
2,0,1014683,1014683,1.0
2,1,696482,1014683,0.6864035368681647
2,2,132933,1014683,0.13100938913926813
2,3,1859,1014683,0.0018320992861810043
3,0,547291,547291,1.0
3,1,336531,547291,0.6149032233309154
3,2,44486,547291,0.08128399699611359
3,3,239,547291,0.00043669638272874944
4,0,155831,155831,1.0
4,1,83302,155831,0.5345662929712317
4,2,6899,155831,0.044272320655068635
4,3,18,155831,0.00011550975094814254
5,0,23754,23754,1.0
5,1,10445,23754,0.43971541635093037
5,2,448,23754,0.018859981476803907
6,0,1612,1612,1.0
6,1,545,1612,0.3380893300248139
6,2,8,1612,0.004962779156327543
7,0,43,43,1.0
7,1,11,43,0.2558139534883721
7,2,0,43,0.0
