numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,160684,160684,1.0
0,1,149882,160684,0.9327748873565508
0,2,94014,160684,0.5850862562545119
0,3,18234,160684,0.11347738418261931
0,4,242,160684,0.0015060615867167858
1,0,627326,627326,1.0
1,1,567207,627326,0.9041662548658911
1,2,306127,627326,0.4879871071819118
1,3,37614,627326,0.05995925563423164
1,4,118,627326,0.00018809996716220913
2,0,971219,971219,1.0
2,1,841910,971219,0.8668590709201529
2,2,369552,971219,0.380503264454258
2,3,24961,971219,0.02570069160508598
3,0,778013,778013,1.0
3,1,634141,778013,0.8150776400908468
3,2,212609,778013,0.2732717833763703
3,3,6029,778013,0.0077492278406659015
4,0,353591,353591,1.0
4,1,264904,353591,0.7491819644730776
4,2,61534,353591,0.17402592260549618
4,3,435,353591,0.0012302349324502038
5,0,93601,93601,1.0
5,1,62330,93601,0.6659116889776818
5,2,8751,93601,0.09349259089112295
6,0,14366,14366,1.0
6,1,7984,14366,0.5557566476402618
6,2,563,14366,0.039189753584853125
7,0,1157,1157,1.0
7,1,505,1157,0.4364736387208297
7,2,10,1157,0.00864304235090752
8,0,43,43,1.0
8,1,17,43,0.3953488372093023
