numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,180490,180490,1.0
0,1,95086,180490,0.526821430550169
0,2,5317,180490,0.029458695772618983
0,3,0,180490,0.0
1,0,384446,384446,1.0
1,1,172300,384446,0.4481773773169704
1,2,5355,384446,0.013929134390785702
2,0,301693,301693,1.0
2,1,110361,301693,0.36580563685600925
2,2,1593,301693,0.0052802020597097045
3,0,111310,111310,1.0
3,1,31577,111310,0.2836852034857605
3,2,161,111310,0.001446410924445243
4,0,20306,20306,1.0
4,1,4074,20306,0.20063035555993303
4,2,6,20306,0.00029547916871860535
5,0,1704,1704,1.0
5,1,233,1704,0.13673708920187794
6,0,51,51,1.0
6,1,6,51,0.11764705882352941
