numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,641530,641530,1.0
0,1,433681,641530,0.6760104749583028
0,2,109422,641530,0.17056412015026576
0,3,6697,641530,0.010439106510997147
0,4,62,641530,9.664396053185353e-05
0,5,0,641530,0.0
1,0,1225887,1225887,1.0
1,1,767684,1225887,0.6262273765852807
1,2,161492,1225887,0.1317348173200303
1,3,7566,1225887,0.006171857601883371
1,4,47,1225887,3.8339585948786473e-05
1,5,0,1225887,0.0
2,0,839767,839767,1.0
2,1,479818,839767,0.5713703920254071
2,2,82303,839767,0.09800694716510651
2,3,2748,839767,0.003272336255175543
2,4,10,839767,1.190806497516573e-05
2,5,0,839767,0.0
3,0,256542,256542,1.0
3,1,131529,256542,0.5126996749070327
3,2,17873,256542,0.06966890411706465
3,3,396,256542,0.0015436068947774634
3,4,0,256542,0.0
3,5,0,256542,0.0
4,0,34663,34663,1.0
4,1,15553,34663,0.4486916885439806
4,2,1565,34663,0.04514900614488071
4,3,34,34663,0.000980872976949485
4,4,1,34663,2.8849205204396618e-05
5,0,1611,1611,1.0
5,1,634,1611,0.393544382371198
5,2,53,1611,0.032898820608317815
5,3,1,1611,0.0006207324643078833
5,4,0,1611,0.0
