numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,439426,439426,1.0
0,1,146345,439426,0.3330367342851811
0,2,7776,439426,0.017695812264180998
0,3,38,439426,8.647644882187217e-05
1,0,426222,426222,1.0
1,1,124302,426222,0.2916367526781818
1,2,5235,426222,0.012282331742613005
1,3,17,426222,3.98853179798321e-05
2,0,123905,123905,1.0
2,1,30867,123905,0.24911827609862394
2,2,1003,123905,0.008094911424074896
2,3,0,123905,0.0
3,0,10447,10447,1.0
3,1,2186,10447,0.2092466736862257
3,2,50,10447,0.004786062984588877
3,3,0,10447,0.0
