numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,111147,111147,1.0
0,1,108590,111147,0.976994430798852
0,2,91238,111147,0.8208768567752616
0,3,48916,111147,0.4401018471033856
0,4,11193,111147,0.1007044724553969
0,5,713,111147,0.006414927978263021
0,6,5,111147,4.498546969328907e-05
1,0,497790,497790,1.0
1,1,480151,497790,0.9645653789750698
1,2,376596,497790,0.7565358886277346
1,3,169142,497790,0.3397858534723478
1,4,27570,497790,0.055384800819622736
1,5,985,497790,0.001978746057574479
1,6,4,497790,8.035516985074027e-06
2,0,896232,896232,1.0
2,1,848440,896232,0.9466745217756116
2,2,607068,896232,0.6773558632139892
2,3,218626,896232,0.2439390693481152
2,4,23947,896232,0.02671964402074463
2,5,419,896232,0.0004675128761302877
3,0,846624,846624,1.0
3,1,780459,846624,0.9218484238575803
3,2,496074,846624,0.5859437010998979
3,3,135035,846624,0.15949819518463923
3,4,8777,846624,0.010367057867483086
3,5,36,846624,4.2521827871640776e-05
4,0,463081,463081,1.0
4,1,410158,463081,0.8857154579868317
4,2,221908,463081,0.479199103396598
4,3,42505,463081,0.09178739788503523
4,4,1343,463081,0.002900140580157683
5,0,151939,151939,1.0
5,1,127091,151939,0.8364606848801164
5,2,55975,151939,0.36840442546021757
5,3,6756,151939,0.04446521301311711
5,4,77,151939,0.0005067823271181198
6,0,29598,29598,1.0
6,1,22982,29598,0.7764713832015677
6,2,7681,29598,0.2595107777552537
6,3,468,29598,0.015811879181025744
7,0,3362,3362,1.0
7,1,2297,3362,0.683224271267103
7,2,491,3362,0.14604402141582393
7,3,9,3362,0.002676977989292088
8,0,224,224,1.0
8,1,125,224,0.5580357142857143
8,2,14,224,0.0625
9,0,3,3,1.0
9,1,1,3,0.3333333333333333
9,2,0,3,0.0
