numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,69176,69176,1.0
0,1,62630,69176,0.9053718052503759
0,2,33672,69176,0.4867584133225396
0,3,4062,69176,0.0587197872094368
0,4,13,69176,0.00018792644847924136
1,0,242455,242455,1.0
1,1,209948,242455,0.8659256356849725
1,2,92112,242455,0.3799137984368233
1,3,6106,242455,0.02518405477305067
2,0,333947,333947,1.0
2,1,272604,333947,0.8163091748091763
2,2,90716,333947,0.27164789622305335
2,3,2614,333947,0.007827589407900057
3,0,236458,236458,1.0
3,1,177249,236458,0.7496003518595269
3,2,41197,236458,0.17422544384203537
3,3,319,236458,0.0013490767916501027
4,0,93494,93494,1.0
4,1,61951,93494,0.6626200611803966
4,2,8770,93494,0.0938028108755642
5,0,21530,21530,1.0
5,1,12172,21530,0.5653506734788667
5,2,837,21530,0.03887598699489085
6,0,2746,2746,1.0
6,1,1229,2746,0.4475600873998543
6,2,30,2746,0.010924981791697014
7,0,188,188,1.0
7,1,57,188,0.30319148936170215
8,0,6,6,1.0
8,1,0,6,0.0
