numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,180490,180490,1.0
0,1,156128,180490,0.8650229929635991
0,2,93091,180490,0.515768186603136
0,3,33118,180490,0.1834893899939055
0,4,6392,180490,0.03541470441575711
0,5,579,180490,0.003207933957559976
0,6,16,180490,8.864757050252091e-05
1,0,384446,384446,1.0
1,1,320848,384446,0.8345723456610291
1,2,176560,384446,0.45925825733653103
1,3,56340,384446,0.14654853997700587
1,4,9622,384446,0.025028222429157802
1,5,778,384446,0.002023691233619286
1,6,23,384446,5.982634752344933e-05
2,0,301693,301693,1.0
2,1,241382,301693,0.8000914837268349
2,2,121164,301693,0.4016135608051894
2,3,33943,301693,0.11250841086800158
2,4,4929,301693,0.016337800346710066
2,5,289,301693,0.0009579274295392999
2,6,9,301693,2.983165005485709e-05
3,0,111310,111310,1.0
3,1,84420,111310,0.7584224238612883
3,2,38374,111310,0.3447488994699488
3,3,9255,111310,0.08314616835863804
3,4,1142,111310,0.010259635252897314
3,5,66,111310,0.0005929386398346959
3,6,3,111310,2.695175635612254e-05
4,0,20306,20306,1.0
4,1,14501,20306,0.7141239042647494
4,2,5761,20306,0.2837092484979809
4,3,1215,20306,0.05983453166551758
4,4,125,20306,0.006155816014970944
4,5,1,20306,4.924652811976756e-05
4,6,0,20306,0.0
5,0,1704,1704,1.0
5,1,1175,1704,0.6895539906103286
5,2,390,1704,0.22887323943661972
5,3,68,1704,0.03990610328638498
5,4,6,1704,0.0035211267605633804
5,5,1,1704,0.0005868544600938967
5,6,0,1704,0.0
6,0,51,51,1.0
6,1,35,51,0.6862745098039216
6,2,7,51,0.13725490196078433
6,3,1,51,0.0196078431372549
6,4,0,51,0.0
6,5,0,51,0.0
6,6,0,51,0.0
