numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,244780,244780,1.0
0,1,118266,244780,0.4831522183184901
0,2,8743,244780,0.03571778740093145
0,3,33,244780,0.00013481493586077294
0,4,0,244780,0.0
1,0,419810,419810,1.0
1,1,175652,419810,0.41840832757676094
1,2,9124,419810,0.02173364140920893
1,3,23,419810,5.478668921655034e-05
2,0,256877,256877,1.0
2,1,90208,256877,0.35117196167815723
2,2,2943,256877,0.011456845104855631
2,3,2,256877,7.785827458277698e-06
3,0,69824,69824,1.0
3,1,20074,69824,0.2874942713107241
3,2,389,69824,0.0055711503208066
3,3,0,69824,0.0
4,0,8335,8335,1.0
4,1,1808,8335,0.21691661667666468
4,2,19,8335,0.0022795440911817636
5,0,374,374,1.0
5,1,55,374,0.14705882352941177
5,2,0,374,0.0
