numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,1214555,1214555,1.0
0,1,266463,1214555,0.21939146436349116
0,2,3178,1214555,0.002616596201901108
0,3,0,1214555,0.0
1,0,1317158,1317158,1.0
1,1,239358,1317158,0.18172307346574973
1,2,2066,1317158,0.001568528604768752
1,3,0,1317158,0.0
2,0,427392,427392,1.0
2,1,62701,427392,0.14670606843366277
2,2,330,427392,0.0007721248876909254
2,3,0,427392,0.0
3,0,40895,40895,1.0
3,1,4621,40895,0.11299669886294168
3,2,11,40895,0.0002689815380853405
3,3,0,40895,0.0
