numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,641530,641530,1.0
0,1,530285,641530,0.8265942356553864
0,2,280875,641530,0.437820522812651
0,3,81890,641530,0.12764796657989494
0,4,11617,641530,0.018108272411266814
0,5,619,641530,0.00096488083176157
1,0,1225887,1225887,1.0
1,1,977587,1225887,0.7974527831684324
1,2,479317,1225887,0.39099607060030817
1,3,126444,1225887,0.10314490650443311
1,4,15637,1225887,0.012755661818748383
1,5,687,1225887,0.0005604105435492831
2,0,839767,839767,1.0
2,1,640765,839767,0.763027125381207
2,2,288063,839767,0.3430272920941166
2,3,67464,839767,0.08033656954845808
2,4,7405,839767,0.008817922114110224
2,5,276,839767,0.00032866259331457414
3,0,256542,256542,1.0
3,1,186201,256542,0.7258109783193395
3,2,75939,256542,0.2960100100568328
3,3,15663,256542,0.06105433028509952
3,4,1431,256542,0.005578034006127651
3,5,55,256542,0.0002143898464968699
4,0,34663,34663,1.0
4,1,23575,34663,0.6801200126936503
4,2,8581,34663,0.24755502985892738
4,3,1576,34663,0.04546634740212907
4,4,118,34663,0.003404206214118801
4,5,1,34663,2.8849205204396618e-05
5,0,1611,1611,1.0
5,1,1055,1611,0.6548727498448169
5,2,357,1611,0.22160148975791433
5,3,59,1611,0.03662321539416512
5,4,4,1611,0.002482929857231533
5,5,0,1611,0.0
