winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
1,157,97,121,136,0,"[12, 12, 0, 12]","[0, 16, 13, 10]","[13, 10, 11, 0]","[11, 11, 0, 0]","[0, 12, 0, 12]","[11, 12, 11, 0]","[10, 0, 10, 0]","[0, 10, 0, 0]","[0, 10, 11, 10]","[10, 10, 0, 10]","[11, 11, 10, 0]","[11, 0, 11, 10]","[10, 11, 10, 0]","[0, 0, 0, 11]","[11, 0, 10, 11]","[11, 10, 0, 12]","[0, 12, 0, 11]","[15, 10, 0, 0]","[0, 0, 0, 12]"
3,151,89,193,184,1,"[10, 0, 11, 17]","[10, 0, 0, 14]","[11, 14, 0, 12]","[11, 11, 12, 0]","[11, 11, 0, 13]","[10, 13, 0, 11]","[10, 11, 0, 13]","[11, 10, 0, 12]","[11, 0, 11, 10]","[10, 10, 0, 10]","[10, 0, 10, 10]","[0, 11, 10, 11]","[0, 0, 0, 12]","[11, 11, 10, 0]","[11, 12, 0, 11]","[11, 12, 0, 14]","[11, 13, 11, 0]","[14, 12, 0, 12]","[11, 0, 14, 11]"
2,110,141,91,128,2,"[0, 0, 0, 0]","[0, 0, 14, 0]","[0, 0, 11, 0]","[11, 0, 0, 12]","[14, 10, 0, 12]","[0, 0, 10, 10]","[11, 0, 10, 0]","[0, 12, 10, 11]","[11, 10, 10, 0]","[10, 11, 10, 0]","[0, 0, 10, 0]","[10, 10, 11, 0]","[13, 11, 10, 0]","[0, 10, 12, 13]","[10, 13, 12, 0]","[11, 0, 11, 0]","[0, 0, 0, 11]","[13, 11, 0, 12]","[14, 12, 0, 10]"
1,175,145,109,141,3,"[13, 10, 0, 0]","[14, 13, 11, 0]","[11, 11, 13, 0]","[0, 15, 11, 11]","[0, 13, 11, 10]","[13, 12, 10, 0]","[11, 11, 0, 11]","[0, 11, 0, 0]","[10, 11, 10, 0]","[10, 0, 10, 10]","[11, 10, 0, 10]","[0, 13, 10, 10]","[12, 11, 10, 0]","[0, 10, 0, 11]","[12, 0, 0, 11]","[11, 0, 15, 0]","[13, 0, 10, 11]","[0, 11, 12, 0]","[0, 13, 12, 14]"
3,134,108,179,145,0,"[13, 0, 14, 11]","[12, 13, 0, 11]","[0, 10, 0, 12]","[0, 11, 12, 10]","[11, 10, 0, 14]","[11, 0, 12, 11]","[0, 11, 10, 12]","[10, 0, 11, 0]","[10, 0, 0, 10]","[10, 10, 10, 0]","[10, 0, 0, 0]","[11, 11, 0, 11]","[11, 11, 0, 11]","[11, 11, 0, 12]","[13, 10, 0, 13]","[0, 13, 11, 10]","[12, 0, 13, 10]","[0, 13, 0, 10]","[0, 0, 15, 11]"
3,132,128,164,126,1,"[0, 0, 14, 11]","[0, 13, 11, 13]","[11, 13, 0, 12]","[0, 0, 13, 0]","[0, 12, 0, 12]","[11, 0, 13, 11]","[10, 10, 0, 14]","[10, 0, 11, 10]","[10, 11, 11, 10]","[10, 11, 0, 10]","[10, 10, 12, 0]","[10, 0, 10, 0]","[10, 10, 0, 0]","[0, 10, 10, 11]","[0, 11, 0, 12]","[10, 0, 11, 12]","[14, 10, 0, 13]","[0, 11, 12, 13]","[10, 0, 0, 0]"
0,108,122,117,133,2,"[11, 0, 0, 0]","[11, 0, 10, 12]","[10, 12, 14, 0]","[0, 11, 0, 0]","[0, 0, 14, 0]","[10, 0, 13, 11]","[0, 11, 0, 0]","[10, 10, 0, 11]","[10, 0, 12, 10]","[0, 10, 10, 10]","[11, 0, 10, 10]","[0, 10, 0, 0]","[10, 12, 0, 10]","[12, 10, 11, 0]","[12, 12, 0, 11]","[0, 0, 0, 10]","[13, 0, 0, 11]","[13, 0, 14, 11]","[0, 10, 14, 0]"
1,162,77,139,71,3,"[0, 13, 0, 10]","[10, 0, 11, 15]","[0, 16, 0, 0]","[0, 14, 10, 12]","[0, 10, 0, 15]","[0, 0, 0, 12]","[10, 12, 0, 11]","[0, 0, 0, 10]","[0, 10, 12, 10]","[10, 0, 10, 10]","[10, 10, 0, 10]","[10, 10, 10, 0]","[0, 11, 0, 0]","[0, 10, 0, 0]","[0, 10, 12, 0]","[0, 0, 0, 11]","[11, 13, 0, 0]","[10, 13, 0, 13]","[0, 10, 12, 0]"
3,111,97,145,101,0,"[0, 0, 13, 12]","[12, 0, 13, 12]","[12, 12, 0, 0]","[0, 10, 11, 13]","[0, 0, 11, 10]","[11, 0, 0, 0]","[0, 11, 12, 11]","[0, 0, 0, 11]","[0, 0, 0, 10]","[10, 10, 0, 10]","[10, 10, 0, 11]","[0, 11, 0, 10]","[0, 0, 0, 11]","[11, 0, 0, 11]","[11, 11, 13, 0]","[0, 13, 0, 0]","[13, 13, 10, 0]","[11, 10, 14, 0]","[0, 0, 0, 13]"
2,112,148,121,143,1,"[10, 0, 13, 0]","[0, 12, 12, 11]","[12, 11, 0, 10]","[11, 0, 0, 11]","[11, 0, 10, 0]","[11, 0, 11, 0]","[0, 0, 10, 12]","[10, 11, 0, 0]","[10, 0, 10, 11]","[11, 10, 0, 10]","[11, 11, 10, 0]","[0, 10, 12, 11]","[12, 10, 10, 0]","[10, 14, 0, 11]","[12, 10, 11, 0]","[0, 0, 0, 0]","[12, 0, 14, 10]","[0, 0, 12, 12]","[0, 13, 13, 12]"
