winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
1,195,148,160,113,0,"[10, 13, 11, 0]","[13, 13, 11, 0]","[14, 10, 11, 0]","[0, 11, 10, 12]","[14, 10, 0, 12]","[0, 11, 0, 10]","[0, 10, 13, 11]","[10, 10, 0, 11]","[0, 10, 10, 0]","[10, 10, 0, 10]","[10, 11, 11, 10]","[10, 10, 0, 13]","[0, 11, 10, 12]","[0, 10, 11, 10]","[10, 12, 14, 10]","[0, 11, 0, 14]","[0, 11, 12, 0]","[0, 11, 13, 13]","[12, 0, 11, 12]"
3,120,77,150,143,1,"[11, 0, 15, 10]","[0, 0, 0, 0]","[13, 10, 0, 13]","[14, 12, 10, 0]","[10, 0, 0, 0]","[10, 11, 0, 11]","[0, 10, 10, 0]","[10, 0, 10, 12]","[10, 11, 10, 11]","[11, 10, 0, 10]","[0, 10, 0, 0]","[0, 0, 0, 12]","[11, 0, 0, 11]","[11, 11, 0, 11]","[0, 13, 10, 12]","[10, 0, 12, 11]","[0, 0, 0, 12]","[11, 10, 0, 14]","[11, 12, 0, 0]"
1,132,106,128,97,2,"[0, 0, 12, 13]","[15, 0, 0, 0]","[12, 11, 0, 14]","[0, 13, 0, 0]","[0, 10, 11, 0]","[10, 14, 11, 10]","[0, 0, 0, 10]","[0, 10, 0, 10]","[0, 10, 10, 11]","[11, 10, 10, 0]","[10, 0, 10, 10]","[12, 10, 10, 0]","[0, 11, 11, 11]","[0, 10, 10, 0]","[0, 13, 0, 0]","[0, 0, 11, 0]","[0, 10, 0, 13]","[13, 0, 0, 14]","[14, 0, 0, 12]"
3,88,133,156,141,3,"[0, 11, 0, 14]","[0, 0, 12, 0]","[11, 0, 13, 13]","[12, 0, 10, 0]","[11, 11, 0, 10]","[0, 0, 12, 10]","[12, 0, 11, 10]","[10, 12, 11, 0]","[0, 11, 10, 10]","[0, 0, 11, 10]","[0, 11, 10, 10]","[10, 11, 0, 10]","[10, 0, 0, 0]","[0, 10, 0, 11]","[11, 0, 10, 13]","[13, 11, 0, 0]","[13, 0, 11, 12]","[13, 0, 12, 12]","[15, 0, 0, 11]"
3,124,123,149,139,0,"[13, 0, 12, 12]","[14, 0, 0, 0]","[0, 14, 10, 13]","[0, 12, 0, 11]","[10, 0, 11, 11]","[11, 0, 13, 0]","[0, 0, 0, 11]","[11, 11, 0, 11]","[0, 11, 10, 10]","[10, 10, 0, 10]","[0, 10, 10, 10]","[10, 11, 11, 0]","[0, 0, 0, 0]","[11, 0, 10, 12]","[13, 11, 0, 10]","[13, 11, 11, 0]","[11, 13, 12, 0]","[0, 0, 13, 13]","[12, 10, 0, 15]"
3,109,141,154,108,1,"[14, 0, 0, 10]","[0, 0, 0, 0]","[0, 12, 11, 0]","[0, 12, 0, 12]","[0, 11, 14, 10]","[0, 10, 10, 11]","[12, 10, 0, 12]","[0, 10, 10, 0]","[10, 0, 11, 11]","[0, 10, 10, 10]","[0, 10, 10, 10]","[0, 13, 10, 10]","[0, 0, 10, 11]","[12, 0, 10, 11]","[10, 0, 0, 0]","[11, 11, 11, 0]","[12, 0, 14, 10]","[16, 0, 10, 11]","[11, 0, 0, 15]"
3,137,119,145,111,2,"[16, 10, 0, 12]","[14, 0, 12, 0]","[11, 11, 0, 14]","[0, 10, 12, 12]","[11, 11, 0, 13]","[0, 10, 11, 0]","[0, 10, 11, 12]","[0, 10, 10, 0]","[10, 0, 11, 10]","[0, 10, 10, 10]","[12, 0, 10, 10]","[11, 0, 10, 0]","[0, 11, 10, 10]","[12, 0, 12, 10]","[0, 11, 0, 10]","[0, 11, 0, 0]","[0, 0, 0, 0]","[0, 10, 0, 10]","[14, 12, 0, 12]"
2,128,170,146,151,3,"[11, 0, 15, 14]","[12, 14, 0, 11]","[0, 0, 13, 0]","[12, 13, 12, 0]","[0, 11, 12, 11]","[11, 0, 13, 11]","[10, 0, 11, 0]","[10, 0, 13, 10]","[10, 0, 11, 11]","[0, 10, 11, 10]","[10, 0, 10, 10]","[10, 11, 12, 10]","[10, 11, 11, 12]","[11, 11, 0, 12]","[11, 12, 11, 0]","[0, 12, 0, 0]","[0, 0, 0, 12]","[11, 10, 15, 0]","[12, 13, 0, 12]"
2,110,169,138,154,0,"[15, 10, 13, 0]","[14, 13, 0, 10]","[0, 0, 12, 0]","[0, 12, 14, 10]","[0, 13, 10, 11]","[11, 0, 11, 12]","[12, 0, 10, 10]","[10, 0, 12, 10]","[0, 10, 10, 11]","[10, 0, 10, 11]","[10, 0, 10, 10]","[10, 13, 0, 10]","[13, 11, 10, 0]","[12, 0, 11, 0]","[0, 0, 13, 0]","[11, 12, 0, 10]","[12, 0, 0, 0]","[14, 0, 11, 12]","[0, 16, 12, 11]"
1,164,115,155,84,1,"[0, 18, 11, 11]","[0, 11, 0, 0]","[11, 13, 0, 11]","[12, 10, 0, 14]","[0, 0, 11, 0]","[0, 0, 0, 10]","[10, 12, 0, 12]","[0, 11, 11, 11]","[10, 10, 0, 11]","[10, 10, 10, 0]","[0, 10, 10, 10]","[0, 0, 10, 0]","[10, 12, 0, 11]","[10, 12, 0, 12]","[0, 0, 0, 10]","[0, 13, 11, 10]","[0, 12, 12, 11]","[0, 10, 16, 0]","[11, 0, 13, 11]"
2,103,164,152,128,2,"[0, 12, 11, 0]","[12, 0, 0, 0]","[11, 0, 12, 0]","[10, 0, 12, 0]","[0, 12, 11, 12]","[10, 0, 14, 11]","[0, 11, 10, 12]","[11, 10, 0, 11]","[10, 11, 10, 0]","[10, 0, 10, 10]","[10, 0, 10, 10]","[0, 10, 10, 10]","[0, 0, 10, 0]","[13, 10, 0, 11]","[10, 0, 10, 15]","[10, 0, 12, 13]","[0, 15, 11, 10]","[11, 12, 0, 14]","[0, 0, 11, 13]"
3,120,151,163,126,3,"[0, 11, 14, 0]","[11, 0, 12, 14]","[13, 11, 0, 11]","[0, 13, 11, 13]","[0, 0, 11, 14]","[13, 10, 12, 0]","[13, 0, 11, 10]","[0, 0, 0, 10]","[10, 11, 10, 0]","[0, 10, 10, 11]","[10, 0, 11, 10]","[11, 11, 0, 10]","[0, 10, 13, 11]","[11, 10, 0, 12]","[11, 0, 0, 0]","[0, 10, 11, 0]","[11, 0, 0, 14]","[12, 0, 12, 11]","[0, 13, 13, 12]"
