winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
0,141,126,110,173,1,"[15, 0, 14, 10]","[14, 13, 11, 0]","[14, 11, 0, 0]","[0, 11, 0, 13]","[11, 0, 12, 11]","[10, 0, 0, 11]","[10, 12, 10, 0]","[10, 11, 11, 0]","[11, 0, 10, 10]","[10, 10, 0, 11]","[10, 10, 12, 0]","[10, 0, 10, 0]","[10, 14, 0, 0]","[13, 0, 11, 10]","[13, 11, 0, 11]","[0, 12, 13, 11]","[0, 0, 12, 0]","[12, 15, 0, 12]","[0, 11, 0, 0]"
0,120,102,128,141,2,"[11, 0, 12, 14]","[0, 12, 0, 0]","[16, 0, 0, 11]","[12, 10, 0, 11]","[0, 11, 11, 0]","[0, 0, 0, 10]","[0, 0, 10, 11]","[10, 0, 11, 11]","[10, 11, 0, 11]","[10, 10, 11, 0]","[10, 10, 10, 0]","[10, 0, 0, 10]","[10, 11, 11, 0]","[11, 10, 0, 13]","[10, 12, 13, 0]","[0, 0, 0, 0]","[11, 12, 0, 13]","[0, 11, 0, 0]","[10, 0, 13, 13]"
2,131,148,106,121,3,"[13, 0, 12, 12]","[12, 14, 11, 0]","[11, 14, 0, 0]","[0, 13, 0, 0]","[11, 12, 10, 13]","[0, 0, 11, 0]","[13, 0, 0, 0]","[0, 11, 12, 10]","[0, 0, 11, 0]","[10, 0, 10, 10]","[0, 10, 10, 0]","[10, 11, 0, 0]","[10, 11, 12, 0]","[10, 0, 13, 11]","[0, 0, 12, 11]","[11, 11, 0, 12]","[0, 12, 11, 0]","[0, 12, 13, 13]","[10, 0, 0, 14]"
3,123,127,161,158,0,"[0, 0, 12, 0]","[10, 12, 0, 13]","[11, 14, 0, 11]","[0, 11, 12, 13]","[14, 0, 0, 12]","[11, 0, 12, 10]","[10, 11, 0, 10]","[10, 0, 0, 0]","[12, 0, 10, 10]","[11, 0, 10, 10]","[11, 0, 10, 10]","[11, 10, 11, 0]","[11, 11, 0, 12]","[11, 11, 12, 0]","[13, 10, 12, 0]","[0, 10, 11, 13]","[0, 0, 0, 13]","[12, 12, 0, 12]","[0, 11, 15, 12]"
0,135,138,124,143,1,"[0, 11, 0, 0]","[0, 12, 14, 12]","[11, 0, 14, 11]","[10, 0, 12, 12]","[12, 11, 11, 0]","[0, 12, 0, 10]","[0, 10, 0, 11]","[10, 0, 10, 0]","[11, 0, 10, 10]","[10, 10, 10, 0]","[0, 10, 0, 0]","[12, 0, 10, 11]","[11, 0, 11, 10]","[10, 11, 0, 0]","[0, 11, 11, 13]","[10, 12, 0, 0]","[10, 0, 12, 12]","[14, 13, 0, 12]","[12, 12, 13, 0]"
1,176,125,131,104,2,"[0, 13, 11, 0]","[13, 11, 0, 0]","[0, 0, 10, 10]","[0, 0, 10, 11]","[13, 11, 0, 11]","[10, 13, 10, 0]","[0, 11, 11, 12]","[12, 0, 10, 10]","[0, 11, 0, 0]","[10, 11, 10, 0]","[10, 11, 10, 11]","[11, 11, 0, 10]","[10, 12, 10, 12]","[0, 12, 0, 0]","[0, 11, 10, 15]","[0, 0, 0, 14]","[0, 14, 0, 0]","[0, 12, 11, 15]","[15, 12, 12, 0]"
3,130,118,161,141,3,"[14, 0, 11, 12]","[0, 11, 0, 14]","[10, 0, 12, 0]","[14, 11, 0, 11]","[0, 13, 0, 0]","[0, 10, 0, 12]","[0, 12, 10, 0]","[12, 10, 10, 11]","[11, 10, 0, 11]","[10, 0, 10, 10]","[10, 0, 11, 10]","[10, 11, 10, 0]","[11, 0, 12, 10]","[0, 0, 0, 11]","[0, 15, 0, 10]","[12, 0, 10, 12]","[13, 0, 0, 13]","[14, 12, 11, 0]","[0, 15, 11, 14]"
0,108,140,142,152,0,"[10, 0, 0, 12]","[11, 10, 14, 0]","[12, 10, 0, 0]","[11, 0, 12, 0]","[0, 10, 12, 12]","[12, 0, 11, 11]","[12, 10, 0, 10]","[10, 0, 10, 10]","[10, 10, 0, 0]","[10, 0, 11, 10]","[10, 0, 10, 10]","[0, 11, 11, 10]","[11, 12, 0, 11]","[12, 11, 0, 12]","[11, 0, 12, 12]","[0, 12, 11, 0]","[0, 12, 11, 0]","[10, 0, 0, 11]","[0, 0, 15, 11]"
3,139,129,155,109,1,"[0, 13, 12, 0]","[10, 0, 11, 13]","[10, 12, 15, 0]","[0, 10, 13, 11]","[11, 13, 0, 0]","[0, 11, 11, 11]","[0, 12, 11, 0]","[11, 0, 10, 11]","[10, 10, 0, 10]","[10, 10, 10, 0]","[11, 0, 10, 10]","[0, 0, 0, 10]","[10, 12, 0, 10]","[12, 11, 0, 10]","[0, 0, 12, 14]","[0, 11, 0, 11]","[0, 0, 0, 12]","[0, 14, 14, 11]","[14, 0, 0, 11]"
3,98,124,151,140,2,"[0, 12, 0, 12]","[14, 11, 13, 0]","[14, 0, 12, 0]","[0, 10, 14, 12]","[10, 0, 0, 0]","[0, 0, 11, 0]","[13, 11, 10, 10]","[0, 0, 0, 10]","[11, 10, 10, 11]","[0, 10, 10, 10]","[10, 0, 11, 10]","[12, 10, 0, 10]","[10, 12, 0, 10]","[12, 0, 0, 0]","[0, 12, 11, 11]","[11, 0, 11, 12]","[0, 0, 0, 10]","[11, 0, 0, 10]","[12, 0, 11, 13]"
1,167,102,113,76,3,"[0, 10, 0, 0]","[0, 11, 0, 12]","[0, 11, 0, 12]","[13, 12, 0, 11]","[0, 11, 14, 11]","[0, 11, 11, 0]","[11, 11, 0, 0]","[10, 0, 13, 10]","[10, 11, 0, 0]","[0, 10, 11, 10]","[11, 0, 10, 0]","[0, 10, 10, 10]","[11, 10, 11, 0]","[0, 0, 0, 0]","[10, 0, 0, 12]","[0, 12, 0, 0]","[0, 13, 0, 11]","[0, 13, 12, 0]","[0, 11, 10, 14]"
1,147,137,117,101,0,"[0, 13, 12, 13]","[12, 12, 11, 0]","[11, 0, 0, 12]","[0, 11, 0, 0]","[0, 10, 12, 14]","[0, 0, 0, 10]","[10, 0, 0, 0]","[0, 10, 0, 12]","[0, 0, 10, 0]","[10, 0, 10, 10]","[11, 11, 0, 10]","[10, 11, 11, 0]","[0, 13, 10, 0]","[0, 10, 11, 0]","[0, 12, 12, 0]","[13, 0, 12, 10]","[11, 10, 14, 0]","[0, 14, 12, 12]","[13, 10, 0, 14]"
