card,rankCategory,trump,numSuitInHand,tricksToWin0,tricksToWin1,tricksToWin2,tricksToWin3,tricksLeft
QD,high,False,7,2,6,1,0,10
KD,veryhigh,False,6,1,6,1,0,9
QH,high,False,1,2,6,1,0,10
4S,low,False,2,2,3,2,2,10
TC,high,False,2,1,2,2,1,7
7H,mediumlow,True,2,0,2,2,1,6
AH,veryhigh,False,3,2,3,5,1,10
JD,high,False,3,1,3,5,1,9
3H,low,False,2,0,3,5,1,8
TC,high,False,3,2,3,4,0,10
KC,veryhigh,False,2,1,3,4,0,9
8D,mediumHigh,True,1,0,3,2,0,6
4D,low,True,4,4,0,5,0,10
AD,veryhigh,True,3,3,0,4,0,8
QD,high,True,2,2,0,4,0,7
TH,high,False,2,1,0,4,0,6
5S,low,False,3,0,-1,4,0,4
JS,high,False,3,3,2,5,1,10
3S,low,False,2,2,2,5,1,9
6C,mediumlow,True,2,1,1,3,1,5
2D,low,False,3,0,1,2,1,3
4C,low,False,4,3,2,2,4,10
TS,high,False,2,2,2,1,4,8
AC,veryhigh,False,3,1,1,1,4,6
8D,mediumHigh,False,2,0,1,1,4,5
2H,low,False,7,3,1,4,0,10
QH,high,False,6,2,1,3,0,8
TC,high,False,1,1,1,3,0,7
AC,veryhigh,False,3,3,4,0,2,10
KS,veryhigh,False,3,2,4,0,2,9
8C,mediumHigh,False,2,1,4,0,2,8
QD,high,True,2,0,4,0,2,7
7S,mediumlow,False,2,-1,4,0,2,6
AH,veryhigh,False,4,3,3,2,1,10
6S,mediumlow,False,3,2,3,2,1,9
KC,veryhigh,False,2,1,3,1,1,7
6H,mediumlow,False,3,0,3,1,1,6
JS,high,False,1,3,3,2,1,10
7C,mediumlow,False,2,2,1,1,0,5
3H,low,True,2,1,1,0,0,3
2D,low,False,3,2,1,7,1,10
8D,mediumHigh,False,2,1,1,6,-1,6
AS,veryhigh,False,4,2,5,2,2,10
7H,mediumlow,True,2,1,5,2,2,9
2D,low,False,1,0,1,1,2,3
AD,veryhigh,True,5,6,1,1,3,10
AS,veryhigh,False,1,5,1,1,3,9
9C,mediumHigh,False,3,4,1,1,3,8
