card,rankCategory,trump,numSuitInHand,tricksToWin0,tricksToWin1,tricksToWin2,tricksToWin3,tricksLeft
5H,low,False,5,1,2,6,2,10
4D,low,False,3,0,1,6,2,8
AD,veryhigh,False,5,4,1,1,3,10
AC,veryhigh,False,2,3,1,1,3,9
2D,low,False,4,2,1,1,3,8
5S,low,False,1,1,1,1,2,6
5C,low,False,1,0,0,1,2,4
7S,mediumlow,False,3,2,2,1,7,10
AC,veryhigh,False,1,1,1,0,2,2
KS,veryhigh,False,5,2,1,4,2,10
2S,low,False,4,1,1,4,2,9
3H,low,True,1,0,1,4,0,6
3C,low,True,3,2,0,4,6,10
2C,low,True,2,1,0,4,5,8
KD,veryhigh,False,3,2,4,0,6,10
JS,high,False,4,1,3,0,5,7
7D,mediumlow,False,2,0,3,0,5,6
2D,low,False,3,1,6,2,2,10
4H,low,False,2,0,4,2,0,5
TD,high,True,3,3,3,3,0,10
KD,veryhigh,True,2,2,3,2,0,8
7H,mediumlow,False,2,1,3,2,0,7
KH,veryhigh,True,3,3,1,5,2,10
8C,mediumHigh,False,4,2,1,3,2,7
2S,low,False,1,1,1,3,1,5
2C,low,False,3,0,0,3,1,3
7S,mediumlow,False,4,0,7,1,3,10
6H,mediumlow,False,2,2,2,2,6,10
4D,low,False,3,1,2,1,6,8
8S,mediumHigh,False,1,0,1,0,5,4
7C,mediumlow,True,1,-1,0,0,5,2
AS,veryhigh,False,3,3,3,1,4,10
9S,mediumHigh,False,2,2,3,1,4,9
TH,high,True,3,1,3,1,4,8
8H,mediumHigh,True,2,0,3,1,4,7
KS,veryhigh,False,4,2,2,2,5,10
6C,mediumlow,False,3,1,2,2,4,8
TH,high,True,1,0,1,1,3,4
2D,low,False,1,-1,1,1,3,3
AH,veryhigh,False,5,2,2,5,2,10
7D,mediumlow,False,3,1,2,5,2,9
KD,veryhigh,False,4,2,2,4,1,10
3D,low,False,3,1,2,4,1,9
TC,high,False,1,0,1,4,1,7
JD,high,False,2,-1,1,3,0,4
7D,mediumlow,False,1,-2,1,3,0,3
AS,veryhigh,True,4,5,1,3,0,10
KS,veryhigh,True,3,4,1,3,0,9
JS,high,True,2,3,1,3,0,8
AC,veryhigh,False,3,2,1,3,0,7
9D,mediumHigh,False,3,1,1,3,0,6
AD,veryhigh,False,3,1,2,8,0,10
TD,high,False,2,2,5,0,4,10
TS,high,False,2,1,5,0,4,9
3C,low,True,1,0,3,0,2,4
AH,veryhigh,False,5,2,2,3,2,10
8C,mediumHigh,False,1,1,2,3,2,9
QS,high,True,1,0,2,3,2,8
JH,high,False,4,-1,2,3,2,7
5D,low,False,3,-2,2,3,2,6
6D,mediumlow,False,2,2,3,4,0,10
7S,mediumlow,False,4,1,2,3,-1,6
7H,mediumlow,True,2,0,2,3,-1,5
AS,veryhigh,False,2,3,3,3,2,10
QD,high,True,1,2,3,3,2,9
7C,mediumlow,False,4,1,2,3,2,7
3H,low,False,1,0,1,1,1,2
3D,low,False,3,1,3,2,3,10
4S,low,False,3,0,3,1,1,6
AH,veryhigh,False,4,3,1,3,4,10
4H,low,False,3,2,1,3,4,9
5S,low,True,6,5,1,3,0,10
2S,low,True,5,4,0,3,-2,6
KS,veryhigh,True,3,3,0,2,-3,3
6S,mediumlow,True,2,2,0,2,-3,2
QH,high,False,4,2,5,0,4,10
2D,low,False,2,1,4,0,4,8
3H,low,False,2,0,2,0,2,3
JH,high,False,5,5,2,2,0,10
6H,mediumlow,False,3,4,2,0,0,7
AH,veryhigh,False,2,3,2,-1,0,5
TH,high,False,1,2,1,-1,-1,2
5D,low,False,4,2,2,4,3,10
KH,veryhigh,False,2,1,1,4,3,8
4D,low,False,2,0,1,4,-1,3
QH,high,False,4,1,3,1,4,10
6D,mediumlow,False,3,0,3,1,3,8
QD,high,False,2,-1,2,1,1,4
7H,mediumlow,False,2,-2,2,1,1,3
QS,high,True,3,3,2,4,0,10
6D,mediumlow,False,1,2,2,3,0,8
KS,veryhigh,True,1,1,2,1,0,5
TC,high,False,4,0,2,1,0,4
KS,veryhigh,False,3,3,5,0,1,10
JD,high,False,3,2,5,0,1,9
6S,mediumlow,False,2,1,5,-1,1,7
7H,mediumlow,False,2,0,4,-1,1,5
4C,low,True,4,4,4,0,1,10
4H,low,False,3,3,4,0,0,8
QH,high,False,2,2,1,0,0,4
5H,low,False,1,1,1,0,0,3
3C,low,False,1,2,3,2,5,10
QH,high,False,2,1,3,1,0,3
TD,high,False,1,0,3,1,0,2
AH,veryhigh,False,2,3,2,5,1,10
2D,low,False,5,2,2,5,1,9
6C,mediumlow,True,3,1,1,5,1,7
7S,mediumlow,False,3,2,2,2,3,10
6H,mediumlow,True,2,1,0,1,1,4
QH,high,True,1,0,0,1,1,3
KD,veryhigh,False,2,-1,0,1,1,2
6S,mediumlow,False,3,2,1,5,3,10
7D,mediumlow,True,3,1,1,4,3,8
2D,low,True,1,0,-2,4,2,3
2H,low,True,5,4,4,1,0,10
2S,low,False,2,3,1,0,-1,4
9H,mediumHigh,True,1,2,1,0,-2,2
7H,mediumlow,False,4,1,5,3,0,10
9S,mediumHigh,False,3,0,5,3,-1,8
AH,veryhigh,True,2,2,3,3,1,10
7S,mediumlow,False,4,1,3,3,1,9
4S,low,False,3,0,3,2,0,6
8S,mediumHigh,True,2,1,5,2,3,10
2C,low,False,4,0,5,2,3,9
3C,low,False,2,-1,4,-1,2,3
6H,mediumlow,False,2,1,4,3,3,10
5D,low,False,1,0,2,1,1,3
TH,high,False,4,3,2,4,2,10
QC,high,False,3,2,2,3,2,8
2C,low,False,3,2,2,2,6,10
9D,mediumHigh,False,1,1,2,0,5,6
7C,mediumlow,False,1,0,2,-1,3,2
AC,veryhigh,False,3,3,5,1,2,10
JD,high,True,3,2,3,1,2,7
TH,high,False,1,1,2,0,2,4
4C,low,False,2,0,1,0,2,2
6S,mediumlow,False,3,2,3,4,2,10
AH,veryhigh,True,1,1,1,2,1,4
2C,low,False,3,0,1,2,1,3
6S,mediumlow,False,4,2,4,0,5,10
2S,low,False,3,1,4,0,4,8
2D,low,False,1,0,3,-1,4,5
TS,high,False,4,4,0,1,7,10
4S,low,False,3,3,-1,1,6,7
AC,veryhigh,False,4,5,1,1,4,10
2C,low,False,3,4,1,1,4,9
KC,veryhigh,False,2,3,0,0,4,6
QC,high,False,1,2,0,-1,3,3
8H,mediumHigh,False,1,1,0,-1,3,2
4S,low,True,3,2,3,3,1,10
8H,mediumHigh,False,1,1,0,3,1,6
KC,veryhigh,True,4,5,1,2,1,10
KD,veryhigh,False,3,4,1,2,1,9
TC,high,True,2,3,1,-1,0,4
8D,mediumHigh,False,1,2,1,-1,0,3
KS,veryhigh,True,4,4,3,1,1,10
3C,low,False,2,3,3,1,1,9
AS,veryhigh,True,2,2,3,0,-4,2
4C,low,False,2,2,3,3,0,10
3D,low,True,2,1,2,1,0,6
JS,high,False,2,1,4,1,3,10
7H,mediumlow,False,3,0,1,0,3,5
TD,high,False,1,-1,0,-1,3,2
3C,low,False,4,3,3,1,2,10
JC,high,False,3,2,2,1,2,8
