card,rankCategory,trump,numSuitInHand,tricksToWin0,tricksToWin1,tricksToWin2,tricksToWin3,tricksLeft
6D,mediumlow,False,4,0,5,4,0,10
6C,mediumlow,False,3,-1,3,2,0,5
8D,mediumHigh,False,1,-2,2,2,-1,2
TH,high,False,4,1,6,3,1,10
JC,high,False,2,2,2,3,5,10
KH,veryhigh,False,4,1,2,1,4,6
4S,low,False,2,0,2,1,4,5
3D,low,False,5,0,5,4,0,10
KS,veryhigh,False,2,5,2,0,2,10
AC,veryhigh,False,2,4,2,0,2,9
2D,low,False,1,3,2,0,2,8
TS,high,False,1,2,2,-1,2,6
3H,low,True,3,1,1,-1,2,4
7D,mediumlow,True,2,2,3,4,2,10
KC,veryhigh,False,2,1,2,4,2,8
2H,low,False,3,0,2,4,2,7
7H,mediumlow,True,1,2,4,1,2,10
3C,low,False,3,1,4,0,1,7
TD,high,False,3,0,3,-1,1,4
KH,veryhigh,False,3,3,3,1,4,10
7D,mediumlow,False,3,2,3,1,4,9
6D,mediumlow,False,2,1,3,-1,3,5
AD,veryhigh,False,2,2,2,3,4,10
6S,mediumlow,False,3,1,2,3,4,9
KS,veryhigh,False,3,4,2,4,1,10
7S,mediumlow,False,2,3,2,4,1,9
TH,high,False,2,2,0,3,1,5
3C,low,True,1,2,3,3,1,10
AH,veryhigh,False,2,1,3,3,-1,7
3D,low,False,4,0,3,3,-1,6
QS,high,False,5,4,2,1,4,10
9S,mediumHigh,False,4,3,2,1,3,8
5S,low,False,3,2,1,1,3,6
AH,veryhigh,False,1,1,1,1,3,5
4C,low,False,1,0,1,1,3,4
7S,mediumlow,False,4,1,3,3,5,10
8S,mediumHigh,False,3,0,3,2,4,7
7D,mediumlow,False,4,4,4,0,0,10
6D,mediumlow,False,3,3,1,0,-1,5
TH,high,True,1,2,-1,0,-1,2
QS,high,False,4,3,3,1,4,10
KC,veryhigh,False,1,2,3,1,4,9
8D,mediumHigh,True,2,1,3,1,4,8
JD,high,True,1,0,2,1,4,6
TH,high,False,2,2,3,3,3,10
3D,low,True,2,1,0,0,2,2
KC,veryhigh,False,3,2,3,1,6,10
6S,mediumlow,False,1,1,3,1,6,9
8H,mediumHigh,False,2,0,3,0,1,2
3D,low,False,1,4,2,0,6,10
AC,veryhigh,True,3,3,2,-1,6,8
JC,high,True,2,2,2,-1,6,7
KS,veryhigh,False,4,1,2,-1,5,5
6H,mediumlow,False,1,0,2,-1,5,4
4D,low,False,2,2,3,2,4,10
7S,mediumlow,False,1,1,1,1,2,4
9D,mediumHigh,False,3,1,4,3,1,10
4S,low,False,4,3,4,0,2,10
AS,veryhigh,False,3,2,4,-2,2,7
6S,mediumlow,False,2,1,4,-2,1,5
TS,high,True,4,2,3,3,1,10
6S,mediumlow,True,3,1,3,2,0,7
3S,low,True,2,0,3,2,0,6
3C,low,False,3,-1,3,2,0,5
5S,low,True,1,-2,2,2,-1,2
2H,low,True,4,3,3,2,3,10
JD,high,False,1,2,3,2,0,6
JH,high,True,3,1,3,2,0,5
6C,mediumlow,False,2,0,3,2,-1,3
KS,veryhigh,False,2,2,2,4,1,10
JC,high,False,6,1,2,4,1,9
QH,high,True,1,0,2,4,1,8
KC,veryhigh,False,5,-1,2,4,1,7
9H,mediumHigh,False,3,3,1,3,5,10
QC,high,False,3,2,1,3,4,8
3C,low,False,2,1,1,3,4,7
8S,mediumHigh,True,1,0,1,3,3,5
6C,mediumlow,False,2,1,4,0,7,10
8C,mediumHigh,True,2,1,4,5,1,10
4D,low,False,3,0,3,4,1,7
9S,mediumHigh,False,2,4,2,1,1,10
2H,low,False,1,3,1,1,1,8
AC,veryhigh,False,4,2,0,1,1,6
5D,low,True,2,1,0,1,1,5
JS,high,False,4,0,6,0,5,10
TS,high,False,3,-1,6,0,5,9
JC,high,False,3,-2,6,0,5,8
3S,low,False,2,-3,3,0,4,3
6C,mediumlow,False,3,3,2,1,3,10
AD,veryhigh,False,2,2,2,1,2,8
2S,low,True,2,1,2,1,2,7
QS,high,True,1,0,1,0,1,3
2C,low,False,2,-1,1,0,1,2
5C,low,False,4,2,1,5,3,10
3S,low,False,2,1,1,4,3,8
2C,low,False,3,0,1,2,2,4
KC,veryhigh,False,2,3,3,2,3,10
JH,high,False,3,2,3,2,3,9
2S,low,True,2,1,3,2,3,8
3D,low,False,3,0,3,1,1,4
TH,high,False,3,1,1,4,5,10
7D,mediumlow,False,3,0,1,4,5,9
4H,low,False,1,-1,0,2,4,4
TC,high,False,2,4,0,3,4,10
5H,low,True,3,3,-1,3,3,7
AC,veryhigh,False,1,2,-1,2,2,4
QH,high,True,1,1,-1,2,2,3
2S,low,False,2,0,-1,2,2,2
3H,low,False,2,2,2,5,2,10
TC,high,False,5,1,2,3,2,7
2C,low,False,3,2,0,3,7,10
5D,low,False,3,2,1,3,6,10
QC,high,False,3,1,1,2,3,5
KS,veryhigh,False,3,3,1,2,5,10
AC,veryhigh,False,3,2,1,2,5,9
5C,low,False,2,1,1,2,5,8
JD,high,False,5,2,3,3,3,10
6S,mediumlow,True,2,1,3,3,2,8
QH,high,True,2,3,1,3,5,10
KD,veryhigh,False,3,2,-1,2,5,6
3S,low,False,4,3,3,3,0,10
AC,veryhigh,False,2,2,2,3,0,8
7S,mediumlow,False,3,1,2,3,0,7
TD,high,True,1,0,2,3,0,6
2S,low,False,5,3,2,2,5,10
KD,veryhigh,False,2,2,1,2,4,7
KH,veryhigh,False,1,1,1,2,4,6
6S,mediumlow,False,4,0,1,2,4,5
7H,mediumlow,False,2,1,5,1,5,10
TC,high,False,4,0,5,0,4,7
8C,mediumHigh,False,3,-1,4,0,3,4
4H,low,True,2,2,2,4,3,10
JD,high,False,4,1,2,3,3,8
3H,low,True,1,0,1,2,1,3
AC,veryhigh,True,2,3,3,0,5,10
5D,low,False,3,2,3,0,5,9
7H,mediumlow,False,3,1,3,-1,5,7
3D,low,True,4,2,4,1,2,10
9D,mediumHigh,True,2,1,1,0,2,5
7D,mediumlow,True,1,0,1,0,2,4
KH,veryhigh,False,3,2,1,3,5,10
6D,mediumlow,False,2,1,1,3,5,9
5S,low,False,3,0,0,3,5,7
AS,veryhigh,False,2,4,1,2,2,10
6H,mediumlow,True,3,3,1,2,2,9
KC,veryhigh,False,3,2,0,2,1,6
3C,low,False,2,1,0,1,1,4
QH,high,False,2,2,3,3,3,10
5H,low,False,1,1,3,2,2,7
8S,mediumHigh,False,3,0,3,2,-1,3
5H,low,False,3,1,4,3,3,10
5S,low,False,2,1,2,3,6,10
2D,low,False,2,0,1,2,1,2
AS,veryhigh,False,4,4,1,2,2,10
AD,veryhigh,False,3,3,1,2,2,9
KH,veryhigh,True,2,2,1,2,2,8
TD,high,False,2,1,1,0,0,3
3S,low,False,1,0,1,0,0,2
KS,veryhigh,False,3,4,2,1,2,10
QC,high,False,4,3,2,1,2,9
JC,high,False,3,2,0,1,2,6
7H,mediumlow,True,2,1,0,1,2,5
AC,veryhigh,False,5,2,3,2,2,10
QC,high,False,4,1,3,2,2,9
JD,high,False,3,1,1,3,7,10
3S,low,False,2,0,0,2,3,3
JH,high,False,2,3,3,0,5,10
AH,veryhigh,False,1,2,2,0,5,8
AC,veryhigh,False,4,1,2,0,5,7
8S,mediumHigh,True,1,0,2,0,5,6
8C,mediumHigh,False,3,5,1,1,2,10
TS,high,True,5,4,0,-1,2,6
4C,low,False,1,3,-1,-1,2,4
9S,mediumHigh,True,2,2,-2,-1,2,2
9C,mediumHigh,True,3,4,0,4,3,10
7D,mediumlow,False,2,3,0,4,1,7
AD,veryhigh,False,1,2,0,3,0,4
3H,low,False,1,1,0,3,0,3
AD,veryhigh,False,3,4,1,4,2,10
KC,veryhigh,False,4,3,1,4,2,9
QD,high,False,2,2,0,4,2,7
3C,low,False,3,1,0,3,2,5
AD,veryhigh,False,4,4,2,1,2,10
6D,mediumlow,False,3,3,2,1,2,9
AS,veryhigh,False,2,2,0,1,2,6
8S,mediumHigh,False,1,1,0,1,2,5
9D,mediumHigh,False,2,0,0,-1,2,2
AH,veryhigh,False,2,4,2,1,5,10
8C,mediumHigh,False,2,3,2,1,5,9
5S,low,False,2,2,2,0,5,7
QS,high,False,1,1,0,0,4,3
KS,veryhigh,False,3,4,1,2,2,10
8D,mediumHigh,False,4,3,1,2,2,9
AS,veryhigh,False,1,2,0,1,1,5
3D,low,False,2,1,0,1,0,3
2S,low,False,2,3,3,2,1,10
7S,mediumlow,False,1,2,3,2,0,8
6C,mediumlow,False,3,1,3,0,-1,4
5C,low,False,2,0,2,0,-1,2
8H,mediumHigh,True,1,2,2,3,5,10
AS,veryhigh,False,4,1,2,2,5,8
6S,mediumlow,False,3,0,2,2,5,7
QS,high,False,2,-1,-1,2,4,2
3H,low,False,3,4,1,3,0,10
KD,veryhigh,True,2,3,0,2,-1,6
AS,veryhigh,False,3,2,0,2,-1,5
7H,mediumlow,False,1,1,0,2,-1,4
AC,veryhigh,True,3,5,0,1,6,10
9H,mediumHigh,False,1,4,0,1,6,9
JD,high,False,2,3,-1,1,5,6
KD,veryhigh,False,1,2,-1,1,4,4
AS,veryhigh,False,3,1,-1,1,4,3
5S,low,False,2,0,-1,1,4,2
TH,high,False,5,2,1,3,6,10
8H,mediumHigh,False,4,1,1,3,6,9
2C,low,False,1,0,1,3,6,8
8D,mediumHigh,False,4,2,3,1,3,10
JC,high,False,1,1,1,-1,2,4
AS,veryhigh,True,1,0,1,-1,2,3
JD,high,False,2,-1,1,-1,2,2
6H,mediumlow,True,5,3,6,2,0,10
2H,low,True,3,2,5,1,-2,5
8C,mediumHigh,False,1,1,4,1,-2,3
8D,mediumHigh,False,3,1,2,4,5,10
2C,low,False,4,0,2,4,3,7
8H,mediumHigh,False,3,1,4,2,2,10
5C,low,False,4,0,4,1,2,8
4H,low,False,1,-1,1,0,1,2
8D,mediumHigh,False,2,1,3,2,5,10
2S,low,False,4,0,2,2,3,6
7S,mediumlow,False,3,2,2,4,3,10
3S,low,False,2,1,0,4,0,4
8D,mediumHigh,False,2,3,3,2,1,10
7C,mediumlow,False,2,2,2,2,1,8
6H,mediumlow,False,3,2,1,5,4,10
7H,mediumlow,False,2,1,1,4,4,8
AS,veryhigh,False,4,2,4,3,0,10
8D,mediumHigh,False,2,1,4,3,0,9
4S,low,False,3,0,4,3,0,8
QH,high,False,2,-1,4,2,-2,4
9D,mediumHigh,False,3,0,3,5,3,10
3D,low,False,3,1,6,1,1,10
5S,low,False,3,2,2,2,5,10
AS,veryhigh,False,1,1,1,1,1,3
TH,high,False,1,0,1,1,1,2
2D,low,True,2,2,4,0,3,10
TH,high,False,4,1,3,0,2,7
8H,mediumHigh,False,3,0,3,0,2,6
7S,mediumlow,False,3,4,1,1,5,10
2H,low,True,2,3,-1,0,1,2
QC,high,False,4,4,2,3,0,10
JS,high,False,3,3,2,3,0,9
8C,mediumHigh,False,1,2,1,0,-2,2
5H,low,False,4,2,2,2,6,10
5S,low,False,2,1,1,2,5,7
7C,mediumlow,True,2,2,3,3,1,10
AD,veryhigh,False,1,1,1,1,1,5
4H,low,False,3,0,1,1,1,4
QD,high,False,6,2,3,4,0,10
TD,high,False,5,1,2,4,0,8
