card,rankCategory,trump,numSuitInHand,tricksToWin0,tricksToWin1,tricksToWin2,tricksToWin3,tricksLeft
AH,veryhigh,False,3,4,2,1,4,10
QC,high,False,4,3,2,1,4,9
3C,low,False,3,2,2,1,4,8
8S,mediumHigh,True,2,1,1,1,4,6
3H,low,False,1,0,-1,1,4,3
JH,high,False,5,1,6,1,1,10
8C,mediumHigh,True,1,0,6,1,1,9
2S,low,False,3,3,3,1,4,10
KS,veryhigh,False,2,2,1,1,2,5
QD,high,False,2,1,1,1,2,4
7H,mediumlow,True,1,0,1,1,2,3
2H,low,False,2,1,2,3,5,10
3S,low,False,4,0,1,3,5,8
5D,low,False,3,3,2,4,0,10
TS,high,False,3,2,2,2,0,7
9C,mediumHigh,True,2,1,2,2,0,6
3S,low,False,2,0,2,1,-1,3
4C,low,False,4,0,4,1,7,10
8D,mediumHigh,False,2,1,1,4,6,10
TS,high,False,1,0,0,2,2,2
8S,mediumHigh,True,4,4,1,4,2,10
QH,high,False,3,3,1,4,0,7
5S,low,True,3,2,1,4,0,6
2C,low,False,1,1,1,4,-3,2
AD,veryhigh,False,4,1,2,9,0,10
7C,mediumlow,False,2,0,2,9,0,9
5H,low,False,5,1,4,4,0,10
4H,low,False,2,0,1,0,0,2
KD,veryhigh,False,2,1,4,2,5,10
6H,mediumlow,False,3,0,4,2,5,9
7H,mediumlow,False,2,-1,4,2,5,8
5H,low,False,3,1,5,2,3,10
2C,low,False,4,0,2,1,3,5
4H,low,False,3,2,2,4,1,10
JC,high,False,3,1,0,2,0,4
5C,low,False,2,0,0,1,0,2
AH,veryhigh,False,4,5,2,1,1,10
2H,low,False,3,4,2,1,1,9
QD,high,False,1,3,1,1,0,6
JC,high,True,1,2,-2,1,0,2
3D,low,True,3,2,2,3,2,10
2H,low,False,2,1,0,3,0,5
8C,mediumHigh,False,1,0,0,1,0,2
7D,mediumlow,False,5,2,2,3,4,10
6S,mediumlow,False,1,1,2,3,3,8
TD,high,False,4,0,2,2,3,6
QD,high,False,2,-1,1,1,3,3
3C,low,False,3,2,4,1,1,10
5S,low,False,2,1,4,0,0,7
AD,veryhigh,False,3,4,2,2,3,10
9S,mediumHigh,False,3,3,2,2,3,9
TS,high,False,2,2,2,1,3,7
KD,veryhigh,False,2,1,1,1,3,5
7H,mediumlow,False,2,1,2,5,4,10
5D,low,False,3,0,1,2,2,3
6D,mediumlow,False,5,1,3,3,4,10
8S,mediumHigh,False,1,0,2,2,2,5
7C,mediumlow,False,3,1,4,0,7,10
9S,mediumHigh,True,2,0,4,0,6,8
7H,mediumlow,True,3,1,5,1,2,10
3H,low,True,1,0,1,-1,1,2
2C,low,False,4,2,3,2,4,10
3C,low,False,2,1,2,1,2,5
4D,low,True,2,0,2,1,1,3
JC,high,False,4,3,2,2,2,10
JD,high,False,3,2,2,2,2,9
7H,mediumlow,True,2,1,2,1,2,7
3D,low,False,1,0,1,1,1,4
AD,veryhigh,False,6,4,2,3,2,10
KS,veryhigh,False,2,3,2,3,2,9
4S,low,True,3,4,4,0,1,10
8C,mediumHigh,False,2,3,4,0,0,8
KH,veryhigh,False,1,2,3,0,0,6
KS,veryhigh,True,1,1,3,0,0,5
3D,low,False,3,0,3,0,0,4
AH,veryhigh,False,4,1,4,6,0,10
6H,mediumlow,False,3,0,4,6,0,9
8C,mediumHigh,True,4,3,1,1,4,10
3C,low,True,3,2,1,-1,2,5
6S,mediumlow,False,1,1,1,-2,1,2
2C,low,False,5,1,3,2,6,10
4C,low,False,4,0,3,1,5,7
KC,veryhigh,False,3,-1,2,1,4,4
5D,low,True,1,-2,2,1,4,3
3D,low,False,4,3,4,2,0,10
9S,mediumHigh,False,2,2,2,2,0,7
5H,low,True,2,1,1,0,0,3
2D,low,True,5,6,0,0,2,10
9D,mediumHigh,True,4,5,0,-1,2,8
3D,low,True,3,4,0,-1,2,7
KD,veryhigh,True,2,3,0,-1,2,6
AD,veryhigh,True,1,2,0,-1,2,5
QH,high,False,3,1,0,-1,2,4
4S,low,False,1,0,0,-1,2,3
AS,veryhigh,False,4,2,3,2,4,10
2H,low,False,2,1,3,2,4,9
9C,mediumHigh,True,2,0,3,2,3,7
5S,low,False,3,-1,3,2,2,5
8H,mediumHigh,True,3,2,2,2,6,10
9C,mediumHigh,False,2,1,1,0,4,4
3H,low,False,7,2,2,5,0,10
TH,high,False,6,1,1,4,-1,6
QH,high,False,4,3,0,4,5,10
QC,high,False,2,2,0,4,5,9
8D,mediumHigh,True,3,1,0,4,5,8
5C,low,False,4,0,6,2,3,10
3D,low,False,1,-1,1,1,3,3
AH,veryhigh,False,4,3,3,2,1,10
9H,mediumHigh,False,3,2,3,2,1,9
JC,high,False,2,1,2,-1,1,4
4S,low,True,5,3,1,3,1,10
2S,low,True,4,2,1,3,1,9
6S,mediumlow,True,3,1,0,0,1,4
9S,mediumHigh,True,2,0,0,0,1,3
6D,mediumlow,False,1,-1,0,0,1,2
KH,veryhigh,False,2,3,3,2,1,10
AC,veryhigh,False,2,2,3,2,1,9
TH,high,False,1,1,3,2,1,8
6S,mediumlow,False,5,0,3,2,1,7
2C,low,False,2,2,4,0,5,10
6D,mediumlow,True,2,1,2,-2,4,4
3S,low,False,2,0,1,-2,4,2
9C,mediumHigh,False,4,2,4,1,4,10
5C,low,False,2,1,3,0,3,6
6C,mediumlow,False,1,0,3,-1,2,3
8H,mediumHigh,False,2,4,0,4,0,10
9D,mediumHigh,True,4,3,0,4,0,9
4D,low,True,3,2,0,2,0,6
5C,low,False,2,1,0,2,-2,3
KD,veryhigh,False,3,1,3,2,3,10
6H,mediumlow,False,4,0,3,2,3,9
6H,mediumlow,False,5,1,3,3,5,10
3H,low,False,3,0,0,3,3,4
9H,mediumHigh,False,1,2,4,1,4,10
4S,low,True,3,1,4,1,4,9
6S,mediumlow,True,1,0,0,0,4,3
6H,mediumlow,False,2,1,5,3,0,10
7D,mediumlow,False,3,0,4,2,-2,5
5D,low,False,3,1,5,1,2,10
TH,high,False,3,0,3,0,0,4
5H,low,False,4,2,1,3,6,10
TH,high,False,3,1,1,2,5,7
5D,low,False,1,0,0,1,3,2
4C,low,True,5,3,2,1,6,10
2C,low,True,3,2,2,1,3,6
5S,low,False,1,1,2,1,2,4
2H,low,False,2,4,3,1,3,10
9D,mediumHigh,False,3,3,3,1,2,8
8H,mediumHigh,False,1,2,1,-1,2,3
4H,low,False,3,1,3,3,5,10
QS,high,False,2,1,6,1,3,10
2C,low,False,3,0,5,1,1,6
KD,veryhigh,False,4,6,1,3,1,10
5D,low,False,3,5,1,3,1,9
9D,mediumHigh,False,2,4,1,2,1,7
JS,high,True,4,3,1,2,1,6
7H,mediumlow,False,1,2,1,1,1,4
2D,low,False,1,1,1,0,1,2
6D,mediumlow,False,3,1,4,1,5,10
6H,mediumlow,False,3,0,4,1,4,8
2D,low,False,1,-1,3,0,2,3
JC,high,False,3,1,1,5,5,10
AC,veryhigh,False,5,3,2,4,0,10
AS,veryhigh,True,2,2,2,4,0,9
TD,high,False,1,1,2,4,0,8
5C,low,False,4,0,2,2,-1,4
