card,rankCategory,trump,numSuitInHand,tricksToWin0,tricksToWin1,tricksToWin2,tricksToWin3,tricksLeft
AD,veryhigh,False,4,4,1,2,4,10
AS,veryhigh,True,3,3,1,2,4,9
QD,high,False,3,2,1,2,4,8
7H,mediumlow,False,1,1,0,2,2,4
2D,low,False,2,0,0,1,2,2
KH,veryhigh,False,3,2,2,3,4,10
4C,low,False,4,1,2,3,4,9
2D,low,False,2,0,0,3,3,5
JD,high,False,2,1,5,2,1,10
4C,low,False,4,0,5,2,1,9
TC,high,False,2,-1,4,1,1,6
9C,mediumHigh,False,5,4,1,1,6,10
8C,mediumHigh,False,4,3,1,1,5,8
9S,mediumHigh,False,1,2,1,1,5,7
QC,high,False,3,1,1,1,4,5
TC,high,False,3,2,4,0,3,10
9D,mediumHigh,False,4,1,4,0,3,9
JC,high,False,2,0,4,0,2,7
2S,low,False,2,-1,4,0,2,6
3D,low,False,2,2,1,5,1,10
4H,low,False,3,1,1,3,0,6
3C,low,True,2,0,1,3,-1,4
4C,low,False,4,3,3,3,0,10
KD,veryhigh,False,3,2,2,2,-1,6
TC,high,False,2,1,2,2,-1,5
AH,veryhigh,True,1,0,2,2,-1,4
KC,veryhigh,False,1,-1,2,2,-1,3
KC,veryhigh,False,5,1,3,7,0,10
7D,mediumlow,False,2,0,3,7,0,9
6C,mediumlow,False,1,-1,2,2,0,2
QS,high,False,5,2,4,2,3,10
6D,mediumlow,True,2,1,4,2,3,9
4S,low,False,4,0,4,1,1,5
QS,high,False,3,4,0,6,1,10
3H,low,False,1,3,0,2,0,4
AS,veryhigh,False,1,2,0,2,0,3
TC,high,True,2,1,0,2,0,2
KC,veryhigh,False,3,3,5,3,0,10
3C,low,False,2,2,5,3,0,9
2C,low,False,1,1,4,3,0,7
2S,low,False,2,0,3,0,0,2
AS,veryhigh,True,3,2,3,3,1,10
8C,mediumHigh,False,3,1,3,3,1,9
5S,low,True,2,0,3,0,1,5
KC,veryhigh,False,3,5,0,2,2,10
QD,high,True,3,4,0,2,2,9
9C,mediumHigh,False,1,3,0,1,1,6
AH,veryhigh,False,3,2,0,1,1,5
