winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
1,186,151,98,96,2,"[0, 14, 13, 11]","[0, 11, 12, 0]","[0, 11, 0, 0]","[0, 12, 13, 10]","[11, 13, 12, 0]","[0, 0, 11, 0]","[0, 10, 0, 0]","[10, 10, 11, 0]","[10, 10, 10, 0]","[11, 10, 10, 0]","[10, 10, 10, 0]","[10, 12, 0, 10]","[12, 0, 0, 10]","[0, 0, 10, 0]","[10, 13, 0, 10]","[12, 14, 0, 10]","[0, 12, 11, 14]","[0, 12, 15, 11]","[0, 12, 13, 12]"
3,148,131,161,124,3,"[0, 13, 15, 11]","[11, 13, 12, 0]","[0, 15, 13, 10]","[11, 12, 0, 12]","[0, 0, 12, 11]","[10, 11, 11, 0]","[11, 0, 10, 11]","[12, 10, 0, 10]","[0, 10, 0, 10]","[0, 10, 10, 10]","[11, 0, 11, 10]","[11, 11, 0, 10]","[12, 10, 0, 11]","[11, 0, 0, 0]","[0, 10, 0, 0]","[11, 0, 10, 11]","[0, 0, 12, 11]","[0, 12, 15, 10]","[13, 11, 0, 13]"
1,152,125,127,110,0,"[12, 12, 0, 10]","[0, 13, 12, 11]","[0, 13, 0, 0]","[12, 0, 0, 0]","[0, 0, 0, 10]","[12, 10, 12, 0]","[12, 10, 10, 0]","[12, 10, 0, 10]","[0, 10, 0, 0]","[11, 0, 10, 10]","[11, 11, 0, 10]","[0, 10, 10, 0]","[0, 12, 11, 10]","[0, 11, 12, 10]","[0, 10, 10, 14]","[0, 0, 13, 10]","[14, 10, 12, 0]","[14, 0, 13, 11]","[0, 10, 0, 11]"
1,151,97,142,131,1,"[0, 10, 16, 11]","[0, 0, 11, 0]","[0, 11, 0, 13]","[15, 11, 0, 10]","[11, 0, 0, 12]","[0, 11, 0, 10]","[13, 10, 10, 0]","[10, 0, 10, 0]","[0, 10, 10, 10]","[10, 10, 10, 0]","[0, 10, 10, 10]","[13, 10, 0, 10]","[12, 0, 10, 11]","[11, 10, 0, 0]","[0, 11, 0, 10]","[0, 0, 0, 12]","[11, 11, 0, 10]","[12, 12, 0, 13]","[13, 14, 10, 0]"
2,123,165,135,133,2,"[13, 0, 11, 13]","[0, 11, 11, 0]","[11, 12, 0, 12]","[12, 0, 0, 0]","[11, 12, 10, 0]","[13, 10, 11, 0]","[0, 11, 10, 11]","[10, 0, 11, 10]","[10, 11, 0, 10]","[10, 0, 10, 10]","[0, 10, 10, 11]","[0, 0, 10, 10]","[11, 0, 10, 0]","[12, 11, 11, 0]","[0, 10, 11, 12]","[10, 0, 13, 12]","[10, 0, 14, 0]","[0, 12, 12, 12]","[0, 13, 0, 12]"
3,103,130,163,149,3,"[0, 0, 15, 10]","[11, 0, 11, 13]","[10, 0, 12, 12]","[10, 0, 11, 15]","[0, 11, 0, 0]","[10, 11, 0, 14]","[11, 0, 10, 11]","[10, 12, 0, 10]","[10, 0, 10, 10]","[0, 10, 10, 11]","[11, 0, 10, 10]","[10, 11, 11, 0]","[10, 0, 10, 13]","[11, 11, 10, 0]","[11, 11, 0, 12]","[10, 14, 10, 0]","[14, 0, 0, 0]","[0, 0, 0, 12]","[0, 12, 0, 10]"
3,93,90,126,112,0,"[0, 12, 0, 0]","[14, 0, 0, 0]","[12, 13, 0, 0]","[0, 12, 12, 0]","[0, 0, 0, 0]","[10, 0, 12, 12]","[11, 13, 0, 10]","[10, 0, 0, 0]","[10, 11, 11, 0]","[10, 0, 11, 10]","[10, 11, 0, 10]","[0, 11, 10, 12]","[0, 0, 0, 12]","[11, 10, 0, 11]","[0, 0, 10, 10]","[0, 0, 0, 13]","[0, 0, 0, 14]","[0, 0, 13, 0]","[14, 0, 11, 12]"
0,101,133,104,179,1,"[11, 0, 0, 13]","[13, 12, 14, 0]","[12, 12, 11, 0]","[12, 11, 0, 12]","[0, 0, 12, 0]","[11, 0, 10, 14]","[0, 0, 11, 10]","[10, 11, 11, 0]","[10, 0, 10, 10]","[11, 10, 0, 10]","[11, 10, 10, 0]","[12, 11, 0, 10]","[10, 0, 11, 12]","[11, 0, 0, 0]","[11, 0, 12, 0]","[11, 0, 10, 13]","[10, 13, 0, 0]","[13, 11, 0, 0]","[0, 0, 11, 0]"
2,143,148,83,117,2,"[0, 0, 14, 0]","[0, 12, 12, 12]","[0, 0, 13, 10]","[0, 0, 11, 0]","[12, 12, 10, 0]","[12, 11, 11, 0]","[0, 11, 12, 10]","[0, 0, 0, 10]","[11, 10, 0, 10]","[10, 10, 11, 0]","[12, 10, 10, 0]","[10, 13, 0, 10]","[10, 0, 10, 10]","[0, 0, 10, 11]","[0, 11, 0, 0]","[11, 10, 12, 0]","[0, 12, 0, 0]","[15, 10, 0, 0]","[14, 11, 12, 0]"
3,98,142,158,81,3,"[0, 12, 10, 11]","[12, 0, 0, 0]","[0, 0, 10, 13]","[0, 10, 0, 0]","[0, 11, 13, 10]","[10, 0, 0, 13]","[0, 0, 0, 0]","[12, 0, 10, 10]","[0, 10, 10, 10]","[10, 0, 10, 10]","[0, 10, 10, 11]","[0, 11, 0, 0]","[12, 11, 11, 0]","[0, 0, 12, 10]","[0, 11, 0, 11]","[11, 0, 12, 11]","[14, 0, 12, 10]","[0, 12, 11, 14]","[0, 0, 11, 14]"
