seed,winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
20172,3,138,126,138,102,0,"[0, 13, 0, 0]","[11, 11, 15, 0]","[0, 0, 12, 0]","[12, 13, 0, 11]","[13, 11, 0, 11]","[0, 0, 0, 10]","[0, 0, 0, 11]","[10, 0, 10, 11]","[11, 10, 11, 0]","[0, 11, 10, 10]","[0, 11, 10, 10]","[0, 10, 10, 11]","[10, 12, 0, 11]","[0, 11, 12, 10]","[10, 12, 14, 10]","[0, 0, 10, 12]","[14, 0, 12, 10]","[11, 13, 0, 0]","[0, 0, 0, 0]"
20173,3,115,134,136,131,1,"[0, 0, 0, 0]","[13, 12, 0, 12]","[12, 0, 11, 11]","[0, 0, 0, 11]","[13, 12, 10, 0]","[0, 11, 10, 14]","[0, 11, 0, 0]","[10, 0, 11, 10]","[10, 10, 11, 0]","[10, 10, 0, 10]","[10, 0, 11, 10]","[11, 10, 0, 12]","[0, 0, 0, 10]","[0, 0, 11, 10]","[10, 12, 14, 0]","[0, 13, 11, 13]","[12, 0, 11, 13]","[10, 0, 12, 0]","[10, 14, 11, 0]"
20174,0,122,138,85,155,2,"[12, 11, 14, 0]","[12, 14, 11, 0]","[0, 0, 0, 10]","[0, 10, 0, 0]","[11, 0, 12, 11]","[0, 0, 0, 11]","[10, 12, 10, 0]","[0, 10, 11, 0]","[10, 0, 10, 0]","[11, 10, 0, 10]","[11, 0, 10, 10]","[0, 11, 10, 12]","[11, 11, 0, 11]","[10, 0, 14, 0]","[11, 0, 0, 10]","[12, 10, 13, 0]","[10, 0, 12, 0]","[13, 11, 11, 0]","[11, 12, 0, 0]"
