winner,score1,score2,score3,score0,score4,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
2,111,162,128,139,132,1,"[10, 13, 0, 11, 0]","[10, 0, 12, 0, 0]","[0, 0, 14, 11, 0]","[0, 0, 11, 0, 11]","[12, 11, 0, 10, 0]","[0, 0, 10, 10, 12]","[12, 11, 11, 0, 10]","[0, 11, 0, 10, 10]","[10, 10, 11, 10, 0]","[10, 0, 10, 10, 10]","[10, 10, 0, 10, 10]","[0, 10, 12, 11, 10]","[10, 0, 12, 0, 0]","[10, 11, 12, 0, 11]","[11, 0, 10, 12, 12]","[0, 0, 0, 11, 11]","[10, 0, 13, 12, 0]","[12, 12, 10, 0, 13]","[12, 12, 14, 0, 12]"
0,138,131,136,162,139,2,"[15, 13, 11, 0, 10]","[10, 12, 0, 0, 0]","[11, 12, 11, 12, 0]","[0, 11, 11, 0, 12]","[12, 10, 0, 12, 11]","[10, 0, 0, 0, 11]","[0, 12, 10, 10, 11]","[10, 0, 10, 12, 10]","[0, 10, 10, 0, 0]","[10, 10, 0, 10, 10]","[10, 0, 12, 10, 10]","[11, 11, 11, 0, 10]","[10, 0, 11, 12, 11]","[0, 11, 10, 12, 0]","[10, 0, 12, 11, 0]","[11, 0, 0, 11, 10]","[10, 0, 0, 0, 12]","[11, 13, 12, 13, 0]","[11, 13, 0, 11, 11]"
0,88,171,125,173,163,3,"[13, 13, 10, 0, 12]","[0, 10, 13, 14, 11]","[12, 0, 11, 14, 11]","[0, 11, 0, 0, 10]","[12, 0, 10, 12, 10]","[13, 0, 10, 10, 11]","[0, 11, 10, 0, 0]","[10, 10, 11, 0, 0]","[10, 0, 10, 10, 10]","[10, 10, 0, 11, 10]","[10, 0, 11, 11, 10]","[0, 0, 10, 10, 0]","[10, 11, 0, 0, 11]","[12, 0, 11, 0, 11]","[14, 0, 10, 10, 11]","[12, 0, 11, 10, 11]","[12, 0, 10, 0, 0]","[12, 12, 11, 0, 11]","[11, 0, 12, 13, 13]"
2,119,170,133,165,142,4,"[12, 0, 15, 13, 10]","[0, 13, 0, 0, 10]","[0, 11, 11, 13, 11]","[12, 10, 10, 0, 14]","[10, 0, 13, 0, 0]","[10, 0, 12, 11, 10]","[13, 10, 0, 11, 0]","[11, 0, 10, 10, 12]","[10, 12, 0, 10, 10]","[10, 10, 10, 10, 0]","[0, 0, 10, 11, 11]","[10, 10, 11, 0, 0]","[11, 11, 0, 11, 10]","[11, 10, 11, 0, 11]","[0, 11, 11, 10, 0]","[12, 0, 11, 11, 10]","[10, 0, 12, 0, 12]","[11, 11, 12, 12, 0]","[12, 0, 11, 0, 11]"
1,189,144,133,134,120,0,"[0, 14, 10, 12, 12]","[13, 11, 12, 0, 0]","[15, 11, 10, 12, 0]","[0, 12, 10, 0, 0]","[10, 12, 12, 0, 12]","[12, 10, 0, 0, 0]","[0, 10, 10, 12, 10]","[0, 11, 11, 10, 11]","[10, 10, 10, 10, 0]","[10, 0, 10, 11, 10]","[10, 10, 12, 10, 0]","[0, 11, 0, 10, 10]","[0, 10, 0, 11, 10]","[12, 11, 0, 0, 0]","[10, 13, 13, 10, 0]","[10, 12, 0, 12, 11]","[0, 10, 11, 13, 10]","[11, 11, 13, 0, 12]","[11, 0, 0, 0, 12]"
3,134,137,169,143,164,1,"[14, 12, 0, 12, 11]","[10, 0, 10, 13, 11]","[0, 0, 13, 0, 12]","[0, 12, 10, 13, 11]","[12, 11, 10, 12, 0]","[0, 0, 0, 10, 10]","[10, 11, 0, 10, 13]","[10, 10, 12, 0, 11]","[10, 11, 11, 10, 0]","[0, 10, 10, 11, 10]","[10, 0, 0, 0, 10]","[11, 0, 10, 10, 11]","[13, 0, 11, 10, 10]","[11, 11, 0, 12, 11]","[10, 11, 12, 0, 10]","[0, 0, 0, 10, 0]","[12, 12, 0, 13, 11]","[0, 10, 14, 11, 12]","[10, 13, 14, 12, 0]"
1,156,128,121,140,140,2,"[12, 13, 13, 0, 12]","[11, 11, 12, 0, 0]","[13, 12, 0, 0, 0]","[0, 13, 0, 11, 0]","[0, 11, 0, 11, 11]","[0, 12, 0, 10, 0]","[10, 10, 11, 10, 0]","[0, 0, 0, 10, 10]","[0, 10, 0, 10, 0]","[10, 0, 10, 11, 10]","[10, 0, 10, 11, 10]","[10, 11, 11, 0, 11]","[10, 10, 0, 12, 11]","[12, 10, 0, 0, 12]","[10, 11, 12, 0, 10]","[11, 0, 10, 12, 10]","[0, 10, 13, 13, 12]","[11, 12, 12, 0, 11]","[10, 0, 14, 0, 10]"
2,144,155,108,119,91,3,"[0, 12, 12, 0, 0]","[10, 14, 0, 11, 0]","[0, 12, 11, 10, 0]","[11, 10, 11, 0, 12]","[0, 11, 10, 12, 12]","[11, 10, 0, 10, 11]","[0, 11, 0, 0, 0]","[0, 0, 10, 10, 0]","[11, 0, 10, 10, 10]","[11, 10, 0, 10, 10]","[10, 10, 11, 11, 0]","[0, 10, 11, 0, 0]","[0, 0, 10, 11, 0]","[12, 0, 10, 0, 0]","[10, 11, 15, 0, 0]","[10, 13, 12, 0, 0]","[13, 10, 11, 0, 11]","[0, 0, 11, 0, 15]","[10, 0, 0, 13, 10]"
1,166,149,158,83,114,4,"[0, 11, 11, 14, 0]","[0, 13, 10, 12, 13]","[0, 10, 12, 13, 11]","[0, 11, 13, 12, 11]","[0, 10, 13, 0, 0]","[0, 0, 0, 0, 0]","[10, 10, 0, 10, 13]","[0, 0, 11, 11, 0]","[10, 10, 0, 12, 10]","[10, 10, 10, 0, 10]","[11, 10, 11, 10, 0]","[0, 10, 10, 10, 0]","[10, 11, 12, 10, 0]","[0, 12, 0, 10, 11]","[10, 13, 0, 11, 0]","[0, 14, 0, 10, 0]","[0, 11, 11, 0, 12]","[12, 0, 14, 13, 10]","[10, 0, 11, 0, 13]"
4,125,120,145,124,190,0,"[10, 12, 11, 13, 0]","[0, 11, 12, 14, 12]","[0, 0, 0, 11, 12]","[11, 11, 0, 0, 12]","[0, 12, 11, 10, 13]","[0, 10, 12, 12, 10]","[10, 0, 0, 0, 10]","[0, 12, 11, 10, 10]","[10, 10, 0, 10, 10]","[10, 0, 10, 10, 10]","[0, 10, 10, 0, 10]","[10, 0, 10, 11, 11]","[10, 0, 12, 10, 12]","[10, 0, 0, 0, 11]","[10, 12, 0, 10, 13]","[0, 11, 0, 0, 10]","[10, 0, 0, 0, 13]","[11, 14, 11, 13, 0]","[12, 0, 10, 11, 11]"
