card,rankCategory,trump,numSuitInHand,tricksToWin0,tricksToWin1,tricksToWin2,tricksToWin3,tricksLeft
QC,high,False,3,2,3,3,1,10
8C,mediumHigh,False,1,1,2,0,1,5
5D,low,False,3,1,4,2,1,10
6S,mediumlow,True,1,0,1,2,-1,4
QC,high,False,2,-1,1,2,-1,3
3D,low,False,1,-2,1,2,-1,2
9H,mediumHigh,False,2,1,6,1,1,10
2C,low,False,2,0,6,-2,1,6
3D,low,False,4,4,0,3,2,10
KS,veryhigh,False,2,3,0,1,1,6
JS,high,False,1,2,0,1,1,5
JD,high,False,2,1,0,0,1,3
JS,high,True,3,3,1,3,2,10
JC,high,False,1,2,1,3,2,9
3D,low,False,5,1,0,2,2,6
5D,low,False,4,0,0,1,2,4
8H,mediumHigh,False,4,2,2,4,1,10
3C,low,False,4,1,2,4,0,8
QD,high,False,2,2,2,5,2,10
5S,low,False,2,1,2,5,2,9
TH,high,True,2,0,1,5,2,7
9S,mediumHigh,False,3,4,2,1,2,10
KH,veryhigh,True,4,3,1,1,2,8
TH,high,True,1,2,-1,0,0,2
AS,veryhigh,False,4,5,1,2,1,10
TS,high,False,3,4,1,2,1,9
JS,high,False,1,3,0,2,0,6
JH,high,False,2,2,0,2,0,5
4C,low,True,2,1,-1,2,0,3
AD,veryhigh,False,2,4,1,1,3,10
8C,mediumHigh,True,4,3,1,1,3,9
8H,mediumHigh,False,3,2,0,0,2,5
8C,mediumHigh,False,3,3,2,1,3,10
6D,mediumlow,True,4,2,1,-1,1,4
8D,mediumHigh,True,2,1,1,-2,1,2
AC,veryhigh,False,4,3,2,2,5,10
JD,high,False,3,2,2,2,5,9
7H,mediumlow,True,2,1,2,2,5,8
8C,mediumHigh,False,3,0,1,1,5,5
KH,veryhigh,False,4,3,1,4,3,10
3S,low,False,2,2,1,4,3,9
3H,low,False,3,1,0,3,2,5
6H,mediumlow,False,2,0,0,2,1,2
AS,veryhigh,False,3,2,5,2,0,10
2D,low,False,1,1,5,2,0,9
8H,mediumHigh,True,1,0,4,-1,0,4
4S,low,False,1,-1,4,-1,0,3
KD,veryhigh,False,4,1,2,3,6,10
5S,low,False,1,0,1,3,5,7
2C,low,False,3,1,3,4,3,10
6C,mediumlow,False,2,0,0,2,2,3
9S,mediumHigh,True,4,4,3,1,3,10
2S,low,True,3,3,3,1,2,8
6H,mediumlow,False,1,2,2,0,0,3
KC,veryhigh,False,4,2,4,1,4,10
6H,mediumlow,True,3,1,4,1,4,9
7H,mediumlow,True,1,0,3,-1,2,3
2C,low,False,2,-1,3,-1,2,2
6H,mediumlow,True,3,2,4,2,1,10
