card,rankCategory,trump,numSuitInHand,tricksToWin0,tricksToWin1,tricksToWin2,tricksToWin3,tricksLeft
AS,veryhigh,False,3,5,2,2,2,10
7S,mediumlow,False,2,4,2,2,2,9
AH,veryhigh,False,4,3,1,2,2,7
TD,high,True,2,2,1,2,2,6
8H,mediumHigh,False,3,1,1,2,2,5
2S,low,False,1,0,1,1,2,3
AS,veryhigh,False,2,4,3,1,1,10
JC,high,False,3,3,3,1,1,9
8D,mediumHigh,True,5,2,3,1,1,8
5D,low,True,3,1,2,0,1,5
5H,low,True,3,3,3,0,5,10
8S,mediumHigh,False,3,2,2,0,5,8
2H,low,True,2,1,1,-2,4,3
KD,veryhigh,False,3,2,3,3,3,10
3H,low,False,4,1,3,3,3,9
5H,low,False,3,0,3,2,3,7
6C,mediumlow,False,4,1,4,4,2,10
3H,low,False,3,0,4,4,1,8
QS,high,False,4,5,1,2,1,10
QD,high,False,3,4,1,1,1,8
QC,high,True,1,3,-1,-1,1,3
QH,high,True,4,5,1,3,0,10
KC,veryhigh,False,2,4,0,3,0,8
5S,low,False,2,3,0,3,0,7
6H,mediumlow,True,3,2,-1,2,-1,3
TH,high,True,2,1,-1,2,-1,2
QS,high,False,2,1,6,2,0,10
5S,low,False,2,2,1,5,0,10
QH,high,False,5,1,0,5,-1,7
3C,low,True,1,0,0,3,-1,4
5H,low,False,5,1,4,5,1,10
8H,mediumHigh,False,4,0,4,4,0,7
QS,high,False,2,-1,4,4,0,6
2H,low,False,3,-2,4,4,0,5
3D,low,True,1,2,2,2,3,10
KC,veryhigh,False,2,1,1,1,2,6
TC,high,False,1,0,1,1,2,5
6S,mediumlow,False,5,0,6,0,5,10
2D,low,False,2,-1,6,-1,4,7
3S,low,False,2,2,2,3,4,10
JH,high,True,2,1,-2,1,3,2
TD,high,True,2,2,3,2,2,10
QC,high,False,3,1,2,2,1,7
5C,low,False,2,0,2,2,1,6
QS,high,False,4,4,0,3,2,10
9C,mediumHigh,False,2,3,0,3,2,9
2H,low,True,2,2,0,2,2,7
KS,veryhigh,False,3,1,0,2,0,4
QC,high,False,1,0,0,2,0,3
QC,high,False,3,2,1,6,2,10
KD,veryhigh,False,3,1,0,6,-1,5
6H,mediumlow,True,1,0,0,6,-1,4
9H,mediumHigh,False,3,2,1,5,1,10
7C,mediumlow,False,1,1,1,5,-1,7
8H,mediumHigh,False,2,0,1,3,-1,4
QC,high,True,2,2,5,0,4,10
7H,mediumlow,False,3,1,5,0,4,9
AS,veryhigh,False,4,3,2,2,5,10
4S,low,False,3,2,1,2,1,4
7S,mediumlow,False,2,1,0,2,1,2
9C,mediumHigh,False,2,5,0,1,3,10
JD,high,False,1,4,-1,1,3,8
JS,high,False,3,3,-2,0,3,5
AS,veryhigh,False,2,2,-2,0,3,4
