winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
0,127,110,77,151,3,"[13, 13, 13, 0]","[11, 0, 0, 0]","[13, 0, 12, 0]","[10, 12, 0, 0]","[12, 0, 11, 11]","[0, 0, 11, 10]","[0, 13, 0, 0]","[10, 11, 0, 10]","[10, 0, 10, 0]","[10, 10, 10, 0]","[11, 0, 10, 11]","[0, 11, 10, 10]","[12, 0, 10, 11]","[0, 12, 0, 0]","[13, 10, 0, 0]","[11, 0, 0, 14]","[0, 12, 0, 0]","[15, 13, 0, 0]","[0, 10, 13, 0]"
3,144,99,179,119,0,"[13, 14, 0, 11]","[16, 11, 0, 11]","[0, 0, 0, 11]","[12, 11, 0, 13]","[11, 0, 11, 0]","[11, 0, 0, 0]","[12, 0, 10, 10]","[0, 10, 12, 11]","[0, 11, 10, 11]","[10, 10, 0, 10]","[11, 11, 10, 10]","[0, 10, 11, 10]","[0, 11, 0, 0]","[0, 0, 12, 10]","[0, 11, 11, 12]","[12, 11, 0, 11]","[0, 11, 12, 13]","[0, 0, 0, 11]","[11, 12, 0, 14]"
2,113,133,98,100,1,"[0, 16, 0, 10]","[0, 10, 0, 0]","[14, 0, 13, 10]","[11, 0, 11, 11]","[0, 0, 11, 0]","[0, 11, 11, 11]","[0, 0, 10, 0]","[0, 0, 10, 0]","[10, 0, 0, 0]","[10, 11, 0, 10]","[0, 10, 10, 10]","[10, 10, 11, 0]","[11, 0, 0, 0]","[10, 10, 0, 13]","[0, 12, 10, 0]","[12, 0, 12, 12]","[0, 12, 12, 11]","[12, 0, 0, 0]","[0, 11, 12, 0]"
1,168,128,151,110,2,"[0, 12, 0, 12]","[13, 10, 11, 15]","[0, 12, 10, 14]","[0, 11, 11, 0]","[11, 0, 0, 11]","[0, 11, 10, 0]","[10, 10, 0, 10]","[10, 0, 10, 12]","[10, 11, 11, 0]","[10, 11, 10, 0]","[0, 10, 11, 11]","[10, 10, 10, 0]","[10, 11, 0, 12]","[0, 0, 11, 0]","[0, 10, 0, 11]","[0, 0, 11, 11]","[15, 11, 0, 10]","[0, 13, 12, 10]","[11, 15, 0, 12]"
1,144,127,138,56,3,"[12, 0, 15, 11]","[0, 0, 0, 10]","[13, 11, 0, 11]","[11, 0, 0, 11]","[0, 11, 12, 10]","[0, 12, 11, 10]","[10, 11, 10, 0]","[0, 10, 12, 10]","[0, 10, 0, 0]","[0, 11, 10, 10]","[0, 11, 10, 10]","[0, 11, 11, 10]","[10, 12, 0, 10]","[0, 11, 0, 0]","[0, 0, 13, 0]","[0, 0, 0, 11]","[0, 12, 12, 14]","[0, 11, 0, 0]","[0, 0, 11, 0]"
0,132,136,114,140,0,"[12, 0, 13, 0]","[0, 11, 12, 12]","[12, 10, 0, 0]","[0, 12, 11, 0]","[10, 11, 0, 13]","[11, 13, 10, 0]","[10, 10, 11, 0]","[11, 10, 0, 10]","[10, 11, 10, 0]","[11, 0, 10, 10]","[10, 11, 11, 10]","[10, 0, 11, 10]","[12, 11, 0, 11]","[0, 0, 10, 0]","[0, 0, 0, 12]","[10, 11, 13, 0]","[11, 0, 0, 0]","[0, 0, 14, 11]","[0, 11, 0, 15]"
0,118,125,111,148,1,"[14, 0, 13, 12]","[13, 0, 12, 13]","[11, 0, 0, 10]","[14, 10, 0, 0]","[12, 11, 0, 11]","[0, 11, 0, 0]","[0, 0, 0, 11]","[0, 0, 11, 0]","[10, 11, 11, 0]","[11, 10, 0, 10]","[0, 10, 11, 11]","[11, 10, 11, 0]","[12, 0, 11, 11]","[0, 11, 10, 10]","[13, 12, 10, 0]","[15, 10, 12, 0]","[0, 0, 0, 0]","[12, 0, 13, 12]","[0, 12, 0, 0]"
3,142,133,145,103,2,"[0, 13, 11, 15]","[0, 11, 14, 0]","[0, 13, 10, 13]","[0, 10, 0, 15]","[12, 11, 0, 0]","[0, 0, 0, 10]","[0, 10, 10, 0]","[10, 11, 11, 0]","[11, 0, 10, 11]","[10, 10, 10, 0]","[0, 10, 11, 11]","[0, 10, 10, 0]","[0, 0, 11, 11]","[11, 11, 0, 0]","[11, 10, 0, 14]","[12, 12, 0, 11]","[13, 0, 12, 13]","[13, 0, 0, 10]","[0, 0, 13, 11]"
2,122,168,144,139,3,"[11, 0, 14, 10]","[11, 14, 11, 0]","[0, 10, 15, 11]","[11, 0, 13, 12]","[0, 11, 13, 12]","[10, 0, 0, 0]","[0, 11, 10, 0]","[11, 12, 0, 10]","[10, 10, 11, 0]","[10, 10, 0, 11]","[10, 10, 0, 11]","[10, 12, 0, 10]","[11, 10, 12, 0]","[11, 0, 11, 12]","[0, 0, 11, 12]","[12, 0, 15, 0]","[0, 0, 10, 0]","[0, 12, 12, 15]","[11, 0, 10, 18]"
1,150,142,77,140,0,"[16, 0, 0, 11]","[0, 15, 11, 0]","[0, 0, 10, 0]","[12, 11, 11, 0]","[14, 10, 11, 0]","[0, 10, 12, 0]","[0, 10, 10, 0]","[10, 11, 0, 10]","[10, 0, 10, 10]","[10, 0, 11, 10]","[10, 11, 0, 11]","[10, 13, 10, 0]","[11, 10, 11, 0]","[0, 0, 10, 0]","[11, 11, 0, 14]","[0, 11, 0, 11]","[0, 0, 0, 0]","[13, 15, 11, 0]","[13, 12, 14, 0]"
