winner,score1,score2,score3,score0,score4,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
1,151,150,143,120,143,0,"[0, 11, 0, 13, 10]","[11, 0, 12, 0, 12]","[10, 0, 15, 0, 10]","[14, 10, 10, 11, 0]","[11, 10, 13, 0, 11]","[0, 10, 13, 0, 0]","[0, 12, 10, 11, 11]","[11, 10, 0, 10, 11]","[10, 10, 0, 11, 11]","[10, 10, 10, 10, 0]","[10, 10, 0, 11, 11]","[10, 0, 10, 11, 12]","[0, 10, 12, 10, 0]","[12, 12, 10, 0, 10]","[11, 10, 0, 10, 11]","[0, 0, 12, 0, 12]","[0, 12, 12, 11, 11]","[0, 0, 11, 12, 0]","[0, 14, 0, 12, 0]"
1,169,114,92,128,147,1,"[0, 0, 0, 12, 13]","[0, 12, 11, 12, 13]","[10, 13, 0, 0, 0]","[11, 11, 0, 0, 0]","[0, 10, 11, 0, 11]","[11, 13, 10, 11, 0]","[12, 10, 0, 11, 10]","[10, 11, 11, 0, 11]","[10, 10, 10, 0, 12]","[10, 10, 10, 0, 10]","[0, 12, 10, 10, 10]","[10, 11, 10, 0, 11]","[12, 10, 11, 0, 10]","[10, 13, 10, 0, 0]","[0, 0, 0, 0, 10]","[0, 0, 0, 10, 11]","[11, 0, 0, 12, 0]","[11, 10, 10, 0, 15]","[0, 13, 0, 14, 0]"
4,147,137,145,152,157,2,"[14, 0, 12, 11, 11]","[12, 10, 13, 11, 0]","[0, 10, 0, 0, 11]","[12, 0, 0, 10, 0]","[0, 10, 10, 0, 0]","[11, 0, 13, 11, 10]","[11, 10, 0, 13, 10]","[0, 10, 12, 10, 10]","[11, 10, 10, 0, 11]","[0, 11, 10, 0, 10]","[11, 10, 0, 10, 10]","[11, 10, 0, 12, 10]","[10, 12, 11, 0, 10]","[0, 0, 11, 0, 10]","[0, 11, 12, 10, 10]","[11, 10, 0, 13, 10]","[12, 0, 11, 11, 12]","[13, 10, 12, 12, 0]","[13, 13, 0, 11, 12]"
4,132,121,135,143,164,3,"[11, 0, 0, 0, 12]","[12, 11, 13, 13, 0]","[0, 0, 10, 10, 0]","[11, 0, 11, 14, 10]","[10, 12, 10, 13, 0]","[11, 10, 0, 11, 11]","[11, 0, 11, 0, 11]","[0, 10, 0, 0, 11]","[10, 0, 10, 11, 10]","[10, 10, 0, 10, 10]","[0, 10, 10, 0, 10]","[10, 11, 0, 10, 12]","[10, 11, 11, 0, 11]","[10, 0, 11, 0, 0]","[0, 11, 0, 10, 10]","[12, 0, 12, 11, 11]","[0, 11, 0, 12, 11]","[0, 14, 12, 0, 11]","[15, 11, 0, 10, 13]"
2,108,197,135,158,124,4,"[12, 0, 14, 11, 0]","[11, 0, 14, 0, 11]","[0, 11, 11, 11, 0]","[15, 10, 12, 10, 0]","[11, 0, 14, 10, 11]","[11, 0, 11, 10, 0]","[11, 0, 13, 10, 10]","[10, 0, 10, 10, 12]","[10, 10, 11, 0, 11]","[0, 10, 10, 10, 10]","[10, 11, 11, 10, 0]","[10, 11, 10, 0, 0]","[0, 0, 10, 10, 0]","[12, 10, 0, 0, 11]","[0, 0, 11, 11, 0]","[11, 12, 13, 0, 11]","[0, 12, 11, 0, 12]","[12, 11, 0, 10, 13]","[12, 0, 11, 12, 12]"
3,116,114,161,137,128,0,"[0, 14, 12, 10, 12]","[0, 11, 14, 13, 10]","[0, 11, 13, 11, 11]","[11, 13, 10, 0, 11]","[11, 0, 0, 11, 0]","[13, 0, 0, 10, 11]","[0, 11, 10, 12, 10]","[0, 0, 11, 0, 10]","[10, 10, 0, 0, 0]","[10, 10, 11, 10, 0]","[11, 11, 0, 10, 10]","[0, 0, 0, 10, 10]","[0, 0, 0, 10, 11]","[11, 13, 10, 11, 0]","[11, 0, 11, 11, 0]","[14, 12, 0, 10, 10]","[13, 0, 12, 11, 12]","[11, 0, 0, 11, 0]","[11, 0, 0, 0, 0]"
4,134,109,133,141,166,1,"[0, 0, 11, 0, 0]","[11, 0, 12, 0, 0]","[0, 10, 0, 10, 12]","[0, 13, 11, 10, 13]","[12, 11, 0, 12, 10]","[11, 0, 12, 11, 10]","[11, 0, 11, 12, 10]","[0, 10, 10, 0, 10]","[10, 11, 0, 10, 11]","[10, 10, 0, 10, 10]","[10, 0, 11, 10, 11]","[10, 0, 0, 0, 11]","[0, 11, 11, 10, 11]","[11, 10, 10, 0, 13]","[0, 13, 10, 0, 11]","[11, 11, 0, 13, 10]","[11, 13, 0, 0, 0]","[10, 11, 0, 13, 13]","[13, 0, 0, 12, 0]"
4,130,132,112,119,188,2,"[14, 11, 10, 0, 11]","[0, 0, 12, 0, 10]","[10, 0, 13, 0, 12]","[0, 11, 0, 12, 10]","[10, 13, 11, 10, 0]","[11, 11, 11, 10, 0]","[10, 0, 10, 0, 11]","[11, 10, 0, 11, 11]","[0, 10, 11, 11, 10]","[10, 0, 10, 11, 10]","[0, 10, 0, 0, 10]","[10, 0, 10, 12, 10]","[10, 10, 11, 0, 11]","[0, 0, 0, 11, 11]","[0, 10, 11, 0, 12]","[0, 11, 0, 0, 11]","[13, 11, 0, 11, 12]","[10, 0, 0, 0, 14]","[0, 12, 12, 13, 12]"
1,167,141,124,155,150,3,"[12, 14, 10, 0, 12]","[13, 12, 10, 13, 0]","[0, 12, 11, 13, 10]","[0, 10, 12, 12, 10]","[0, 11, 13, 10, 12]","[12, 11, 0, 12, 10]","[0, 11, 10, 10, 11]","[10, 10, 0, 11, 0]","[10, 0, 10, 11, 0]","[10, 10, 0, 10, 10]","[10, 10, 11, 0, 11]","[10, 10, 10, 0, 10]","[10, 11, 0, 11, 10]","[0, 13, 10, 0, 10]","[11, 0, 11, 0, 0]","[13, 11, 12, 0, 10]","[13, 11, 11, 11, 0]","[11, 0, 0, 0, 11]","[10, 0, 0, 0, 13]"
1,166,154,155,109,161,4,"[0, 12, 11, 12, 11]","[12, 13, 11, 0, 10]","[0, 13, 11, 12, 11]","[11, 12, 0, 14, 10]","[11, 11, 0, 10, 0]","[11, 10, 13, 10, 0]","[0, 0, 10, 0, 10]","[10, 10, 0, 10, 12]","[10, 0, 11, 10, 10]","[0, 10, 10, 10, 10]","[0, 10, 10, 0, 10]","[0, 11, 11, 10, 10]","[0, 10, 10, 10, 13]","[11, 10, 10, 0, 12]","[0, 0, 13, 0, 10]","[12, 11, 0, 11, 10]","[0, 11, 0, 11, 0]","[10, 12, 11, 13, 0]","[11, 0, 12, 12, 12]"
