card,rankCategory,trump,numSuitInHand,tricksToWin0,tricksToWin1,tricksToWin2,tricksToWin3,tricksLeft
QC,high,False,4,1,1,1,5,6
5C,low,False,4,1,3,4,3,10
JC,high,False,3,0,2,3,3,7
8C,mediumHigh,False,2,-1,2,3,3,6
9C,mediumHigh,False,1,-2,2,2,3,4
5D,low,False,3,2,2,2,6,10
9D,mediumHigh,False,2,1,1,2,6,8
JC,high,False,2,0,0,2,5,5
4H,low,False,2,3,3,3,0,10
TD,high,False,2,2,3,2,0,8
7S,mediumlow,True,2,1,3,2,-1,6
3C,low,True,4,4,2,3,2,10
AS,veryhigh,False,1,3,2,2,2,8
2D,low,False,3,2,2,2,2,7
TS,high,False,4,5,0,3,1,10
JS,high,False,3,4,0,3,1,9
2D,low,True,5,3,0,3,1,8
4D,low,True,2,2,0,-2,1,2
2D,low,False,4,0,4,3,1,10
QC,high,False,3,2,1,5,3,10
JD,high,False,2,1,1,5,3,9
AD,veryhigh,False,1,0,1,5,3,8
8S,mediumHigh,True,3,-1,1,5,3,7
AS,veryhigh,True,2,-2,1,5,3,6
6H,mediumlow,False,2,-3,1,5,3,5
5D,low,False,3,2,3,6,0,10
JD,high,False,2,1,2,5,0,7
KC,veryhigh,False,3,3,0,4,1,10
4H,low,False,1,2,0,4,1,9
4D,low,True,3,1,-1,2,-1,3
4C,low,False,3,3,2,3,3,10
AD,veryhigh,False,2,2,1,1,1,4
JC,high,False,1,1,1,1,1,3
KC,veryhigh,False,3,2,6,0,3,10
2S,low,False,2,1,6,0,3,9
4D,low,False,4,0,6,0,2,7
TD,high,False,2,3,3,2,1,10
9S,mediumHigh,True,3,2,3,2,1,9
KS,veryhigh,True,2,1,3,2,1,8
QS,high,True,1,0,3,2,1,7
TH,high,False,4,-1,3,2,1,6
TS,high,False,3,4,2,1,2,10
3C,low,True,3,3,1,1,0,6
3S,low,False,1,2,0,1,0,4
9S,mediumHigh,True,1,1,3,5,2,10
KH,veryhigh,False,4,3,1,4,0,10
4S,low,False,1,2,1,3,0,8
2H,low,False,3,1,1,1,0,5
5H,low,False,2,0,1,-1,0,2
QS,high,False,3,3,3,1,2,10
TD,high,False,3,2,2,1,1,7
8D,mediumHigh,False,2,1,2,1,1,6
9H,mediumHigh,True,1,0,1,-1,1,2
3S,low,False,3,3,3,3,2,10
4C,low,True,3,2,1,1,1,4
AD,veryhigh,False,5,3,1,5,0,10
QD,high,False,4,2,1,5,0,9
6H,mediumlow,False,1,1,1,5,0,8
2C,low,True,1,0,1,4,0,6
5H,low,False,5,4,2,2,1,10
AD,veryhigh,False,3,3,3,2,1,10
4H,low,False,2,2,3,2,1,9
4D,low,False,2,1,3,1,0,6
6C,mediumlow,True,2,0,2,-1,0,2
3D,low,False,4,3,4,0,2,10
8H,mediumHigh,False,2,2,4,-1,1,7
7D,mediumlow,False,3,1,3,-1,1,5
QC,high,True,1,0,3,-1,1,4
2D,low,False,2,-1,3,-1,1,3
AC,veryhigh,False,4,5,0,1,5,10
2H,low,True,3,4,0,1,5,9
9C,mediumHigh,False,3,3,0,1,4,7
7C,mediumlow,False,2,2,-3,1,4,3
4D,low,False,4,1,4,1,5,10
7S,mediumlow,True,2,0,4,0,4,7
7H,mediumlow,False,2,-1,2,0,4,4
JS,high,False,1,3,2,3,1,10
7H,mediumlow,False,4,2,2,3,0,8
KH,veryhigh,False,3,1,0,3,0,5
4C,low,True,1,0,0,3,0,4
QS,high,False,1,3,3,0,5,10
4C,low,True,4,2,3,0,5,9
2C,low,True,2,1,2,-1,4,5
8D,mediumHigh,False,3,0,2,-1,3,3
2H,low,False,4,3,4,2,0,10
9H,mediumHigh,False,3,2,3,2,0,8
2S,low,True,2,1,3,1,-1,5
7H,mediumlow,False,2,0,2,0,-1,2
6D,mediumlow,False,4,2,3,4,0,10
QH,high,False,1,1,3,3,0,8
5C,low,True,1,0,3,3,0,7
JC,high,False,3,5,1,3,0,10
AH,veryhigh,False,3,4,1,3,0,9
AC,veryhigh,False,2,3,1,3,0,8
3S,low,True,3,2,1,3,0,7
7H,mediumlow,False,2,1,0,3,-1,4
4S,low,False,2,3,1,3,2,10
KC,veryhigh,False,2,2,1,1,2,7
3H,low,True,3,1,1,1,2,6
JC,high,False,2,1,2,4,4,10
3H,low,False,3,0,1,2,4,6
4S,low,False,2,3,2,2,2,10
KD,veryhigh,False,2,2,0,2,1,6
AH,veryhigh,False,3,1,0,2,1,5
TC,high,True,1,0,0,2,1,4
2S,low,False,3,4,2,1,4,10
5D,low,False,2,3,2,0,3,7
6D,mediumlow,False,1,2,1,0,3,5
AS,veryhigh,False,4,4,3,2,0,10
JC,high,True,4,3,3,2,0,9
8S,mediumHigh,False,3,2,2,1,-1,5
6C,mediumlow,True,2,1,2,1,-1,4
5S,low,False,2,0,1,1,-1,2
AD,veryhigh,False,4,1,5,4,1,10
2H,low,False,4,0,5,4,1,9
AS,veryhigh,False,5,3,1,3,4,10
QD,high,False,3,2,1,3,4,9
AD,veryhigh,False,2,1,1,3,4,8
4S,low,False,3,0,1,3,3,6
2S,low,False,2,-1,0,2,2,2
5D,low,True,4,4,2,2,1,10
JH,high,False,2,3,1,0,0,5
KC,veryhigh,False,1,2,1,0,-1,3
3D,low,True,2,1,1,0,-1,2
KD,veryhigh,True,4,3,2,3,3,10
6D,mediumlow,True,3,2,1,1,3,6
2D,low,True,2,1,1,1,2,4
3H,low,False,1,1,6,1,3,10
7C,mediumlow,False,5,0,4,1,2,6
7H,mediumlow,False,4,3,1,3,4,10
3C,low,False,3,2,1,1,4,7
KC,veryhigh,False,2,1,0,1,4,5
3H,low,False,2,0,0,1,4,4
KH,veryhigh,False,4,1,8,0,2,10
6D,mediumlow,False,3,0,8,0,2,9
7D,mediumlow,False,3,3,3,2,1,10
6S,mediumlow,True,3,2,3,1,0,7
5D,low,False,1,1,1,0,0,3
KS,veryhigh,False,3,2,4,4,1,10
QS,high,False,2,1,4,4,1,9
3C,low,False,3,0,4,4,1,8
KC,veryhigh,False,2,-1,4,3,-1,4
7D,mediumlow,False,3,2,4,2,1,10
TS,high,False,3,2,4,2,0,10
QS,high,False,2,1,4,2,0,9
5D,low,False,3,6,2,0,1,10
6D,mediumlow,False,2,5,2,0,0,8
8C,mediumHigh,True,3,4,1,0,0,6
AC,veryhigh,True,1,3,-1,0,0,3
AS,veryhigh,False,2,2,-1,0,0,2
AH,veryhigh,False,4,3,1,3,2,10
6H,mediumlow,False,3,2,1,3,2,9
3H,low,False,2,1,-1,3,1,5
3C,low,False,4,4,1,2,1,10
JC,high,False,3,3,1,1,1,8
TS,high,True,3,2,1,1,1,7
9D,mediumHigh,False,2,1,0,1,1,5
2S,low,True,1,0,0,1,1,4
TD,high,False,4,1,3,2,3,10
TH,high,False,3,0,3,0,2,6
3H,low,False,1,5,0,1,3,10
TD,high,True,4,4,-1,1,2,7
9S,mediumHigh,False,1,3,-1,1,2,6
7D,mediumlow,True,3,2,-1,1,2,5
5C,low,False,1,1,-2,1,1,2
3D,low,False,4,4,3,2,0,10
AC,veryhigh,False,3,3,2,2,0,8
JC,high,False,2,2,2,2,0,7
2D,low,False,3,1,2,2,0,6
6S,mediumlow,True,1,0,1,1,0,3
4C,low,False,1,-1,1,1,0,2
AD,veryhigh,False,3,2,4,2,3,10
QS,high,False,4,1,4,2,3,9
AS,veryhigh,False,2,4,2,1,4,10
6H,mediumlow,True,4,3,2,1,4,9
4C,low,False,2,2,1,0,3,5
JC,high,False,4,4,6,1,0,10
KC,veryhigh,False,3,3,5,-1,0,6
KD,veryhigh,False,1,2,5,-1,0,5
JH,high,True,4,4,2,3,0,10
9H,mediumHigh,True,2,3,2,0,0,6
4C,low,False,2,2,2,0,0,5
TD,high,False,1,1,1,0,0,3
9S,mediumHigh,False,3,4,3,1,3,10
KH,veryhigh,False,3,3,2,1,3,8
8D,mediumHigh,True,3,2,2,1,3,7
7D,mediumlow,True,2,1,2,0,3,5
