seed,winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
2001,2,111,148,82,146,1,"[0, 13, 0, 0]","[0, 10, 0, 13]","[10, 0, 13, 0]","[13, 11, 13, 0]","[0, 12, 12, 0]","[0, 0, 11, 0]","[10, 0, 0, 0]","[11, 0, 10, 10]","[0, 11, 10, 11]","[11, 0, 10, 10]","[11, 10, 0, 11]","[11, 10, 12, 0]","[10, 0, 11, 0]","[10, 11, 14, 0]","[0, 11, 11, 0]","[10, 0, 0, 0]","[11, 0, 11, 16]","[14, 12, 0, 11]","[14, 0, 10, 0]"
2002,1,133,99,97,130,2,"[0, 0, 0, 0]","[0, 10, 0, 12]","[10, 0, 12, 0]","[11, 11, 11, 0]","[11, 10, 0, 12]","[0, 13, 10, 0]","[11, 10, 12, 0]","[0, 0, 10, 10]","[11, 10, 0, 10]","[10, 10, 0, 10]","[0, 10, 11, 10]","[0, 0, 10, 0]","[10, 12, 12, 0]","[0, 0, 0, 10]","[11, 10, 0, 13]","[12, 0, 0, 0]","[11, 13, 11, 0]","[11, 0, 0, 0]","[11, 14, 0, 10]"
2003,1,125,76,54,118,3,"[13, 0, 0, 0]","[0, 11, 0, 0]","[0, 10, 0, 0]","[11, 0, 0, 12]","[0, 12, 0, 0]","[0, 11, 0, 0]","[0, 0, 10, 0]","[12, 0, 0, 0]","[10, 10, 11, 0]","[10, 0, 10, 11]","[10, 0, 11, 10]","[0, 0, 10, 0]","[0, 10, 0, 0]","[10, 12, 0, 11]","[11, 0, 0, 0]","[10, 10, 11, 0]","[10, 14, 13, 0]","[11, 13, 0, 10]","[0, 12, 0, 0]"
2004,0,119,97,107,136,0,"[13, 0, 0, 0]","[0, 11, 0, 11]","[14, 0, 11, 11]","[11, 0, 12, 0]","[10, 0, 11, 11]","[0, 11, 10, 11]","[13, 10, 11, 0]","[11, 12, 0, 10]","[0, 10, 11, 11]","[11, 10, 10, 0]","[11, 11, 10, 10]","[10, 12, 0, 10]","[0, 10, 0, 0]","[11, 11, 11, 0]","[0, 0, 0, 11]","[11, 0, 0, 11]","[0, 11, 0, 0]","[0, 0, 0, 0]","[10, 0, 0, 0]"
2005,0,91,104,144,154,1,"[13, 0, 13, 13]","[12, 14, 0, 11]","[12, 0, 11, 11]","[12, 11, 13, 0]","[0, 0, 0, 11]","[0, 11, 0, 0]","[0, 0, 0, 10]","[10, 0, 0, 10]","[10, 0, 10, 10]","[10, 0, 10, 11]","[10, 11, 0, 11]","[11, 11, 0, 10]","[11, 12, 10, 0]","[0, 0, 0, 11]","[10, 10, 14, 12]","[0, 0, 11, 0]","[11, 0, 0, 0]","[10, 0, 12, 0]","[12, 11, 0, 13]"
2006,0,148,128,109,181,2,"[16, 10, 12, 0]","[14, 10, 0, 12]","[13, 11, 0, 11]","[14, 0, 13, 10]","[11, 0, 0, 12]","[11, 12, 11, 0]","[12, 0, 11, 11]","[0, 11, 0, 0]","[10, 10, 0, 10]","[10, 10, 10, 0]","[11, 0, 10, 10]","[11, 10, 0, 11]","[14, 0, 10, 10]","[0, 14, 0, 0]","[0, 0, 10, 0]","[0, 11, 0, 0]","[11, 12, 14, 0]","[12, 12, 13, 12]","[11, 15, 14, 0]"
2007,1,171,145,142,124,3,"[0, 13, 11, 11]","[11, 15, 0, 10]","[0, 11, 13, 13]","[13, 11, 0, 12]","[0, 0, 0, 14]","[0, 0, 12, 0]","[11, 10, 0, 12]","[0, 10, 10, 0]","[11, 10, 0, 11]","[0, 10, 10, 10]","[10, 10, 11, 0]","[11, 11, 10, 0]","[10, 10, 11, 0]","[12, 10, 0, 11]","[11, 14, 10, 0]","[0, 13, 11, 12]","[11, 0, 12, 0]","[13, 0, 12, 13]","[0, 13, 12, 13]"
2008,0,94,117,123,142,0,"[12, 0, 14, 0]","[15, 0, 11, 11]","[0, 0, 0, 0]","[12, 10, 0, 0]","[10, 11, 0, 0]","[0, 11, 10, 12]","[0, 0, 10, 0]","[13, 10, 0, 10]","[11, 10, 10, 11]","[0, 10, 10, 11]","[10, 0, 10, 10]","[11, 10, 0, 0]","[0, 10, 10, 11]","[11, 0, 10, 0]","[12, 0, 0, 11]","[0, 0, 11, 0]","[13, 0, 11, 11]","[12, 12, 0, 13]","[0, 0, 0, 12]"
2009,2,102,152,132,142,1,"[0, 13, 11, 0]","[11, 0, 12, 13]","[10, 0, 11, 12]","[10, 0, 0, 10]","[13, 12, 11, 0]","[0, 10, 10, 11]","[10, 13, 0, 10]","[11, 10, 11, 0]","[11, 0, 11, 10]","[10, 0, 10, 10]","[11, 11, 0, 10]","[10, 11, 0, 11]","[0, 0, 0, 11]","[12, 0, 11, 0]","[0, 10, 14, 11]","[12, 12, 11, 0]","[0, 0, 0, 0]","[11, 0, 13, 0]","[0, 0, 16, 13]"
2010,2,115,136,116,121,2,"[11, 0, 11, 15]","[0, 0, 0, 11]","[11, 15, 11, 0]","[12, 0, 11, 11]","[11, 0, 11, 11]","[0, 11, 10, 0]","[13, 10, 0, 0]","[0, 10, 0, 11]","[0, 0, 10, 10]","[10, 10, 0, 11]","[10, 0, 11, 11]","[0, 0, 10, 0]","[10, 10, 0, 12]","[0, 0, 13, 0]","[11, 12, 12, 0]","[0, 11, 0, 0]","[10, 12, 14, 0]","[0, 0, 0, 13]","[12, 14, 12, 0]"
2011,1,146,122,103,111,3,"[0, 15, 11, 0]","[0, 0, 10, 0]","[0, 12, 0, 0]","[10, 0, 0, 12]","[0, 11, 14, 11]","[10, 11, 0, 0]","[0, 10, 12, 12]","[10, 10, 0, 11]","[11, 11, 10, 0]","[10, 11, 10, 0]","[10, 11, 11, 0]","[0, 12, 11, 10]","[12, 10, 0, 10]","[0, 11, 0, 12]","[13, 11, 12, 0]","[0, 0, 10, 0]","[13, 0, 11, 0]","[0, 0, 0, 14]","[12, 0, 0, 11]"
2012,0,131,136,134,146,0,"[0, 13, 13, 13]","[14, 0, 11, 11]","[0, 0, 14, 10]","[12, 11, 0, 11]","[10, 0, 12, 11]","[0, 12, 10, 0]","[0, 10, 0, 0]","[11, 0, 10, 10]","[10, 10, 0, 10]","[10, 0, 10, 10]","[10, 11, 0, 11]","[0, 10, 0, 0]","[11, 10, 13, 0]","[0, 0, 10, 0]","[12, 10, 10, 0]","[10, 11, 13, 0]","[11, 0, 10, 12]","[12, 12, 0, 14]","[13, 11, 0, 11]"
2013,1,126,113,89,113,1,"[10, 13, 13, 0]","[12, 10, 13, 0]","[0, 0, 0, 11]","[13, 0, 0, 0]","[13, 0, 11, 10]","[0, 10, 0, 0]","[0, 0, 10, 0]","[0, 10, 10, 0]","[0, 10, 0, 0]","[10, 0, 11, 10]","[10, 10, 0, 11]","[10, 10, 0, 12]","[0, 0, 10, 11]","[13, 11, 10, 0]","[0, 10, 0, 11]","[0, 10, 12, 0]","[11, 12, 0, 13]","[0, 10, 0, 0]","[11, 0, 13, 0]"
2014,2,143,146,125,109,2,"[10, 11, 0, 0]","[0, 12, 12, 12]","[11, 0, 13, 0]","[0, 0, 12, 0]","[12, 11, 0, 12]","[0, 13, 10, 12]","[11, 10, 0, 12]","[0, 10, 10, 12]","[0, 0, 10, 10]","[10, 10, 0, 10]","[11, 11, 0, 10]","[0, 11, 11, 11]","[11, 10, 11, 0]","[0, 11, 10, 12]","[0, 11, 11, 12]","[11, 0, 13, 0]","[0, 0, 12, 0]","[10, 12, 11, 0]","[12, 0, 0, 0]"
2015,3,115,110,137,123,3,"[12, 0, 12, 12]","[12, 13, 10, 0]","[13, 12, 0, 12]","[10, 0, 0, 12]","[11, 0, 13, 11]","[0, 0, 12, 0]","[0, 0, 0, 10]","[0, 0, 0, 11]","[10, 11, 0, 11]","[0, 10, 10, 10]","[10, 0, 10, 0]","[0, 11, 10, 10]","[0, 12, 10, 0]","[12, 0, 10, 0]","[0, 11, 0, 11]","[12, 12, 0, 12]","[0, 11, 0, 0]","[11, 12, 0, 15]","[10, 0, 13, 0]"
2016,2,88,144,125,121,0,"[0, 0, 11, 0]","[16, 11, 0, 10]","[11, 0, 0, 10]","[14, 0, 10, 11]","[12, 0, 12, 11]","[11, 13, 0, 10]","[12, 0, 0, 0]","[0, 0, 10, 10]","[10, 0, 10, 10]","[0, 10, 10, 10]","[0, 10, 10, 11]","[0, 11, 12, 10]","[11, 10, 12, 0]","[13, 12, 10, 0]","[0, 0, 11, 0]","[0, 11, 0, 0]","[11, 0, 14, 11]","[0, 0, 0, 11]","[0, 0, 12, 0]"
2017,1,146,100,113,146,1,"[0, 11, 0, 12]","[12, 0, 0, 14]","[12, 14, 11, 0]","[0, 11, 14, 0]","[0, 11, 11, 0]","[10, 11, 11, 0]","[11, 10, 0, 11]","[10, 11, 0, 11]","[10, 10, 0, 10]","[11, 0, 10, 10]","[0, 10, 10, 0]","[11, 10, 0, 12]","[10, 0, 10, 0]","[0, 0, 0, 10]","[11, 11, 0, 0]","[0, 11, 11, 12]","[13, 0, 0, 0]","[11, 0, 12, 0]","[14, 15, 0, 11]"
2018,2,130,138,105,106,2,"[12, 0, 10, 14]","[0, 11, 11, 0]","[0, 12, 0, 0]","[11, 13, 11, 0]","[0, 10, 11, 11]","[0, 0, 0, 10]","[11, 0, 0, 10]","[13, 10, 10, 0]","[0, 10, 10, 10]","[0, 10, 11, 0]","[0, 10, 10, 12]","[11, 10, 10, 0]","[0, 0, 0, 11]","[0, 10, 10, 0]","[11, 0, 0, 0]","[11, 0, 0, 0]","[12, 14, 12, 0]","[14, 0, 12, 12]","[0, 10, 10, 15]"
2019,0,158,122,143,168,3,"[14, 14, 12, 0]","[12, 13, 0, 11]","[13, 11, 0, 0]","[0, 13, 0, 11]","[13, 10, 0, 11]","[11, 12, 12, 0]","[0, 10, 11, 11]","[0, 10, 0, 10]","[11, 10, 0, 10]","[11, 10, 10, 0]","[12, 10, 10, 0]","[11, 0, 11, 10]","[0, 0, 11, 10]","[11, 0, 11, 10]","[13, 11, 11, 0]","[12, 0, 11, 14]","[12, 12, 0, 11]","[12, 0, 0, 10]","[0, 12, 12, 14]"
2020,0,121,100,128,146,0,"[13, 0, 11, 0]","[12, 0, 11, 12]","[15, 10, 0, 0]","[0, 0, 12, 0]","[13, 10, 0, 10]","[13, 0, 11, 10]","[0, 0, 0, 10]","[11, 12, 0, 10]","[10, 0, 11, 10]","[0, 11, 10, 10]","[11, 0, 10, 11]","[11, 10, 0, 0]","[0, 0, 0, 10]","[0, 10, 0, 11]","[0, 12, 11, 12]","[0, 11, 0, 0]","[12, 12, 0, 12]","[10, 13, 13, 0]","[15, 10, 0, 0]"
2021,2,101,142,85,124,1,"[12, 0, 0, 10]","[13, 0, 11, 0]","[0, 0, 12, 0]","[0, 12, 12, 0]","[11, 0, 0, 0]","[13, 0, 11, 11]","[10, 0, 10, 0]","[10, 0, 10, 10]","[0, 10, 10, 11]","[0, 10, 10, 10]","[10, 11, 0, 11]","[12, 10, 11, 0]","[10, 0, 11, 10]","[0, 12, 11, 0]","[12, 14, 10, 0]","[0, 12, 0, 0]","[11, 0, 0, 0]","[0, 0, 13, 12]","[0, 10, 0, 0]"
2022,2,124,143,120,125,2,"[14, 12, 14, 0]","[0, 0, 10, 0]","[11, 0, 13, 10]","[0, 0, 11, 13]","[10, 11, 12, 0]","[12, 12, 0, 11]","[11, 0, 0, 0]","[0, 10, 0, 10]","[11, 0, 11, 10]","[10, 10, 0, 10]","[0, 10, 11, 11]","[0, 0, 10, 0]","[12, 0, 12, 10]","[0, 11, 0, 0]","[0, 10, 0, 14]","[0, 11, 13, 11]","[12, 0, 13, 10]","[12, 13, 13, 0]","[10, 14, 0, 0]"
2023,2,114,138,121,91,3,"[10, 13, 17, 0]","[0, 0, 12, 12]","[16, 0, 0, 11]","[0, 12, 12, 10]","[0, 14, 11, 10]","[0, 0, 0, 11]","[0, 11, 0, 0]","[10, 0, 0, 10]","[10, 0, 0, 0]","[11, 10, 10, 0]","[12, 10, 10, 0]","[12, 0, 10, 11]","[0, 0, 0, 10]","[10, 11, 11, 0]","[0, 12, 11, 13]","[0, 11, 12, 10]","[0, 0, 0, 0]","[0, 10, 11, 0]","[0, 0, 11, 13]"
2024,1,178,119,121,100,0,"[12, 14, 11, 0]","[0, 14, 10, 0]","[0, 11, 12, 12]","[0, 0, 0, 0]","[13, 11, 0, 11]","[10, 11, 0, 11]","[0, 12, 10, 11]","[12, 0, 10, 10]","[0, 11, 0, 10]","[11, 0, 10, 10]","[10, 0, 11, 11]","[0, 12, 11, 10]","[10, 11, 11, 0]","[0, 10, 0, 0]","[0, 11, 0, 0]","[0, 10, 12, 0]","[0, 13, 11, 0]","[10, 14, 0, 11]","[12, 13, 0, 14]"
2025,0,138,117,85,147,1,"[13, 0, 0, 0]","[16, 11, 12, 0]","[0, 12, 0, 0]","[0, 0, 12, 0]","[11, 0, 11, 13]","[10, 10, 13, 0]","[0, 11, 10, 10]","[10, 10, 0, 10]","[10, 0, 0, 0]","[10, 0, 10, 10]","[10, 10, 0, 10]","[0, 10, 0, 10]","[10, 10, 13, 0]","[0, 10, 10, 0]","[12, 10, 0, 11]","[10, 13, 0, 11]","[13, 0, 11, 0]","[0, 11, 0, 0]","[12, 10, 15, 0]"
