winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
0,123,131,113,146,3,"[15, 11, 11, 0]","[12, 0, 10, 15]","[0, 0, 10, 0]","[10, 0, 0, 0]","[12, 10, 0, 11]","[0, 0, 0, 11]","[10, 0, 11, 11]","[10, 10, 10, 0]","[10, 10, 12, 0]","[0, 10, 10, 10]","[10, 0, 11, 10]","[0, 10, 12, 11]","[10, 11, 12, 0]","[11, 12, 0, 10]","[0, 0, 11, 12]","[11, 0, 0, 0]","[11, 15, 11, 0]","[0, 11, 0, 12]","[14, 13, 0, 0]"
1,136,127,98,120,0,"[0, 0, 12, 0]","[11, 0, 12, 0]","[0, 12, 0, 0]","[0, 12, 12, 13]","[0, 12, 13, 10]","[13, 11, 0, 10]","[0, 10, 0, 12]","[10, 10, 0, 0]","[10, 0, 0, 10]","[10, 0, 10, 10]","[10, 0, 11, 10]","[10, 10, 11, 0]","[10, 11, 12, 0]","[0, 14, 11, 0]","[0, 13, 0, 10]","[12, 11, 0, 0]","[11, 10, 0, 13]","[0, 0, 12, 0]","[13, 0, 11, 0]"
2,136,186,100,88,1,"[10, 12, 15, 0]","[0, 0, 10, 11]","[0, 12, 0, 0]","[11, 0, 11, 0]","[14, 12, 10, 0]","[0, 11, 12, 12]","[0, 10, 11, 0]","[0, 0, 10, 0]","[10, 0, 11, 10]","[11, 10, 0, 10]","[10, 10, 11, 0]","[0, 11, 11, 10]","[0, 11, 10, 0]","[11, 0, 0, 0]","[0, 11, 12, 0]","[0, 0, 12, 12]","[11, 0, 13, 11]","[0, 13, 12, 13]","[0, 13, 15, 11]"
2,111,158,142,150,2,"[11, 12, 0, 14]","[0, 11, 14, 13]","[10, 12, 0, 0]","[13, 12, 0, 10]","[12, 12, 12, 0]","[0, 0, 0, 10]","[12, 0, 11, 0]","[0, 10, 10, 11]","[10, 0, 10, 0]","[0, 10, 10, 10]","[10, 0, 11, 10]","[0, 0, 11, 10]","[0, 10, 11, 10]","[11, 11, 12, 0]","[11, 0, 11, 10]","[12, 0, 11, 0]","[13, 0, 10, 12]","[13, 0, 14, 10]","[12, 11, 0, 12]"
2,152,167,107,145,3,"[13, 10, 15, 0]","[11, 12, 15, 0]","[0, 13, 0, 10]","[10, 13, 0, 12]","[11, 11, 11, 0]","[0, 11, 13, 10]","[12, 12, 10, 10]","[11, 11, 10, 0]","[0, 0, 11, 0]","[0, 10, 10, 11]","[10, 0, 11, 10]","[12, 10, 0, 10]","[11, 0, 10, 10]","[0, 0, 0, 13]","[10, 14, 11, 0]","[12, 12, 0, 11]","[0, 0, 12, 0]","[10, 13, 14, 0]","[12, 0, 14, 0]"
1,142,141,120,120,0,"[10, 13, 16, 0]","[0, 14, 12, 12]","[11, 12, 0, 0]","[12, 13, 0, 11]","[0, 0, 11, 12]","[0, 12, 0, 0]","[10, 0, 0, 0]","[10, 11, 0, 10]","[10, 0, 10, 10]","[10, 0, 11, 10]","[10, 0, 12, 10]","[0, 0, 11, 0]","[0, 11, 10, 12]","[0, 11, 12, 10]","[12, 11, 0, 11]","[13, 10, 13, 0]","[0, 12, 11, 12]","[12, 12, 12, 0]","[0, 0, 0, 0]"
2,143,150,95,147,1,"[0, 14, 0, 0]","[12, 15, 11, 0]","[12, 13, 11, 0]","[12, 11, 0, 13]","[0, 0, 11, 11]","[0, 11, 10, 0]","[10, 0, 11, 0]","[11, 10, 11, 0]","[10, 0, 10, 10]","[11, 10, 0, 10]","[0, 10, 10, 12]","[10, 0, 10, 13]","[10, 0, 0, 12]","[10, 11, 10, 0]","[0, 0, 11, 0]","[0, 13, 0, 0]","[11, 14, 13, 0]","[15, 11, 11, 0]","[13, 0, 10, 14]"
1,145,98,67,108,2,"[13, 14, 0, 0]","[0, 10, 12, 0]","[0, 13, 0, 0]","[10, 0, 11, 13]","[10, 0, 0, 0]","[0, 11, 0, 0]","[0, 10, 0, 0]","[0, 10, 10, 10]","[0, 10, 10, 10]","[10, 11, 10, 0]","[10, 11, 0, 10]","[10, 10, 0, 12]","[0, 0, 11, 0]","[11, 0, 10, 0]","[0, 0, 11, 0]","[12, 11, 0, 12]","[10, 11, 13, 0]","[12, 13, 0, 0]","[0, 0, 0, 0]"
3,126,145,165,124,3,"[13, 13, 0, 13]","[0, 11, 0, 0]","[12, 0, 13, 12]","[10, 0, 0, 0]","[0, 13, 11, 12]","[11, 0, 12, 11]","[10, 0, 10, 13]","[11, 11, 0, 10]","[11, 10, 10, 11]","[0, 11, 10, 10]","[11, 0, 10, 10]","[0, 11, 11, 10]","[10, 10, 0, 12]","[0, 0, 12, 0]","[12, 13, 11, 0]","[13, 0, 0, 11]","[0, 0, 11, 15]","[0, 11, 12, 0]","[0, 12, 12, 15]"
3,155,102,158,127,0,"[12, 14, 0, 11]","[0, 0, 0, 14]","[13, 12, 13, 0]","[12, 10, 0, 0]","[0, 12, 11, 11]","[12, 10, 0, 12]","[0, 11, 0, 0]","[0, 10, 12, 10]","[11, 10, 10, 11]","[10, 10, 0, 10]","[10, 0, 0, 0]","[10, 12, 0, 10]","[0, 0, 10, 10]","[0, 10, 11, 11]","[0, 10, 0, 12]","[12, 12, 0, 11]","[10, 0, 12, 15]","[0, 12, 12, 10]","[15, 0, 11, 0]"
