winner,score1,score2,score3,score0,score4,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
2,152,155,138,118,148,1,"[0, 12, 11, 0, 11]","[12, 0, 0, 12, 0]","[11, 12, 10, 0, 0]","[0, 11, 12, 10, 0]","[11, 0, 12, 10, 11]","[11, 0, 12, 11, 11]","[10, 11, 0, 10, 13]","[0, 10, 11, 0, 0]","[10, 0, 11, 10, 11]","[0, 10, 10, 10, 11]","[10, 0, 0, 10, 10]","[12, 11, 0, 10, 10]","[0, 11, 10, 11, 11]","[10, 0, 10, 12, 11]","[10, 11, 12, 0, 13]","[11, 13, 12, 10, 0]","[0, 14, 11, 0, 0]","[0, 12, 11, 12, 13]","[0, 14, 0, 0, 12]"
0,150,142,113,157,109,2,"[13, 0, 11, 0, 11]","[13, 0, 12, 12, 11]","[11, 0, 0, 11, 0]","[0, 11, 12, 0, 0]","[0, 0, 0, 0, 10]","[12, 10, 0, 0, 0]","[10, 11, 0, 0, 0]","[10, 11, 10, 0, 11]","[0, 11, 11, 10, 10]","[10, 0, 10, 10, 11]","[10, 10, 0, 0, 10]","[11, 10, 10, 12, 0]","[12, 10, 10, 12, 0]","[0, 10, 11, 0, 0]","[0, 12, 12, 11, 10]","[11, 11, 11, 11, 0]","[10, 11, 11, 11, 0]","[13, 11, 11, 0, 12]","[11, 11, 0, 13, 13]"
2,134,179,137,128,111,3,"[11, 0, 11, 11, 13]","[0, 11, 14, 12, 11]","[0, 12, 12, 10, 12]","[0, 0, 13, 0, 0]","[10, 0, 11, 0, 12]","[0, 11, 10, 11, 0]","[11, 11, 10, 0, 10]","[10, 11, 0, 10, 10]","[10, 0, 11, 10, 11]","[10, 10, 11, 0, 10]","[11, 10, 10, 10, 0]","[10, 10, 0, 10, 10]","[10, 12, 10, 11, 0]","[0, 0, 10, 10, 0]","[0, 13, 10, 11, 0]","[11, 12, 12, 11, 0]","[12, 11, 13, 10, 0]","[12, 0, 11, 0, 0]","[0, 0, 0, 0, 12]"
1,197,121,114,158,159,4,"[11, 12, 13, 0, 10]","[12, 13, 11, 0, 13]","[11, 11, 0, 14, 10]","[11, 10, 11, 13, 0]","[11, 11, 13, 0, 11]","[0, 10, 0, 11, 0]","[0, 13, 10, 10, 11]","[10, 10, 11, 0, 10]","[10, 10, 11, 0, 11]","[10, 10, 0, 10, 10]","[10, 10, 0, 10, 10]","[0, 11, 10, 0, 10]","[11, 10, 10, 12, 0]","[0, 0, 0, 11, 11]","[0, 10, 0, 0, 11]","[10, 13, 10, 11, 0]","[15, 12, 0, 0, 10]","[13, 10, 0, 12, 10]","[13, 11, 11, 0, 11]"
3,149,150,155,121,101,0,"[0, 0, 0, 12, 0]","[0, 12, 12, 13, 11]","[0, 10, 12, 11, 12]","[12, 11, 11, 0, 0]","[0, 10, 10, 0, 0]","[0, 11, 11, 12, 10]","[10, 11, 0, 10, 12]","[10, 0, 10, 10, 12]","[10, 10, 11, 10, 0]","[11, 10, 10, 10, 0]","[10, 11, 0, 10, 11]","[0, 0, 10, 11, 0]","[11, 11, 10, 0, 11]","[12, 11, 10, 10, 0]","[12, 11, 10, 11, 0]","[10, 0, 12, 13, 10]","[0, 10, 0, 0, 0]","[0, 10, 11, 12, 0]","[13, 0, 0, 0, 12]"
4,130,154,121,150,163,1,"[10, 0, 12, 0, 12]","[0, 15, 10, 10, 13]","[0, 0, 10, 0, 0]","[10, 0, 0, 11, 14]","[12, 12, 10, 0, 10]","[10, 12, 0, 13, 10]","[10, 12, 10, 0, 10]","[10, 0, 0, 12, 0]","[10, 0, 10, 10, 10]","[0, 11, 10, 10, 10]","[10, 11, 11, 0, 10]","[10, 12, 0, 11, 10]","[10, 0, 0, 0, 10]","[0, 10, 11, 12, 10]","[0, 0, 13, 0, 10]","[12, 11, 11, 10, 0]","[12, 11, 13, 11, 0]","[12, 13, 10, 0, 13]","[12, 0, 13, 11, 11]"
2,104,169,155,139,95,2,"[13, 11, 14, 0, 11]","[11, 0, 0, 0, 10]","[0, 0, 11, 12, 0]","[14, 0, 11, 12, 0]","[10, 0, 10, 13, 11]","[0, 0, 10, 11, 11]","[11, 12, 10, 0, 10]","[0, 10, 11, 10, 10]","[11, 10, 10, 11, 0]","[10, 0, 10, 10, 10]","[10, 10, 0, 0, 0]","[0, 10, 0, 11, 0]","[12, 10, 0, 10, 0]","[12, 11, 11, 10, 0]","[12, 0, 11, 0, 0]","[0, 10, 11, 12, 11]","[0, 0, 14, 11, 0]","[13, 0, 11, 11, 11]","[0, 10, 14, 11, 0]"
1,156,122,130,148,140,3,"[13, 0, 10, 0, 0]","[0, 10, 13, 11, 13]","[0, 12, 0, 10, 11]","[13, 10, 11, 0, 11]","[12, 11, 0, 0, 0]","[11, 0, 12, 0, 0]","[10, 13, 0, 10, 10]","[12, 10, 11, 0, 10]","[0, 11, 10, 10, 10]","[10, 0, 10, 10, 10]","[11, 10, 0, 11, 10]","[10, 10, 11, 11, 0]","[0, 10, 12, 10, 10]","[11, 0, 0, 11, 0]","[0, 13, 10, 0, 0]","[0, 11, 12, 12, 10]","[11, 0, 0, 0, 11]","[13, 12, 0, 12, 12]","[11, 13, 0, 12, 12]"
3,120,156,170,129,148,4,"[0, 0, 11, 13, 12]","[0, 11, 13, 0, 0]","[12, 10, 0, 13, 12]","[12, 11, 0, 11, 12]","[10, 0, 12, 10, 13]","[10, 0, 10, 12, 10]","[0, 0, 10, 11, 11]","[0, 0, 10, 10, 0]","[10, 10, 0, 11, 11]","[10, 11, 10, 0, 10]","[11, 10, 10, 11, 0]","[10, 10, 10, 12, 0]","[11, 0, 11, 10, 12]","[11, 12, 0, 10, 11]","[0, 10, 0, 0, 0]","[0, 0, 15, 10, 0]","[11, 0, 12, 12, 11]","[11, 12, 12, 0, 11]","[0, 13, 10, 14, 12]"
3,153,163,168,145,112,0,"[0, 0, 11, 0, 14]","[11, 11, 0, 14, 10]","[12, 13, 12, 10, 0]","[10, 11, 13, 11, 0]","[12, 13, 10, 10, 0]","[0, 12, 11, 12, 10]","[10, 0, 10, 0, 12]","[0, 10, 10, 11, 10]","[11, 10, 11, 10, 0]","[11, 10, 10, 10, 0]","[0, 11, 10, 11, 10]","[10, 0, 0, 0, 10]","[0, 10, 0, 11, 0]","[0, 10, 10, 14, 11]","[12, 10, 11, 12, 0]","[10, 10, 0, 11, 0]","[13, 12, 11, 10, 0]","[12, 0, 11, 0, 13]","[11, 0, 12, 11, 12]"
