winner,score1,score2,score3,score0,score4,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
0,107,128,130,151,116,3,"[13, 0, 12, 11, 11]","[12, 0, 13, 12, 12]","[11, 0, 11, 0, 0]","[10, 0, 0, 14, 10]","[11, 10, 12, 12, 0]","[0, 11, 0, 0, 10]","[10, 0, 0, 10, 10]","[11, 0, 10, 10, 0]","[0, 10, 0, 0, 10]","[10, 10, 0, 10, 10]","[11, 10, 10, 0, 10]","[10, 10, 10, 0, 0]","[11, 10, 10, 0, 0]","[0, 10, 0, 10, 10]","[0, 12, 0, 11, 0]","[10, 14, 11, 10, 0]","[0, 0, 12, 10, 0]","[11, 0, 0, 0, 13]","[10, 0, 17, 10, 10]"
0,132,116,116,163,96,4,"[11, 0, 0, 0, 13]","[10, 13, 11, 0, 0]","[12, 10, 11, 14, 0]","[12, 13, 0, 11, 10]","[10, 10, 10, 13, 0]","[12, 12, 10, 11, 0]","[11, 10, 11, 10, 0]","[10, 12, 10, 11, 0]","[10, 10, 0, 10, 11]","[10, 10, 10, 0, 10]","[10, 10, 0, 0, 0]","[10, 11, 11, 0, 10]","[0, 0, 10, 11, 10]","[12, 0, 0, 0, 10]","[10, 0, 0, 0, 0]","[0, 0, 10, 11, 0]","[13, 11, 12, 0, 11]","[0, 0, 0, 0, 0]","[0, 0, 0, 14, 11]"
1,157,127,124,153,132,0,"[10, 14, 0, 14, 11]","[11, 10, 12, 0, 11]","[10, 0, 0, 12, 12]","[13, 10, 0, 0, 0]","[12, 10, 12, 0, 11]","[0, 0, 0, 13, 10]","[10, 10, 11, 10, 0]","[0, 12, 10, 10, 10]","[11, 10, 10, 0, 11]","[10, 0, 10, 11, 10]","[10, 0, 10, 10, 11]","[0, 10, 11, 10, 10]","[10, 10, 0, 11, 0]","[11, 10, 0, 11, 0]","[10, 0, 0, 0, 11]","[11, 11, 11, 0, 0]","[0, 12, 10, 12, 14]","[14, 12, 10, 0, 0]","[0, 16, 10, 0, 0]"
1,176,138,164,121,120,1,"[0, 12, 0, 10, 0]","[0, 12, 0, 12, 0]","[10, 15, 10, 11, 0]","[11, 13, 11, 10, 0]","[0, 13, 10, 10, 12]","[0, 10, 10, 12, 11]","[11, 11, 0, 10, 11]","[11, 11, 10, 0, 10]","[10, 10, 0, 0, 0]","[0, 10, 10, 10, 11]","[10, 0, 10, 0, 0]","[10, 10, 0, 0, 11]","[11, 0, 11, 10, 10]","[10, 12, 11, 10, 0]","[13, 0, 0, 11, 11]","[0, 14, 11, 11, 10]","[0, 11, 10, 13, 12]","[14, 0, 11, 12, 11]","[0, 12, 13, 12, 0]"
1,157,129,96,127,146,2,"[0, 10, 0, 0, 11]","[10, 13, 12, 0, 12]","[10, 0, 11, 0, 14]","[12, 10, 0, 0, 0]","[0, 13, 0, 10, 0]","[10, 0, 10, 12, 12]","[0, 10, 11, 0, 0]","[10, 12, 11, 10, 0]","[10, 11, 0, 10, 11]","[10, 0, 10, 10, 11]","[0, 10, 0, 0, 11]","[10, 11, 12, 0, 10]","[11, 11, 10, 10, 0]","[0, 0, 10, 0, 11]","[10, 11, 0, 11, 10]","[0, 12, 11, 12, 10]","[11, 12, 10, 11, 0]","[0, 11, 11, 0, 12]","[13, 0, 0, 0, 11]"
0,131,136,119,177,140,3,"[11, 12, 10, 0, 14]","[13, 11, 12, 10, 0]","[11, 0, 0, 0, 10]","[0, 10, 0, 11, 10]","[13, 11, 12, 10, 0]","[0, 10, 0, 13, 11]","[10, 0, 0, 11, 0]","[13, 10, 0, 0, 10]","[11, 0, 10, 11, 10]","[10, 11, 0, 10, 10]","[11, 11, 10, 0, 10]","[10, 10, 13, 10, 0]","[10, 11, 12, 0, 10]","[10, 0, 12, 11, 10]","[12, 12, 10, 0, 10]","[11, 12, 10, 0, 0]","[11, 0, 0, 0, 11]","[0, 0, 13, 11, 0]","[10, 0, 12, 11, 14]"
2,170,182,109,91,177,4,"[0, 16, 10, 12, 12]","[11, 0, 10, 14, 10]","[0, 12, 11, 0, 11]","[11, 12, 11, 0, 0]","[0, 11, 10, 11, 0]","[13, 10, 10, 0, 11]","[0, 10, 12, 11, 11]","[0, 10, 10, 0, 10]","[0, 10, 11, 10, 10]","[10, 11, 10, 0, 10]","[10, 0, 10, 10, 12]","[0, 10, 11, 0, 12]","[0, 10, 12, 10, 10]","[12, 11, 0, 10, 10]","[0, 0, 0, 0, 10]","[12, 12, 11, 10, 0]","[0, 12, 11, 11, 12]","[12, 13, 11, 0, 12]","[0, 0, 11, 0, 14]"
2,106,194,138,107,88,0,"[0, 0, 12, 0, 11]","[13, 0, 13, 0, 0]","[0, 0, 12, 10, 0]","[15, 11, 10, 0, 11]","[11, 0, 12, 0, 0]","[0, 11, 11, 0, 0]","[0, 11, 10, 11, 11]","[12, 10, 11, 10, 0]","[11, 10, 11, 10, 0]","[0, 11, 10, 10, 10]","[0, 0, 10, 10, 0]","[10, 0, 11, 10, 0]","[0, 0, 0, 10, 10]","[11, 11, 11, 0, 11]","[11, 10, 12, 12, 0]","[0, 0, 12, 10, 0]","[0, 0, 0, 10, 12]","[0, 11, 13, 13, 12]","[13, 10, 13, 12, 0]"
3,114,128,151,121,111,1,"[0, 11, 12, 11, 0]","[12, 0, 0, 11, 13]","[12, 12, 10, 10, 0]","[0, 11, 11, 10, 0]","[11, 0, 11, 0, 0]","[11, 12, 11, 0, 11]","[11, 0, 0, 11, 0]","[10, 0, 0, 13, 10]","[10, 11, 10, 0, 11]","[10, 10, 0, 10, 11]","[11, 11, 10, 10, 0]","[0, 13, 10, 10, 10]","[0, 10, 10, 10, 12]","[10, 0, 11, 0, 0]","[0, 0, 0, 11, 10]","[0, 13, 10, 0, 0]","[0, 0, 0, 12, 12]","[0, 0, 12, 10, 11]","[13, 0, 0, 12, 0]"
0,119,114,114,132,131,2,"[10, 15, 10, 0, 0]","[0, 13, 12, 0, 0]","[0, 15, 0, 10, 10]","[0, 11, 11, 11, 12]","[13, 0, 10, 0, 0]","[0, 0, 10, 13, 0]","[0, 10, 0, 10, 11]","[10, 11, 10, 0, 12]","[0, 11, 10, 10, 11]","[10, 10, 0, 10, 10]","[10, 0, 0, 0, 10]","[10, 0, 10, 10, 11]","[12, 11, 10, 10, 0]","[0, 0, 0, 10, 11]","[10, 0, 10, 0, 0]","[11, 0, 0, 0, 10]","[11, 0, 0, 10, 12]","[13, 0, 0, 10, 11]","[12, 12, 11, 0, 0]"
