card,rankCategory,trump,numSuitInHand,tricksToWin0,tricksToWin1,tricksToWin2,tricksToWin3,tricksLeft
5D,low,False,3,2,6,0,3,10
KD,veryhigh,False,2,1,4,-1,3,6
KH,veryhigh,False,2,0,2,-1,2,2
2S,low,False,3,1,3,3,4,10
KH,veryhigh,False,4,4,4,0,1,10
KC,veryhigh,False,3,3,4,0,1,9
5C,low,False,2,2,3,0,1,7
3H,low,False,2,1,0,-1,1,2
9C,mediumHigh,True,4,3,3,2,1,10
AS,veryhigh,False,1,2,-1,2,-2,2
JH,high,False,2,2,4,2,3,10
7D,mediumlow,False,3,1,3,1,3,7
9D,mediumHigh,False,2,0,3,1,3,6
QH,high,False,3,3,3,2,3,10
JC,high,False,4,2,3,2,3,9
4H,low,False,2,1,3,0,3,6
KH,veryhigh,False,1,3,3,1,4,10
AD,veryhigh,False,3,2,3,1,3,8
3D,low,False,2,1,3,1,3,7
3C,low,False,2,0,2,0,2,3
7H,mediumlow,True,3,4,2,1,2,10
AS,veryhigh,False,3,3,2,1,0,7
AC,veryhigh,False,1,2,2,1,0,6
4D,low,False,1,1,2,1,0,5
3S,low,False,2,0,1,1,0,3
TS,high,False,4,1,1,8,1,10
4C,low,False,3,0,1,8,1,9
KD,veryhigh,False,4,2,2,4,3,10
5H,low,False,4,1,2,4,3,9
7D,mediumlow,False,3,0,2,2,2,5
TD,high,False,2,-1,2,2,2,4
2D,low,False,2,2,3,2,2,10
QS,high,False,1,1,1,1,1,5
TH,high,True,3,0,1,1,1,4
TD,high,False,3,2,2,3,2,10
5S,low,True,2,1,2,2,2,8
3C,low,False,3,0,1,2,2,6
4H,low,False,2,1,4,5,1,10
5D,low,False,4,0,3,2,1,5
AH,veryhigh,False,4,5,2,2,0,10
8H,mediumHigh,False,3,4,2,2,0,9
QH,high,False,2,3,2,2,0,8
KH,veryhigh,False,1,2,1,0,-1,3
3S,low,False,1,1,1,0,-1,2
QC,high,False,5,5,4,2,1,10
KC,veryhigh,False,4,4,4,1,1,8
AD,veryhigh,False,1,3,3,1,1,6
3C,low,False,3,2,3,1,1,5
6C,mediumlow,False,1,1,2,0,1,2
2C,low,False,3,2,2,3,4,10
2H,low,False,4,1,2,5,1,10
5C,low,True,2,0,1,4,0,6
6H,mediumlow,False,3,3,3,2,1,10
TD,high,False,3,2,2,1,1,7
QS,high,False,1,1,0,0,1,3
2H,low,False,1,3,4,1,1,10
9S,mediumHigh,True,3,2,4,0,1,8
